Name,Score,Label,Direction
NC_058368.1_100143404_100143247,0.15951,noncoding,forward
NC_058368.1_100944920_100945064,0.18448,noncoding,forward
NC_058368.1_10339999_10339865,0.13243,noncoding,reverse
NC_058368.1_108744_108897,0.0677,noncoding,forward
NC_058368.1_11354751_11354850,0.08089,noncoding,forward
NC_058368.1_113885875_113885734,0.25288,noncoding,reverse
NC_058368.1_114260154_114260058,0.40739,noncoding,forward
NC_058368.1_114513551_114513398,0.12661,noncoding,reverse
NC_058368.1_114540234_114540317,0.04535,noncoding,reverse
NC_058368.1_1149651_1149772,0.14705,noncoding,forward
NC_058368.1_115036438_115036639,0.12065,noncoding,forward
NC_058368.1_116262586_116262412,0.56693,coding,forward
NC_058368.1_116549380_116549488,0.32248,noncoding,reverse
NC_058368.1_121418686_121418547,0.3418,noncoding,forward
NC_058368.1_122834981_122834852,0.94463,coding,forward
NC_058368.1_123601720_123601852,0.12381,noncoding,forward
NC_058368.1_127209649_127209560,0.09595,noncoding,forward
NC_058368.1_132522425_132522295,0.4141,noncoding,forward
NC_058368.1_135820738_135820895,0.22174,noncoding,forward
NC_058368.1_139073729_139073580,0.19567,noncoding,forward
NC_058368.1_139486900_139486810,0.20122,noncoding,forward
NC_058368.1_141985495_141985332,0.92143,coding,forward
NC_058368.1_144199406_144199290,0.05775,noncoding,forward
NC_058368.1_1476164_1476058,0.15318,noncoding,forward
NC_058368.1_172162181_172162292,0.06776,noncoding,forward
NC_058368.1_172841533_172841652,0.09247,noncoding,forward
NC_058368.1_174607086_174606873,0.62643,coding,forward
NC_058368.1_176376836_176376741,0.58207,coding,forward
NC_058368.1_178153059_178152976,0.05154,noncoding,forward
NC_058368.1_186062362_186062255,0.04811,noncoding,reverse
NC_058368.1_187313362_187313448,0.12062,noncoding,forward
NC_058368.1_187589220_187589352,0.19798,noncoding,reverse
NC_058368.1_189823176_189823285,0.22361,noncoding,forward
NC_058368.1_192327387_192327550,0.38837,noncoding,forward
NC_058368.1_195468379_195468549,0.66291,coding,forward
NC_058368.1_195674942_195675074,0.90818,coding,forward
NC_058368.1_197344342_197344427,0.29102,noncoding,forward
NC_058368.1_209242684_209242800,0.06785,noncoding,forward
NC_058368.1_210817187_210817016,0.30927,noncoding,forward
NC_058368.1_211304612_211304762,0.82444,coding,forward
NC_058368.1_211471101_211470951,0.83577,coding,forward
NC_058368.1_211831080_211831224,0.12826,noncoding,forward
