Name,Score,Label,Direction
NC_054857.1_1017696_1017917,0.0015,noncoding,forward
NC_054857.1_105292_105486,0.0184,noncoding,forward
NC_054857.1_1060342_1059931,0.9989,coding,forward
NC_054857.1_1086192_1086638,0.9984,coding,forward
NC_054857.1_1087754_1087290,0.7631,coding,forward
NC_054857.1_1116103_1116964,0.9992,coding,forward
NC_054857.1_1149480_1149364,0.006,noncoding,forward
NC_054857.1_1237158_1236834,0.7649,coding,reverse
NC_054857.1_1268505_1268332,0.7783,coding,forward
NC_054857.1_1291948_1291686,0.0069,noncoding,forward
NC_054857.1_1312260_1312679,0.9942,coding,forward
NC_054857.1_1376969_1377107,0.0045,noncoding,forward
NC_054857.1_1420388_1420203,0.002,noncoding,forward
NC_054857.1_1422657_1422239,0.0333,noncoding,forward
NC_054857.1_1444338_1444122,0.064,noncoding,forward
NC_054857.1_1469653_1469308,0.0101,noncoding,forward
NC_054857.1_1490894_1490749,0.0015,noncoding,forward
NC_054857.1_1493254_1493168,0.0011,noncoding,forward
NC_054857.1_1512368_1512215,0.0685,noncoding,reverse
NC_054857.1_153440_154113,0.9993,coding,forward
NC_054857.1_154473_154307,0.015,noncoding,forward
NC_054857.1_1574185_1575274,0.9997,coding,forward
NC_054857.1_1594099_1594417,0.8338,coding,forward
NC_054857.1_1595652_1596772,0.9984,coding,forward
NC_054857.1_1638028_1637937,0.0079,noncoding,reverse
NC_054857.1_1681992_1682753,0.998,coding,forward
NC_054857.1_1693422_1693015,0.7451,coding,forward
NC_054857.1_1704198_1704363,0.0021,noncoding,forward
NC_054857.1_1704421_1705327,0.9985,coding,forward
NC_054857.1_1710857_1710986,0.0047,noncoding,forward
NC_054857.1_1712185_1712065,0.0013,noncoding,reverse
NC_054857.1_175766_176192,0.9798,coding,forward
NC_054857.1_1824623_1824402,0.0011,noncoding,forward
NC_054857.1_1825725_1825823,0.0011,noncoding,forward
NC_054857.1_1857023_1857550,0.9966,coding,forward
NC_054857.1_1875479_1875564,0.0011,noncoding,forward
NC_054857.1_1879625_1879480,0.7308,coding,forward
NC_054857.1_1881589_1881878,0.0871,noncoding,forward
NC_054857.1_1881941_1882069,5e-4,noncoding,reverse
