Name,Score,Label,Direction
NC_054857.1_1017696_1017917,0.73117,coding,reverse
NC_054857.1_105292_105486,0.93644,coding,forward
NC_054857.1_1060342_1059931,0.98311,coding,reverse
NC_054857.1_1086192_1086638,0.99609,coding,forward
NC_054857.1_1087754_1087290,0.99649,coding,forward
NC_054857.1_1116103_1116964,0.99975,coding,forward
NC_054857.1_1149480_1149364,0.2284,noncoding,forward
NC_054857.1_1237158_1236834,0.49442,noncoding,reverse
NC_054857.1_1268505_1268332,0.91029,coding,forward
NC_054857.1_1291948_1291686,0.87594,coding,forward
NC_054857.1_1312260_1312679,0.96055,coding,forward
NC_054857.1_1376969_1377107,0.62184,coding,reverse
NC_054857.1_1420388_1420203,0.96806,coding,forward
NC_054857.1_1422657_1422239,0.73041,coding,forward
NC_054857.1_1444338_1444122,0.87819,coding,forward
NC_054857.1_1469653_1469308,0.63938,coding,forward
NC_054857.1_1490894_1490749,0.37426,noncoding,reverse
NC_054857.1_1493254_1493168,0.80252,coding,forward
NC_054857.1_1512368_1512215,0.88205,coding,reverse
NC_054857.1_153440_154113,0.96812,coding,forward
NC_054857.1_154473_154307,0.89059,coding,forward
NC_054857.1_1574185_1575274,0.99603,coding,forward
NC_054857.1_1594099_1594417,0.88814,coding,forward
NC_054857.1_1595652_1596772,0.99909,coding,forward
NC_054857.1_1638028_1637937,0.72762,coding,forward
NC_054857.1_1681992_1682753,0.99655,coding,forward
NC_054857.1_1693422_1693015,0.98935,coding,forward
NC_054857.1_1704198_1704363,0.96096,coding,forward
NC_054857.1_1704421_1705327,0.975,coding,forward
NC_054857.1_1710857_1710986,0.95993,coding,reverse
NC_054857.1_1712185_1712065,0.4844,noncoding,reverse
NC_054857.1_175766_176192,0.98434,coding,forward
NC_054857.1_1824623_1824402,0.85973,coding,forward
NC_054857.1_1825725_1825823,0.76737,coding,forward
NC_054857.1_1857023_1857550,0.99598,coding,forward
NC_054857.1_1875479_1875564,0.92765,coding,reverse
NC_054857.1_1879625_1879480,0.70325,coding,forward
NC_054857.1_1881589_1881878,0.75823,coding,forward
NC_054857.1_1881941_1882069,0.94981,coding,reverse
NC_054857.1_1887830_1887395,0.99264,coding,forward
NC_054857.1_1945425_1945506,0.83025,coding,reverse
NC_054857.1_2031966_2032049,0.83512,coding,forward
NC_054857.1_2062741_2062867,0.82203,coding,reverse
NC_054857.1_2088903_2089769,0.99815,coding,forward
NC_054857.1_214391_214616,0.97292,coding,forward
NC_054857.1_2155202_2154431,0.99641,coding,forward
NC_054857.1_2222971_2223174,0.95335,coding,forward
NC_054857.1_2244922_2245035,0.77482,coding,reverse
NC_054857.1_2269076_2268796,0.79707,coding,forward
NC_054857.1_2320940_2319965,0.98593,coding,forward
NC_054857.1_2375710_2375627,0.63922,coding,forward
