Name,Score,Start,End,Label,Direction
NC_058368.1_100143404_100143247,-0.936,none,none,Non-coding,forward
NC_058368.1_100944920_100945064,-1.61,none,none,Non-coding,forward
NC_058368.1_10339999_10339865,-0.83,none,none,Non-coding,forward
NC_058368.1_108744_108897,-0.992,none,none,Non-coding,forward
NC_058368.1_11354751_11354850,-0.212,none,none,Non-coding,forward
NC_058368.1_113885875_113885734,-1.172,none,none,Non-coding,reverse
NC_058368.1_114260154_114260058,-0.766,none,none,Non-coding,forward
NC_058368.1_114513551_114513398,-1.22,none,none,Non-coding,reverse
NC_058368.1_114540234_114540317,0,none,none,Non-coding,reverse
NC_058368.1_1149651_1149772,0.26,none,none,Non-coding,reverse
NC_058368.1_115036438_115036639,-1.459,none,none,Non-coding,reverse
NC_058368.1_116262586_116262412,0,none,none,Non-coding,reverse
NC_058368.1_116549380_116549488,0,none,none,Non-coding,forward
NC_058368.1_121418686_121418547,-1.26,none,none,Non-coding,reverse
NC_058368.1_122834981_122834852,-1.362,none,none,Non-coding,reverse
NC_058368.1_123601720_123601852,0.048,none,none,Non-coding,reverse
NC_058368.1_127209649_127209560,0,none,none,Non-coding,forward
NC_058368.1_132522425_132522295,-0.14,none,none,Non-coding,forward
NC_058368.1_135820738_135820895,-0.365,none,none,Non-coding,forward
NC_058368.1_139073729_139073580,-0.517,none,none,Non-coding,reverse
NC_058368.1_139486900_139486810,-0.762,none,none,Non-coding,forward
NC_058368.1_141985495_141985332,-0.981,none,none,Non-coding,forward
NC_058368.1_144199406_144199290,-0.574,none,none,Non-coding,reverse
NC_058368.1_1476164_1476058,-0.93,none,none,Non-coding,reverse
NC_058368.1_172162181_172162292,-0.698,none,none,Non-coding,reverse
NC_058368.1_172841533_172841652,0,none,none,Non-coding,reverse
NC_058368.1_174607086_174606873,-0.834,none,none,Non-coding,forward
NC_058368.1_176376836_176376741,-0.648,none,none,Non-coding,reverse
NC_058368.1_178153059_178152976,-1.265,none,none,Non-coding,forward
NC_058368.1_186062362_186062255,0,none,none,Non-coding,reverse
NC_058368.1_187313362_187313448,-0.701,none,none,Non-coding,forward
NC_058368.1_187589220_187589352,0.025,none,none,Coding,reverse
NC_058368.1_189823176_189823285,-0.537,none,none,Non-coding,forward
NC_058368.1_192327387_192327550,-0.975,none,none,Non-coding,forward
NC_058368.1_195468379_195468549,-0.969,none,none,Non-coding,forward
NC_058368.1_195674942_195675074,-0.322,none,none,Non-coding,reverse
NC_058368.1_197344342_197344427,-0.862,none,none,Non-coding,forward
NC_058368.1_209242684_209242800,0.569,none,none,Non-coding,reverse
NC_058368.1_210817187_210817016,0.486,none,none,Coding,reverse
NC_058368.1_211304612_211304762,-0.844,none,none,Non-coding,forward
NC_058368.1_211471101_211470951,0,none,none,Non-coding,forward
NC_058368.1_211831080_211831224,-0.78,none,none,Non-coding,reverse
NC_058368.1_212139249_212139419,-0.923,none,none,Non-coding,reverse
NC_058368.1_218669458_218670340,1.07,none,none,Coding,forward
NC_058368.1_21920699_21920840,-1.129,none,none,Non-coding,reverse
NC_058368.1_227532305_227532156,-0.931,none,none,Non-coding,reverse
NC_058368.1_228160298_228160522,-0.586,none,none,Non-coding,reverse
NC_058368.1_235549112_235548974,0,none,none,Non-coding,reverse
NC_058368.1_24429895_24429808,-0.145,none,none,Non-coding,reverse
NC_058368.1_24983098_24983259,0.295,none,none,Non-coding,forward
NC_058368.1_25016218_25016410,-0.765,none,none,Non-coding,reverse
NC_058368.1_28922554_28922664,-0.17,none,none,Non-coding,forward
NC_058368.1_36138269_36138141,-0.543,none,none,Non-coding,forward
NC_058368.1_46256226_46256082,-0.247,none,none,Non-coding,forward
NC_058368.1_51189148_51189025,-0.511,none,none,Non-coding,reverse
NC_058368.1_52701643_52701507,2.421,none,none,Coding,reverse
NC_058368.1_5720500_5720605,-0.548,none,none,Non-coding,forward
NC_058368.1_6469301_6469419,-0.61,none,none,Non-coding,reverse
NC_058368.1_67355289_67355371,0,none,none,Non-coding,reverse
NC_058368.1_70915411_70915048,-0.947,none,none,Non-coding,forward
NC_058368.1_72123430_72123293,-0.339,none,none,Non-coding,reverse
NC_058368.1_82070506_82070669,-0.22,none,none,Non-coding,forward
NC_058368.1_82335840_82335678,-0.903,none,none,Non-coding,forward
NC_058368.1_87415496_87415325,-0.154,none,none,Non-coding,forward
NC_058368.1_87866546_87866464,0,none,none,Non-coding,forward
NC_058368.1_9533893_9533787,-0.301,none,none,Non-coding,reverse
NC_058369.1_10170702_10170849,-0.405,none,none,Non-coding,forward
NC_058369.1_101763682_101763769,-1.406,none,none,Non-coding,forward
NC_058369.1_10331009_10330773,-1.557,none,none,Non-coding,forward
NC_058369.1_11366856_11366725,0,none,none,Non-coding,reverse
NC_058369.1_12296002_12295858,-0.485,none,none,Non-coding,reverse
NC_058369.1_12351443_12351298,-0.37,none,none,Non-coding,forward
NC_058369.1_125610264_125610164,-1.246,none,none,Non-coding,forward
NC_058369.1_12707516_12707350,-0.578,none,none,Non-coding,reverse
NC_058369.1_12937217_12937025,-0.264,none,none,Non-coding,forward
NC_058369.1_13417351_13417606,-0.101,none,none,Non-coding,forward
NC_058369.1_13565318_13565126,-1.056,none,none,Non-coding,forward
NC_058369.1_13576224_13576018,0,none,none,Non-coding,forward
NC_058369.1_139601925_139601797,-0.626,none,none,Non-coding,reverse
NC_058369.1_140810418_140810775,-0.276,none,none,Non-coding,forward
NC_058369.1_145194018_145193897,-0.648,none,none,Non-coding,reverse
NC_058369.1_146136242_146136029,-0.319,none,none,Non-coding,forward
NC_058369.1_146400821_146400912,-0.552,none,none,Non-coding,forward
NC_058369.1_148323541_148323358,0.6,none,none,Coding,reverse
NC_058369.1_150665936_150665764,0,none,none,Non-coding,reverse
NC_058369.1_151137441_151137321,-0.418,none,none,Non-coding,reverse
NC_058369.1_153033853_153033751,0,none,none,Non-coding,forward
NC_058369.1_153604150_153603933,0,none,none,Non-coding,forward
NC_058369.1_153610054_153609960,-0.284,none,none,Non-coding,forward
NC_058369.1_154597034_154597165,-0.839,none,none,Non-coding,forward
NC_058369.1_154668047_154667905,-0.937,none,none,Non-coding,reverse
NC_058369.1_154741843_154741725,-0.524,none,none,Non-coding,forward
NC_058369.1_15557252_15557380,0.627,none,none,Coding,reverse
NC_058369.1_155972863_155972667,-0.946,none,none,Non-coding,forward
NC_058369.1_156879842_156880021,-1.654,none,none,Non-coding,reverse
NC_058369.1_160370390_160370534,0.761,none,none,Coding,forward
NC_058369.1_162310556_162310710,0,none,none,Non-coding,forward
NC_058369.1_163324861_163324754,-0.551,none,none,Non-coding,forward
NC_058369.1_163474157_163473983,0,none,none,Non-coding,forward
NC_058369.1_163982066_163982222,-0.893,none,none,Non-coding,forward
NC_058369.1_164652416_164652512,-0.753,none,none,Non-coding,forward
NC_058369.1_166177501_166177600,-0.228,none,none,Non-coding,reverse
NC_058369.1_16867725_16867853,-0.577,none,none,Non-coding,reverse
NC_058369.1_168992038_168991903,0.458,none,none,Non-coding,reverse
NC_058369.1_17668550_17668669,-1.018,none,none,Non-coding,forward
NC_058369.1_17903560_17903447,-0.521,none,none,Non-coding,forward
NC_058369.1_18290538_18290412,-0.696,none,none,Non-coding,forward
NC_058369.1_18424421_18424229,-0.621,none,none,Non-coding,reverse
NC_058369.1_18757658_18757739,-0.549,none,none,Non-coding,forward
NC_058369.1_18772769_18772943,-0.334,none,none,Non-coding,forward
NC_058369.1_19071734_19071832,-0.477,none,none,Non-coding,reverse
NC_058369.1_20667425_20667530,0,none,none,Non-coding,reverse
NC_058369.1_21289481_21289328,-0.431,none,none,Non-coding,reverse
NC_058369.1_25584906_25584711,-0.606,none,none,Non-coding,forward
NC_058369.1_25635943_25635773,-0.279,none,none,Non-coding,reverse
NC_058369.1_26150677_26150815,0.143,none,none,Non-coding,forward
NC_058369.1_26186686_26186572,-0.494,none,none,Non-coding,reverse
NC_058369.1_34663773_34663657,-0.364,none,none,Non-coding,forward
NC_058369.1_38388531_38388348,0,none,none,Non-coding,forward
NC_058369.1_39892025_39891897,-0.594,none,none,Non-coding,reverse
NC_058369.1_41294467_41294232,-0.65,none,none,Non-coding,forward
NC_058369.1_447851_448035,0,none,none,Non-coding,reverse
NC_058369.1_464225_464350,0,none,none,Non-coding,reverse
NC_058369.1_46429481_46429623,-0.809,none,none,Non-coding,forward
NC_058369.1_4653246_4653153,-0.357,none,none,Non-coding,forward
NC_058369.1_4680852_4681040,-0.733,none,none,Non-coding,reverse
NC_058369.1_51356654_51356750,-0.462,none,none,Non-coding,forward
NC_058369.1_52160788_52160892,-1.057,none,none,Non-coding,reverse
NC_058369.1_5259142_5259310,-0.506,none,none,Non-coding,forward
NC_058369.1_53234602_53234463,0,none,none,Non-coding,reverse
NC_058369.1_545161_545045,0,none,none,Non-coding,forward
NC_058369.1_55439947_55439812,0,none,none,Non-coding,reverse
NC_058369.1_56025990_56026086,-0.574,none,none,Non-coding,forward
NC_058369.1_5784665_5784761,-0.326,none,none,Non-coding,reverse
NC_058369.1_5839175_5839323,-0.394,none,none,Non-coding,forward
NC_058369.1_59677801_59677665,0,none,none,Non-coding,forward
NC_058369.1_60744698_60744792,-0.216,none,none,Non-coding,reverse
NC_058369.1_61784881_61784676,-0.489,none,none,Non-coding,reverse
NC_058369.1_61837124_61836977,0,none,none,Non-coding,reverse
NC_058369.1_70155111_70155294,-0.58,none,none,Non-coding,forward
NC_058369.1_7523720_7523607,0,none,none,Non-coding,forward
NC_058369.1_76537410_76537755,-1.496,none,none,Non-coding,forward
NC_058369.1_77229668_77229751,0.596,none,none,Non-coding,reverse
NC_058369.1_7771156_7771026,-0.479,none,none,Non-coding,forward
NC_058369.1_78041873_78041726,-0.484,none,none,Non-coding,reverse
NC_058369.1_7950460_7950120,0,none,none,Non-coding,reverse
NC_058369.1_8004683_8004768,-1.06,none,none,Non-coding,forward
NC_058369.1_82002697_82002602,-0.505,none,none,Non-coding,forward
NC_058369.1_82013949_82013820,-0.991,none,none,Non-coding,reverse
NC_058369.1_8392672_8392795,0,none,none,Non-coding,reverse
NC_058369.1_86818329_86818212,0.111,none,none,Coding,reverse
NC_058369.1_95565003_95565107,-0.578,none,none,Non-coding,reverse
NC_058369.1_96740917_96741058,0.721,none,none,Coding,reverse
NC_058369.1_96820261_96820383,-0.218,none,none,Non-coding,reverse
NC_058369.1_9890785_9890478,-1.013,none,none,Non-coding,forward
NC_058369.1_9932295_9932457,-0.641,none,none,Non-coding,forward
NC_058370.1_101336856_101337025,-1.48,none,none,Non-coding,reverse
NC_058370.1_102895241_102895351,-0.6,none,none,Non-coding,reverse
NC_058370.1_110165162_110165291,0.16,none,none,Coding,reverse
NC_058370.1_114045126_114044992,1.214,none,none,Coding,forward
NC_058370.1_114319717_114319630,1.09,none,none,Non-coding,forward
NC_058370.1_117837445_117837335,-1.578,none,none,Non-coding,reverse
NC_058370.1_118605430_118605190,-0.62,none,none,Non-coding,forward
NC_058370.1_118752914_118752797,-0.619,none,none,Non-coding,reverse
NC_058370.1_118781350_118781186,0,none,none,Non-coding,forward
NC_058370.1_119454178_119453997,-0.306,none,none,Non-coding,reverse
NC_058370.1_119655518_119655391,-0.524,none,none,Non-coding,forward
NC_058370.1_121606946_121606762,-0.594,none,none,Non-coding,forward
NC_058370.1_12474773_12474978,-0.735,none,none,Non-coding,reverse
NC_058370.1_12517716_12517626,-1.873,none,none,Non-coding,reverse
NC_058370.1_12533599_12533396,-0.716,none,none,Non-coding,forward
NC_058370.1_126794413_126794550,0.325,none,none,Coding,forward
NC_058370.1_128543970_128543823,-0.006,none,none,Non-coding,reverse
NC_058370.1_13235100_13235002,-0.653,none,none,Non-coding,reverse
NC_058370.1_133206619_133206462,-0.317,none,none,Non-coding,reverse
NC_058370.1_133559841_133559688,-1.035,none,none,Non-coding,forward
NC_058370.1_139372969_139373091,0,none,none,Non-coding,forward
NC_058370.1_1849827_1849691,0,none,none,Non-coding,reverse
NC_058370.1_19085832_19085709,0,none,none,Non-coding,reverse
NC_058370.1_19453847_19453946,0,none,none,Non-coding,reverse
NC_058370.1_21471564_21471762,-0.257,none,none,Non-coding,forward
NC_058370.1_21760473_21760352,0,none,none,Non-coding,forward
NC_058370.1_22419310_22419433,-1.101,none,none,Non-coding,reverse
NC_058370.1_23588489_23588647,0,none,none,Non-coding,forward
NC_058370.1_23790976_23791851,0.322,none,none,Coding,forward
NC_058370.1_24672199_24672074,-0.89,none,none,Non-coding,reverse
NC_058370.1_26418463_26418299,0,none,none,Non-coding,forward
NC_058370.1_26938090_26937925,-0.884,none,none,Non-coding,reverse
NC_058370.1_28363054_28363204,0,none,none,Non-coding,reverse
NC_058370.1_29890928_29890761,0,none,none,Non-coding,forward
NC_058370.1_29984314_29984167,-0.646,none,none,Non-coding,forward
NC_058370.1_30317752_30317482,-1.073,none,none,Non-coding,reverse
NC_058370.1_35333473_35333624,-0.5,none,none,Non-coding,reverse
NC_058370.1_42879011_42878903,0,none,none,Non-coding,reverse
NC_058370.1_42994873_42995020,-1.294,none,none,Non-coding,reverse
NC_058370.1_43605265_43605424,-0.75,none,none,Non-coding,forward
NC_058370.1_43626728_43626815,0.188,none,none,Coding,forward
NC_058370.1_48210852_48210768,0.48,none,none,Non-coding,forward
NC_058370.1_5085464_5085606,0,none,none,Non-coding,reverse
NC_058370.1_60352099_60352323,-0.497,none,none,Non-coding,forward
NC_058370.1_62450613_62450712,-1.275,none,none,Non-coding,reverse
NC_058370.1_64149768_64149941,-1.277,none,none,Non-coding,forward
NC_058370.1_6468989_6468908,0,none,none,Non-coding,reverse
NC_058370.1_66012502_66012664,-0.838,none,none,Non-coding,forward
NC_058370.1_73268078_73268275,-0.068,none,none,Non-coding,reverse
NC_058370.1_73888110_73887969,-1.29,none,none,Non-coding,forward
NC_058370.1_80344236_80344122,0.033,none,none,Non-coding,forward
NC_058370.1_86531040_86530758,0,none,none,Non-coding,forward
NC_058370.1_88940940_88940805,-0.894,none,none,Non-coding,forward
NC_058370.1_89334434_89334625,-1.048,none,none,Non-coding,forward
NC_058370.1_89967209_89967330,-1.057,none,none,Non-coding,reverse
NC_058370.1_89968395_89968599,0,none,none,Non-coding,reverse
NC_058370.1_90408651_90408558,-0.601,none,none,Non-coding,reverse
NC_058370.1_90791071_90791223,-1.223,none,none,Non-coding,forward
NC_058370.1_99326700_99326838,-0.76,none,none,Non-coding,forward
NC_058370.1_99433651_99433773,-0.092,none,none,Non-coding,reverse
NC_058371.1_102216980_102217245,-1.195,none,none,Non-coding,reverse
NC_058371.1_112583843_112583688,-0.892,none,none,Non-coding,forward
NC_058371.1_122460454_122460370,-0.177,none,none,Non-coding,reverse
NC_058371.1_125731483_125731627,-1.051,none,none,Non-coding,reverse
NC_058371.1_132589124_132588845,-1.314,none,none,Non-coding,forward
NC_058371.1_135629679_135629907,-1.166,none,none,Non-coding,reverse
NC_058371.1_13696950_13697078,0,none,none,Non-coding,forward
NC_058371.1_137128970_137129095,-1.158,none,none,Non-coding,forward
NC_058371.1_141157484_141157390,0,none,none,Non-coding,reverse
NC_058371.1_141223985_141223868,-0.483,none,none,Non-coding,forward
NC_058371.1_141229028_141228920,-1.038,none,none,Non-coding,reverse
NC_058371.1_146726603_146726687,-0.936,none,none,Non-coding,forward
NC_058371.1_15689526_15689430,0,none,none,Non-coding,forward
NC_058371.1_159647677_159647501,0.544,none,none,Coding,forward
NC_058371.1_159897821_159897630,-0.667,none,none,Non-coding,reverse
NC_058371.1_163937295_163937392,-0.319,none,none,Non-coding,forward
NC_058371.1_167677431_167677547,0.294,none,none,Non-coding,reverse
NC_058371.1_172641947_172642217,-0.116,none,none,Non-coding,forward
NC_058371.1_193668972_193668794,0,none,none,Non-coding,forward
NC_058371.1_198862232_198862116,-0.48,none,none,Non-coding,forward
NC_058371.1_200175088_200174836,-0.666,none,none,Non-coding,forward
NC_058371.1_202039294_202039394,0,none,none,Non-coding,forward
NC_058371.1_202215790_202215976,0,none,none,Non-coding,forward
NC_058371.1_203118648_203118508,0,none,none,Non-coding,reverse
NC_058371.1_203186611_203186473,-0.465,none,none,Non-coding,forward
NC_058371.1_204372728_204372567,0,none,none,Non-coding,forward
NC_058371.1_204967995_204968144,-0.254,none,none,Non-coding,forward
NC_058371.1_205045918_205046029,0,none,none,Non-coding,forward
NC_058371.1_26283248_26282980,-1.27,none,none,Non-coding,reverse
NC_058371.1_33795926_33795845,-1.181,none,none,Non-coding,reverse
NC_058371.1_34367001_34367213,-0.561,none,none,Non-coding,reverse
NC_058371.1_34668670_34668441,-0.718,none,none,Non-coding,forward
NC_058371.1_35713563_35713422,-0.748,none,none,Non-coding,forward
NC_058371.1_35829383_35829258,-0.447,none,none,Non-coding,reverse
NC_058371.1_39283663_39283373,-1.026,none,none,Non-coding,reverse
NC_058371.1_42852374_42852489,3.742,none,none,Non-coding,forward
NC_058371.1_44469047_44469218,-0.659,none,none,Non-coding,forward
NC_058371.1_44512337_44512242,-0.488,none,none,Non-coding,forward
NC_058371.1_49059489_49059621,-1.054,none,none,Non-coding,reverse
NC_058371.1_51638112_51637874,-0.252,none,none,Non-coding,reverse
NC_058371.1_52230961_52231143,-0.923,none,none,Non-coding,forward
NC_058371.1_52777907_52778006,0,none,none,Non-coding,forward
NC_058371.1_58863239_58863323,-0.471,none,none,Non-coding,reverse
NC_058371.1_59209804_59209915,-0.685,none,none,Non-coding,forward
NC_058371.1_59992316_59992459,-1.159,none,none,Non-coding,forward
NC_058371.1_66457927_66458046,-0.009,none,none,Non-coding,forward
NC_058371.1_72987563_72988285,0.209,none,none,Coding,forward
NC_058371.1_76954589_76954730,-0.601,none,none,Non-coding,reverse
NC_058371.1_7836130_7836002,-0.684,none,none,Non-coding,forward
NC_058371.1_84931239_84931134,-0.515,none,none,Non-coding,reverse
NC_058371.1_85240772_85240983,-0.49,none,none,Non-coding,forward
NC_058371.1_86332046_86331964,0,none,none,Non-coding,forward
NC_058371.1_86490826_86490944,-0.612,none,none,Non-coding,reverse
NC_058371.1_87657076_87657226,-0.383,none,none,Non-coding,forward
NC_058372.1_100728634_100728500,-0.977,none,none,Non-coding,forward
NC_058372.1_106809669_106809586,-0.965,none,none,Non-coding,forward
NC_058372.1_106888716_106888596,-0.047,none,none,Non-coding,forward
NC_058372.1_113466424_113466550,0,none,none,Non-coding,reverse
NC_058372.1_11561122_11561251,1.12,none,none,Non-coding,reverse
NC_058372.1_118395328_118395196,-1.054,none,none,Non-coding,forward
NC_058372.1_118403363_118403192,-0.243,none,none,Non-coding,forward
NC_058372.1_120647667_120647544,-0.678,none,none,Non-coding,forward
NC_058372.1_121872305_121872172,-1.043,none,none,Non-coding,forward
NC_058372.1_124851719_124851848,-0.297,none,none,Non-coding,forward
NC_058372.1_127791414_127791560,-0.769,none,none,Non-coding,forward
NC_058372.1_129204197_129204365,0.101,none,none,Coding,forward
NC_058372.1_134544290_134544132,-1.124,none,none,Non-coding,reverse
NC_058372.1_136090406_136090535,-1.54,none,none,Non-coding,reverse
NC_058372.1_136832351_136832174,-1.675,none,none,Non-coding,reverse
NC_058372.1_136930159_136929950,-0.22,none,none,Non-coding,forward
NC_058372.1_136982225_136982046,-0.631,none,none,Non-coding,forward
NC_058372.1_144100880_144101020,0,none,none,Non-coding,reverse
NC_058372.1_149577562_149577332,0,none,none,Non-coding,forward
NC_058372.1_15032631_15032769,-0.863,none,none,Non-coding,reverse
NC_058372.1_151220747_151220588,0.605,none,none,Non-coding,forward
NC_058372.1_17015897_17016013,-0.475,none,none,Non-coding,forward
NC_058372.1_17717027_17716925,-0.662,none,none,Non-coding,reverse
NC_058372.1_20981424_20981259,0.15,none,none,Coding,forward
NC_058372.1_21019696_21019541,-0.466,none,none,Non-coding,reverse
NC_058372.1_23566109_23566205,-0.48,none,none,Non-coding,forward
NC_058372.1_29317080_29316873,0,none,none,Non-coding,reverse
NC_058372.1_3008534_3008661,0,none,none,Non-coding,reverse
NC_058372.1_30114521_30114629,-0.372,none,none,Non-coding,reverse
NC_058372.1_30359536_30359422,-0.592,none,none,Non-coding,reverse
NC_058372.1_30471443_30471534,0,none,none,Non-coding,forward
NC_058372.1_30548670_30548553,-0.27,none,none,Non-coding,reverse
NC_058372.1_30602636_30602516,-0.548,none,none,Non-coding,forward
NC_058372.1_30762054_30762161,0,none,none,Non-coding,reverse
NC_058372.1_30817724_30817400,-0.562,none,none,Non-coding,reverse
NC_058372.1_30889213_30888674,0.058,none,none,Coding,forward
NC_058372.1_32080855_32080770,0,none,none,Non-coding,forward
NC_058372.1_33982004_33982108,-1.112,none,none,Non-coding,reverse
NC_058372.1_35190229_35190325,0,none,none,Non-coding,forward
NC_058372.1_35210487_35211546,1.062,none,none,Coding,forward
NC_058372.1_3560608_3560260,-0.647,none,none,Non-coding,forward
NC_058372.1_3678041_3677660,-0.679,none,none,Non-coding,forward
NC_058372.1_37216884_37217046,-0.229,none,none,Non-coding,reverse
NC_058372.1_39909320_39908405,0.244,none,none,Coding,forward
NC_058372.1_39925128_39925256,-0.241,none,none,Non-coding,reverse
NC_058372.1_4027047_4026841,0.009,none,none,Coding,forward
NC_058372.1_40944271_40944393,-1.671,none,none,Non-coding,reverse
NC_058372.1_42015803_42015894,-0.736,none,none,Non-coding,reverse
NC_058372.1_53650398_53650278,-0.478,none,none,Non-coding,reverse
NC_058372.1_5540415_5540718,-0.645,none,none,Non-coding,forward
NC_058372.1_63884242_63884093,-0.289,none,none,Non-coding,forward
NC_058372.1_66161214_66161356,-0.148,none,none,Non-coding,reverse
NC_058372.1_66310274_66310120,-0.152,none,none,Non-coding,forward
NC_058372.1_74484371_74484561,-0.851,none,none,Non-coding,forward
NC_058372.1_75468434_75468270,-0.956,none,none,Non-coding,reverse
NC_058372.1_90348153_90348066,0.913,none,none,Non-coding,reverse
NC_058372.1_94670467_94670333,-0.525,none,none,Non-coding,forward
NC_058372.1_98419687_98419466,0.32,none,none,Non-coding,reverse
NC_058372.1_99740643_99740980,-0.336,none,none,Non-coding,forward
NC_058373.1_102571516_102571424,-0.506,none,none,Non-coding,forward
NC_058373.1_103675279_103675567,-1.189,none,none,Non-coding,forward
NC_058373.1_105035200_105035308,-0.333,none,none,Non-coding,forward
NC_058373.1_105398004_105398160,-0.777,none,none,Non-coding,reverse
NC_058373.1_110342621_110342431,-0.658,none,none,Non-coding,forward
NC_058373.1_110818992_110819082,-0.504,none,none,Non-coding,reverse
NC_058373.1_116009589_116009772,0,none,none,Non-coding,reverse
NC_058373.1_118149716_118149800,0,none,none,Non-coding,reverse
NC_058373.1_118164849_118164948,0.479,none,none,Non-coding,forward
NC_058373.1_119566936_119566814,-1.271,none,none,Non-coding,reverse
NC_058373.1_119946124_119945962,-1.3,none,none,Non-coding,reverse
NC_058373.1_122037682_122037855,-0.479,none,none,Non-coding,forward
NC_058373.1_131439182_131439092,0.263,none,none,Non-coding,reverse
NC_058373.1_134698481_134698362,-0.594,none,none,Non-coding,forward
NC_058373.1_138846780_138846891,-0.284,none,none,Non-coding,forward
NC_058373.1_144052712_144053006,0,none,none,Non-coding,reverse
NC_058373.1_146238736_146239186,0,none,none,Non-coding,reverse
NC_058373.1_146599934_146600102,0,none,none,Non-coding,forward
NC_058373.1_18607767_18607609,-0.665,none,none,Non-coding,reverse
NC_058373.1_27545320_27545187,-0.387,none,none,Non-coding,forward
NC_058373.1_29263858_29263620,-0.906,none,none,Non-coding,forward
NC_058373.1_2997388_2997236,-0.654,none,none,Non-coding,forward
NC_058373.1_31353932_31353526,-1.14,none,none,Non-coding,forward
NC_058373.1_31361384_31361284,-0.53,none,none,Non-coding,forward
NC_058373.1_31774232_31774364,-0.55,none,none,Non-coding,reverse
NC_058373.1_3187705_3187620,-1.391,none,none,Non-coding,reverse
NC_058373.1_32269105_32268970,-0.713,none,none,Non-coding,forward
NC_058373.1_33567353_33567564,-0.106,none,none,Non-coding,reverse
NC_058373.1_36087583_36087440,-0.769,none,none,Non-coding,reverse
NC_058373.1_36773501_36773323,-0.734,none,none,Non-coding,forward
NC_058373.1_37018261_37018373,-1.21,none,none,Non-coding,forward
NC_058373.1_37088241_37088384,-0.386,none,none,Non-coding,forward
NC_058373.1_37089767_37089878,0,none,none,Non-coding,forward
NC_058373.1_37197972_37198113,0,none,none,Non-coding,reverse
NC_058373.1_39494052_39494228,-0.899,none,none,Non-coding,reverse
NC_058373.1_40301668_40301758,-0.597,none,none,Non-coding,forward
NC_058373.1_4258438_4258722,-0.266,none,none,Non-coding,forward
NC_058373.1_45998632_45998782,-0.271,none,none,Non-coding,forward
NC_058373.1_50567699_50567186,0,none,none,Non-coding,reverse
NC_058373.1_52254804_52254950,-0.753,none,none,Non-coding,reverse
NC_058373.1_52503278_52503161,-0.159,none,none,Non-coding,reverse
NC_058373.1_52639538_52639717,-0.279,none,none,Non-coding,forward
NC_058373.1_53134052_53133942,-0.902,none,none,Non-coding,reverse
NC_058373.1_53552510_53552286,-0.23,none,none,Non-coding,forward
NC_058373.1_54646364_54646478,-0.144,none,none,Non-coding,forward
NC_058373.1_54660746_54660844,-0.652,none,none,Non-coding,reverse
NC_058373.1_55535779_55535623,-1.089,none,none,Non-coding,forward
NC_058373.1_61339478_61339366,-0.213,none,none,Non-coding,forward
NC_058373.1_61597376_61597274,-0.753,none,none,Non-coding,reverse
NC_058373.1_61845388_61845516,-0.961,none,none,Non-coding,forward
NC_058373.1_62204049_62203927,-1.002,none,none,Non-coding,reverse
NC_058373.1_62292761_62292669,0.058,none,none,Coding,forward
NC_058373.1_62422689_62422940,-0.283,none,none,Non-coding,forward
NC_058373.1_67703309_67703451,-0.327,none,none,Non-coding,forward
NC_058373.1_69471007_69470913,-0.391,none,none,Non-coding,reverse
NC_058373.1_71258727_71258887,-0.526,none,none,Non-coding,reverse
NC_058373.1_71804439_71804671,0,none,none,Non-coding,forward
NC_058373.1_73366773_73366938,-1.203,none,none,Non-coding,reverse
NC_058373.1_73422927_73423262,-0.589,none,none,Non-coding,forward
NC_058373.1_73500741_73500644,-1.117,none,none,Non-coding,reverse
NC_058373.1_73627747_73627435,0,none,none,Non-coding,reverse
NC_058373.1_73996398_73996194,-0.416,none,none,Non-coding,forward
NC_058373.1_74005716_74005337,0,none,none,Non-coding,reverse
