Name,Score,Start,End,
NC_058368.1_100143404_100143247_Felis_catus,285,23,307
NC_058368.1_100944920_100945064_Felis_catus,252,1,252
NC_058368.1_10339999_10339865_Felis_catus,273,2,274
NC_058368.1_108744_108897_Felis_catus,255,34,288
NC_058368.1_11354751_11354850_Felis_catus,171,48,218
NC_058368.1_113885875_113885734_Felis_catus,213,48,260
NC_058368.1_114260154_114260058_Felis_catus,204,43,246
NC_058368.1_114513551_114513398_Felis_catus,303,1,303
NC_058368.1_114540234_114540317_Felis_catus,231,2,232
NC_058368.1_1149651_1149772_Felis_catus,180,69,248
NC_058368.1_115036438_115036639_Felis_catus,318,34,351
NC_058368.1_116262586_116262412_Felis_catus,324,1,324
NC_058368.1_116549380_116549488_Felis_catus,259,2,259
NC_058368.1_121418686_121418547_Felis_catus,288,1,288
NC_058368.1_122834981_122834852_Felis_catus,280,2,280
NC_058368.1_123601720_123601852_Felis_catus,195,22,216
NC_058368.1_127209649_127209560_Felis_catus,240,1,240
NC_058368.1_132522425_132522295_Felis_catus,165,67,231
NC_058368.1_135820738_135820895_Felis_catus,216,77,292
NC_058368.1_139073729_139073580_Felis_catus,198,3,200
NC_058368.1_139486900_139486810_Felis_catus,177,21,197
NC_058368.1_141985495_141985332_Felis_catus,249,2,250
NC_058368.1_144199406_144199290_Felis_catus,186,65,250
NC_058368.1_1476164_1476058_Felis_catus,129,76,204
NC_058368.1_172162181_172162292_Felis_catus,262,2,262
NC_058368.1_172841533_172841652_Felis_catus,267,2,268
NC_058368.1_174607086_174606873_Felis_catus,252,34,285
NC_058368.1_176376836_176376741_Felis_catus,213,2,214
NC_058368.1_178153059_178152976_Felis_catus,216,18,233
NC_058368.1_186062362_186062255_Felis_catus,204,54,257
NC_058368.1_187313362_187313448_Felis_catus,234,3,236
NC_058368.1_187589220_187589352_Felis_catus,195,2,196
NC_058368.1_189823176_189823285_Felis_catus,144,50,193
NC_058368.1_192327387_192327550_Felis_catus,189,56,244
NC_058368.1_195468379_195468549_Felis_catus,246,2,247
NC_058368.1_195674942_195675074_Felis_catus,210,23,232
NC_058368.1_197344342_197344427_Felis_catus,180,44,223
NC_058368.1_209242684_209242800_Felis_catus,207,59,265
NC_058368.1_210817187_210817016_Felis_catus,216,74,289
NC_058368.1_211304612_211304762_Felis_catus,252,2,253
NC_058368.1_211471101_211470951_Felis_catus,300,1,300
NC_058368.1_211831080_211831224_Felis_catus,192,3,194
NC_058368.1_212139249_212139419_Felis_catus,228,49,276
NC_058368.1_218669458_218670340_Felis_catus,885,71,955
NC_058368.1_21920699_21920840_Felis_catus,213,2,214
NC_058368.1_227532305_227532156_Felis_catus,225,2,226
NC_058368.1_228160298_228160522_Felis_catus,309,4,312
NC_058368.1_235549112_235548974_Felis_catus,289,2,289
NC_058368.1_24429895_24429808_Felis_catus,238,2,238
NC_058368.1_24983098_24983259_Felis_catus,240,1,240
NC_058368.1_25016218_25016410_Felis_catus,342,1,342
NC_058368.1_28922554_28922664_Felis_catus,258,3,260
NC_058368.1_36138269_36138141_Felis_catus,153,52,204
NC_058368.1_46256226_46256082_Felis_catus,276,3,278
NC_058368.1_51189148_51189025_Felis_catus,270,3,272
NC_058368.1_52701643_52701507_Felis_catus,273,13,285
NC_058368.1_5720500_5720605_Felis_catus,256,2,256
NC_058368.1_6469301_6469419_Felis_catus,237,27,263
NC_058368.1_67355289_67355371_Felis_catus,99,36,134
NC_058368.1_70915411_70915048_Felis_catus,378,58,435
NC_058368.1_72123430_72123293_Felis_catus,180,96,275
NC_058368.1_82070506_82070669_Felis_catus,216,54,269
NC_058368.1_82335840_82335678_Felis_catus,273,2,274
NC_058368.1_87415496_87415325_Felis_catus,240,31,270
NC_058368.1_87866546_87866464_Felis_catus,233,3,233
NC_058368.1_9533893_9533787_Felis_catus,257,3,257
NC_058369.1_10170702_10170849_Felis_catus,297,1,297
NC_058369.1_101763682_101763769_Felis_catus,195,2,196
NC_058369.1_10331009_10330773_Felis_catus,330,57,386
NC_058369.1_11366856_11366725_Felis_catus,279,3,281
NC_058369.1_12296002_12295858_Felis_catus,270,25,294
NC_058369.1_12351443_12351298_Felis_catus,294,2,295
NC_058369.1_125610264_125610164_Felis_catus,192,2,193
NC_058369.1_12707516_12707350_Felis_catus,317,3,317
NC_058369.1_12937217_12937025_Felis_catus,343,2,343
NC_058369.1_13417351_13417606_Felis_catus,402,3,404
NC_058369.1_13565318_13565126_Felis_catus,315,3,317
NC_058369.1_13576224_13576018_Felis_catus,336,20,355
NC_058369.1_139601925_139601797_Felis_catus,198,27,224
NC_058369.1_140810418_140810775_Felis_catus,399,68,466
NC_058369.1_145194018_145193897_Felis_catus,270,2,271
NC_058369.1_146136242_146136029_Felis_catus,364,2,364
NC_058369.1_146400821_146400912_Felis_catus,240,2,241
NC_058369.1_148323541_148323358_Felis_catus,279,37,315
NC_058369.1_150665936_150665764_Felis_catus,321,2,322
NC_058369.1_151137441_151137321_Felis_catus,267,1,267
NC_058369.1_153033853_153033751_Felis_catus,252,1,252
NC_058369.1_153604150_153603933_Felis_catus,366,2,367
NC_058369.1_153610054_153609960_Felis_catus,216,2,217
NC_058369.1_154597034_154597165_Felis_catus,234,1,234
NC_058369.1_154668047_154667905_Felis_catus,174,90,263
NC_058369.1_154741843_154741725_Felis_catus,228,3,230
NC_058369.1_15557252_15557380_Felis_catus,195,31,225
NC_058369.1_155972863_155972667_Felis_catus,267,2,268
NC_058369.1_156879842_156880021_Felis_catus,243,2,244
NC_058369.1_160370390_160370534_Felis_catus,210,35,244
NC_058369.1_162310556_162310710_Felis_catus,305,3,305
NC_058369.1_163324861_163324754_Felis_catus,255,3,257
NC_058369.1_163474157_163473983_Felis_catus,325,2,325
NC_058369.1_163982066_163982222_Felis_catus,153,77,229
NC_058369.1_164652416_164652512_Felis_catus,225,1,225
NC_058369.1_166177501_166177600_Felis_catus,201,49,249
NC_058369.1_16867725_16867853_Felis_catus,204,2,205
NC_058369.1_168992038_168991903_Felis_catus,237,16,252
NC_058369.1_17668550_17668669_Felis_catus,267,3,269
NC_058369.1_17903560_17903447_Felis_catus,261,2,262
NC_058369.1_18290538_18290412_Felis_catus,216,61,276
NC_058369.1_18424421_18424229_Felis_catus,252,71,322
NC_058369.1_18757658_18757739_Felis_catus,228,3,230
NC_058369.1_18772769_18772943_Felis_catus,324,1,324
NC_058369.1_19071734_19071832_Felis_catus,144,3,146
NC_058369.1_20667425_20667530_Felis_catus,256,2,256
NC_058369.1_21289481_21289328_Felis_catus,231,2,232
NC_058369.1_25584906_25584711_Felis_catus,270,55,324
NC_058369.1_25635943_25635773_Felis_catus,216,82,297
NC_058369.1_26150677_26150815_Felis_catus,219,1,219
NC_058369.1_26186686_26186572_Felis_catus,183,44,226
NC_058369.1_34663773_34663657_Felis_catus,186,3,188
NC_058369.1_38388531_38388348_Felis_catus,330,3,332
NC_058369.1_39892025_39891897_Felis_catus,261,5,265
NC_058369.1_41294467_41294232_Felis_catus,309,76,384
NC_058369.1_447851_448035_Felis_catus,333,1,333
NC_058369.1_464225_464350_Felis_catus,273,3,275
NC_058369.1_46429481_46429623_Felis_catus,252,30,281
NC_058369.1_4653246_4653153_Felis_catus,243,1,243
NC_058369.1_4680852_4681040_Felis_catus,339,1,339
NC_058369.1_51356654_51356750_Felis_catus,207,3,209
NC_058369.1_52160788_52160892_Felis_catus,228,14,241
NC_058369.1_5259142_5259310_Felis_catus,306,12,317
NC_058369.1_53234602_53234463_Felis_catus,288,1,288
NC_058369.1_545161_545045_Felis_catus,264,3,266
NC_058369.1_55439947_55439812_Felis_catus,282,3,284
NC_058369.1_56025990_56026086_Felis_catus,247,2,247
NC_058369.1_5784665_5784761_Felis_catus,247,2,247
NC_058369.1_5839175_5839323_Felis_catus,153,146,298
NC_058369.1_59677801_59677665_Felis_catus,285,1,285
NC_058369.1_60744698_60744792_Felis_catus,225,2,226
NC_058369.1_61784881_61784676_Felis_catus,356,3,356
NC_058369.1_61837124_61836977_Felis_catus,298,2,298
NC_058369.1_70155111_70155294_Felis_catus,303,26,328
NC_058369.1_7523720_7523607_Felis_catus,261,3,263
NC_058369.1_76537410_76537755_Felis_catus,381,38,418
NC_058369.1_77229668_77229751_Felis_catus,132,1,132
NC_058369.1_7771156_7771026_Felis_catus,281,3,281
NC_058369.1_78041873_78041726_Felis_catus,234,1,234
NC_058369.1_7950460_7950120_Felis_catus,491,3,491
NC_058369.1_8004683_8004768_Felis_catus,234,2,235
NC_058369.1_82002697_82002602_Felis_catus,159,41,199
NC_058369.1_82013949_82013820_Felis_catus,219,1,219
NC_058369.1_8392672_8392795_Felis_catus,225,48,272
NC_058369.1_86818329_86818212_Felis_catus,192,2,193
NC_058369.1_95565003_95565107_Felis_catus,210,8,217
NC_058369.1_96740917_96741058_Felis_catus,228,3,230
NC_058369.1_96820261_96820383_Felis_catus,165,34,198
NC_058369.1_9890785_9890478_Felis_catus,456,1,456
NC_058369.1_9932295_9932457_Felis_catus,313,2,313
NC_058370.1_101336856_101337025_Felis_catus,320,3,320
NC_058370.1_102895241_102895351_Felis_catus,228,3,230
NC_058370.1_110165162_110165291_Felis_catus,210,54,263
NC_058370.1_114045126_114044992_Felis_catus,216,53,268
NC_058370.1_114319717_114319630_Felis_catus,165,13,177
NC_058370.1_117837445_117837335_Felis_catus,198,2,199
NC_058370.1_118605430_118605190_Felis_catus,390,1,390
NC_058370.1_118752914_118752797_Felis_catus,231,36,266
NC_058370.1_118781350_118781186_Felis_catus,189,90,278
NC_058370.1_119454178_119453997_Felis_catus,285,32,316
NC_058370.1_119655518_119655391_Felis_catus,276,1,276
NC_058370.1_121606946_121606762_Felis_catus,228,3,230
NC_058370.1_12474773_12474978_Felis_catus,237,77,313
NC_058370.1_12517716_12517626_Felis_catus,135,51,185
NC_058370.1_12533599_12533396_Felis_catus,345,3,347
