Name,Score,Start,End,Fickett,pI,ORF_integrity,Label
NC_058368.1_100143404_100143247_Felis_catus,0.0863928,44,307,0.34507,7.70281982422,-1,noncoding
NC_058368.1_100944920_100945064_Felis_catus,0.0999274,5,220,0.401,11.4371948242,1,noncoding
NC_058368.1_10339999_10339865_Felis_catus,0.0127993,39,137,0.43155,7.93402099609,1,noncoding
NC_058368.1_108744_108897_Felis_catus,0.142153,109,291,0.46024,9.73297119141,1,noncoding
NC_058368.1_11354751_11354850_Felis_catus,0.0303048,60,221,0.31416,11.0404663086,1,noncoding
NC_058368.1_113885875_113885734_Felis_catus,0.00475169,192,263,0.31499,7.73858642578,1,noncoding
NC_058368.1_114260154_114260058_Felis_catus,0.0296857,52,246,0.44305,5.21893310547,-1,noncoding
NC_058368.1_114513551_114513398_Felis_catus,0.0755847,234,302,0.39006,9.53826904297,-1,noncoding
NC_058368.1_114540234_114540317_Felis_catus,0.0367601,3,155,0.40601,9.30352783203,1,noncoding
NC_058368.1_1149651_1149772_Felis_catus,0.0184371,168,251,0.42572,10.171081543,1,noncoding
NC_058368.1_115036438_115036639_Felis_catus,0.0224789,208,351,0.45194,6.52386474609,-1,noncoding
NC_058368.1_116262586_116262412_Felis_catus,0.182381,7,324,0.37399,11.8024291992,-1,noncoding
NC_058368.1_116549380_116549488_Felis_catus,0.0763933,77,259,0.31696,6.80755615234,-1,noncoding
NC_058368.1_121418686_121418547_Felis_catus,0.00850479,138,245,0.34494,7.97784423828,1,noncoding
NC_058368.1_122834981_122834852_Felis_catus,0.032113,76,279,0.47149,6.72198486328,-1,noncoding
NC_058368.1_123601720_123601852_Felis_catus,0.0173797,106,219,0.42261,5.96868896484,1,noncoding
NC_058368.1_127209649_127209560_Felis_catus,0.157277,76,240,0.36278,10.6204223633,-1,noncoding
NC_058368.1_132522425_132522295_Felis_catus,0.0149369,103,234,0.36152,6.03558349609,1,noncoding
NC_058368.1_135820738_135820895_Felis_catus,0.0415105,153,284,0.42229,10.5178833008,1,noncoding
NC_058368.1_139073729_139073580_Felis_catus,0.08305,173,298,0.45225,10.0629272461,-1,noncoding
NC_058368.1_139486900_139486810_Felis_catus,0.0299932,76,204,0.41987,5.33734130859,1,noncoding
NC_058368.1_141985495_141985332_Felis_catus,0.295381,24,242,0.45321,4.63861083984,1,noncoding
NC_058368.1_144199406_144199290_Felis_catus,0.0173998,82,195,0.38726,5.19647216797,1,noncoding
NC_058368.1_1476164_1476058_Felis_catus,0.0126115,112,207,0.45501,6.51190185547,1,noncoding
NC_058368.1_172162181_172162292_Felis_catus,0.0577518,96,185,0.47569,10.9032592773,1,noncoding
NC_058368.1_172841533_172841652_Felis_catus,0.0294764,94,234,0.4352,6.52764892578,1,noncoding
NC_058368.1_174607086_174606873_Felis_catus,0.0764362,76,288,0.38507,9.38800048828,1,noncoding
NC_058368.1_176376836_176376741_Felis_catus,0.0146836,81,140,0.42625,12.0084838867,1,noncoding
NC_058368.1_178153059_178152976_Felis_catus,0.0300256,24,233,0.41658,6.14495849609,-1,noncoding
NC_058368.1_186062362_186062255_Felis_catus,0.0920542,93,257,0.40085,9.66534423828,-1,noncoding
NC_058368.1_187313362_187313448_Felis_catus,0.0994864,54,236,0.42441,9.96246337891,-1,noncoding
NC_058368.1_187589220_187589352_Felis_catus,0.208874,5,199,0.46452,10.2809448242,1,noncoding
NC_058368.1_189823176_189823285_Felis_catus,0.0168156,108,185,0.4367,4.55657958984,1,noncoding
NC_058368.1_192327387_192327550_Felis_catus,0.0687322,218,313,0.45537,9.90155029297,-1,noncoding
NC_058368.1_195468379_195468549_Felis_catus,0.142275,24,254,0.42594,7.74859619141,1,noncoding
NC_058368.1_195674942_195675074_Felis_catus,0.0654373,19,177,0.47831,8.02142333984,1,noncoding
NC_058368.1_197344342_197344427_Felis_catus,0.018164,77,226,0.31709,5.99554443359,1,noncoding
NC_058368.1_209242684_209242800_Felis_catus,0.131294,89,265,0.36381,9.94549560547,-1,noncoding
NC_058368.1_210817187_210817016_Felis_catus,0.0181133,140,292,0.35257,7.94830322266,1,noncoding
NC_058368.1_211304612_211304762_Felis_catus,0.180348,44,256,0.41281,5.02166748047,1,noncoding
NC_058368.1_211471101_211470951_Felis_catus,0.108431,85,300,0.4507,10.016784668,-1,noncoding
NC_058368.1_211831080_211831224_Felis_catus,0.0690309,82,237,0.44692,9.51165771484,1,noncoding
NC_058368.1_212139249_212139419_Felis_catus,0.0151926,154,279,0.30631,9.49346923828,1,noncoding
NC_058368.1_218669458_218670340_Felis_catus,0.999999,77,958,0.47111,5.05230712891,1,coding
NC_058368.1_21920699_21920840_Felis_catus,0.156919,185,292,0.40203,11.4717407227,-1,noncoding
NC_058368.1_227532305_227532156_Felis_catus,0.325845,2,229,0.43267,4.63641357422,1,noncoding
