Name,Score,Label,Direction
NC_054857.1_1017696_1017917,-1.65834,Non-coding,reverse
NC_054857.1_105292_105486,-1.92703,Non-coding,reverse
NC_054857.1_1060342_1059931,-1.59211,Non-coding,forward
NC_054857.1_1086192_1086638,-1.48252,Non-coding,reverse
NC_054857.1_1087754_1087290,-1.21109,Non-coding,forward
NC_054857.1_1116103_1116964,-0.525806,Non-coding,reverse
NC_054857.1_1149480_1149364,-2.11136,Non-coding,reverse
NC_054857.1_1237158_1236834,-1.80954,Non-coding,reverse
NC_054857.1_1268505_1268332,-1.93968,Non-coding,forward
NC_054857.1_1291948_1291686,-1.78074,Non-coding,forward
NC_054857.1_1312260_1312679,-1.83316,Non-coding,reverse
NC_054857.1_1376969_1377107,-2.27863,Non-coding,forward
NC_054857.1_1420388_1420203,-1.43583,Non-coding,forward
NC_054857.1_1422657_1422239,-2.32621,Non-coding,forward
NC_054857.1_1444338_1444122,-1.90812,Non-coding,reverse
NC_054857.1_1469653_1469308,-1.86437,Non-coding,forward
NC_054857.1_1490894_1490749,-2.28602,Non-coding,reverse
NC_054857.1_1493254_1493168,-2.15494,Non-coding,reverse
NC_054857.1_1512368_1512215,-1.47909,Non-coding,reverse
NC_054857.1_153440_154113,-0.453621,Non-coding,forward
NC_054857.1_154473_154307,-2.07144,Non-coding,forward
NC_054857.1_1574185_1575274,-0.147136,Non-coding,reverse
NC_054857.1_1594099_1594417,-0.625177,Non-coding,reverse
NC_054857.1_1595652_1596772,-0.123447,Non-coding,forward
NC_054857.1_1638028_1637937,-2.11289,Non-coding,forward
NC_054857.1_1681992_1682753,-0.816611,Non-coding,forward
NC_054857.1_1693422_1693015,-1.36669,Non-coding,reverse
NC_054857.1_1704198_1704363,-1.96333,Non-coding,forward
NC_054857.1_1704421_1705327,-1.11468,Non-coding,forward
NC_054857.1_1710857_1710986,-2.10067,Non-coding,forward
NC_054857.1_1712185_1712065,-2.06729,Non-coding,forward
NC_054857.1_175766_176192,-1.44967,Non-coding,forward
NC_054857.1_1824623_1824402,-1.8934,Non-coding,forward
NC_054857.1_1825725_1825823,-2.19925,Non-coding,reverse
NC_054857.1_1857023_1857550,-1.20398,Non-coding,forward
NC_054857.1_1875479_1875564,-2.25935,Non-coding,reverse
NC_054857.1_1879625_1879480,-1.83767,Non-coding,reverse
NC_054857.1_1881589_1881878,-2.0596,Non-coding,reverse
NC_054857.1_1881941_1882069,-1.84892,Non-coding,forward
NC_054857.1_1887830_1887395,-1.42959,Non-coding,forward
NC_054857.1_1945425_1945506,-2.10014,Non-coding,reverse
NC_054857.1_2031966_2032049,-2.20565,Non-coding,forward
NC_054857.1_2062741_2062867,-1.88807,Non-coding,reverse
NC_054857.1_2088903_2089769,-0.638754,Non-coding,forward
NC_054857.1_214391_214616,-1.94259,Non-coding,forward
NC_054857.1_2155202_2154431,-0.632814,Non-coding,forward
NC_054857.1_2222971_2223174,-1.88269,Non-coding,reverse
NC_054857.1_2244922_2245035,-2.24641,Non-coding,forward
NC_054857.1_2269076_2268796,-1.86247,Non-coding,forward
NC_054857.1_2320940_2319965,-0.19882,Non-coding,reverse
NC_054857.1_2375710_2375627,-2.11432,Non-coding,reverse
NC_054857.1_2392940_2393201,-1.39325,Non-coding,forward
NC_054857.1_2447596_2447715,-1.97924,Non-coding,reverse
NC_054857.1_2449753_2449624,-1.8695600000000001,Non-coding,forward
NC_054857.1_2465745_2465859,-1.98738,Non-coding,forward
NC_054857.1_2477444_2478015,-1.11446,Non-coding,reverse
NC_054857.1_2501116_2501200,-2.3521,Non-coding,forward
NC_054857.1_2524069_2523884,-1.25292,Non-coding,forward
NC_054857.1_257343_257678,-0.216326,Non-coding,forward
NC_054857.1_2612020_2612311,-1.51872,Non-coding,forward
NC_054857.1_265610_265754,-1.92615,Non-coding,forward
NC_054857.1_2657425_2657556,-2.05473,Non-coding,forward
NC_054857.1_2690148_2690235,-1.99363,Non-coding,reverse
NC_054857.1_2740932_2740379,-0.581388,Non-coding,forward
NC_054857.1_2755132_2755285,-2.04525,Non-coding,forward
NC_054857.1_2811608_2811495,-2.26218,Non-coding,reverse
NC_054857.1_2836467_2836184,-1.61719,Non-coding,forward
NC_054857.1_2859032_2859166,-1.97464,Non-coding,forward
NC_054857.1_2861532_2861647,-1.90541,Non-coding,forward
NC_054857.1_2865502_2865359,-1.98914,Non-coding,reverse
NC_054857.1_2918407_2917708,-0.177956,Non-coding,forward
NC_054857.1_2937335_2937884,-1.3296,Non-coding,forward
NC_054857.1_300743_300841,-2.30607,Non-coding,forward
NC_054857.1_3007976_3008075,-2.21761,Non-coding,forward
NC_054857.1_3036899_3037192,-1.29979,Non-coding,reverse
NC_054857.1_3048801_3049872,0.045649,Coding,forward
NC_054857.1_3049946_3050390,-1.1223,Non-coding,forward
NC_054857.1_3059363_3058421,-0.304994,Non-coding,reverse
NC_054857.1_3062689_3062778,-2.21251,Non-coding,reverse
NC_054857.1_3064239_3064836,-1.16782,Non-coding,reverse
NC_054857.1_3109846_3109756,-2.34334,Non-coding,forward
NC_054857.1_3144646_3144796,-2.0372,Non-coding,forward
NC_054857.1_3168567_3169234,-1.23779,Non-coding,forward
NC_054857.1_3173585_3173426,-1.97914,Non-coding,forward
NC_054857.1_3183845_3183685,-1.62657,Non-coding,forward
NC_054857.1_3184942_3183896,-0.781443,Non-coding,reverse
NC_054857.1_3186707_3186829,-2.1303,Non-coding,reverse
NC_054857.1_3187234_3187441,-2.13576,Non-coding,forward
NC_054857.1_3200545_3199521,-1.0037,Non-coding,forward
NC_054857.1_3200934_3200848,-2.10361,Non-coding,forward
NC_054857.1_3207758_3208188,-1.0246,Non-coding,forward
NC_054857.1_321425_321084,-1.02091,Non-coding,forward
NC_054857.1_3358793_3359131,-1.68334,Non-coding,forward
NC_054857.1_337509_337414,-2.22054,Non-coding,forward
NC_054857.1_3393766_3393585,-1.98908,Non-coding,forward
NC_054857.1_343165_342220,-0.01108,Non-coding,forward
NC_054857.1_3510109_3510324,-1.71812,Non-coding,reverse
NC_054857.1_3515361_3516134,-1.0283,Non-coding,reverse
NC_054857.1_3516213_3516739,-1.03166,Non-coding,reverse
NC_054857.1_3530158_3530610,-1.22682,Non-coding,forward
NC_054857.1_3538424_3537660,-0.802341,Non-coding,reverse
NC_054857.1_357236_356738,-0.846277,Non-coding,forward
NC_054857.1_362096_362227,-1.93627,Non-coding,forward
NC_054857.1_3633614_3633708,-2.11623,Non-coding,forward
NC_054857.1_3634262_3634526,-1.58728,Non-coding,reverse
NC_054857.1_3643026_3643203,-2.07159,Non-coding,forward
NC_054857.1_3663703_3663228,-1.37204,Non-coding,reverse
NC_054857.1_3682868_3682685,-2.09924,Non-coding,reverse
NC_054857.1_3686796_3686877,-1.99181,Non-coding,forward
NC_054857.1_3687631_3687823,-2.06253,Non-coding,forward
NC_054857.1_369274_370051,-0.210823,Non-coding,forward
NC_054857.1_3736552_3735778,-0.035004,Non-coding,forward
NC_054857.1_3744725_3744227,-1.33985,Non-coding,forward
NC_054857.1_3810006_3809312,-1.06664,Non-coding,forward
NC_054857.1_3877031_3876739,-1.2758100000000001,Non-coding,forward
NC_054857.1_3890261_3889942,-2.19904,Non-coding,forward
