Name,Score,Label
NC_058368.1_100143404_100143247_Felis_catus,0.15951,noncoding
NC_058368.1_100944920_100945064_Felis_catus,0.18448,noncoding
NC_058368.1_10339999_10339865_Felis_catus,0.03268,noncoding
NC_058368.1_108744_108897_Felis_catus,0.06770,noncoding
NC_058368.1_11354751_11354850_Felis_catus,0.08089,noncoding
NC_058368.1_113885875_113885734_Felis_catus,0.07793,noncoding
NC_058368.1_114260154_114260058_Felis_catus,0.40739,noncoding
NC_058368.1_114513551_114513398_Felis_catus,0.11033,noncoding
NC_058368.1_114540234_114540317_Felis_catus,0.03278,noncoding
NC_058368.1_1149651_1149772_Felis_catus,0.14705,noncoding
NC_058368.1_115036438_115036639_Felis_catus,0.12065,noncoding
NC_058368.1_116262586_116262412_Felis_catus,0.56693,coding
NC_058368.1_116549380_116549488_Felis_catus,0.03226,noncoding
NC_058368.1_121418686_121418547_Felis_catus,0.34180,noncoding
NC_058368.1_122834981_122834852_Felis_catus,0.94463,coding
NC_058368.1_123601720_123601852_Felis_catus,0.12381,noncoding
NC_058368.1_127209649_127209560_Felis_catus,0.09595,noncoding
NC_058368.1_132522425_132522295_Felis_catus,0.41410,noncoding
NC_058368.1_135820738_135820895_Felis_catus,0.22174,noncoding
NC_058368.1_139073729_139073580_Felis_catus,0.19567,noncoding
NC_058368.1_139486900_139486810_Felis_catus,0.20122,noncoding
NC_058368.1_141985495_141985332_Felis_catus,0.92143,coding
NC_058368.1_144199406_144199290_Felis_catus,0.05775,noncoding
NC_058368.1_1476164_1476058_Felis_catus,0.15318,noncoding
NC_058368.1_172162181_172162292_Felis_catus,0.06776,noncoding
NC_058368.1_172841533_172841652_Felis_catus,0.09247,noncoding
NC_058368.1_174607086_174606873_Felis_catus,0.62643,coding
NC_058368.1_176376836_176376741_Felis_catus,0.58207,coding
NC_058368.1_178153059_178152976_Felis_catus,0.05154,noncoding
NC_058368.1_186062362_186062255_Felis_catus,0.04670,noncoding
NC_058368.1_187313362_187313448_Felis_catus,0.12062,noncoding
NC_058368.1_187589220_187589352_Felis_catus,0.04892,noncoding
NC_058368.1_189823176_189823285_Felis_catus,0.22361,noncoding
NC_058368.1_192327387_192327550_Felis_catus,0.38837,noncoding
NC_058368.1_195468379_195468549_Felis_catus,0.66291,coding
NC_058368.1_195674942_195675074_Felis_catus,0.90818,coding
NC_058368.1_197344342_197344427_Felis_catus,0.29102,noncoding
NC_058368.1_209242684_209242800_Felis_catus,0.06785,noncoding
NC_058368.1_210817187_210817016_Felis_catus,0.30927,noncoding
NC_058368.1_211304612_211304762_Felis_catus,0.82444,coding
NC_058368.1_211471101_211470951_Felis_catus,0.83577,coding
NC_058368.1_211831080_211831224_Felis_catus,0.12826,noncoding
NC_058368.1_212139249_212139419_Felis_catus,0.14070,noncoding
NC_058368.1_218669458_218670340_Felis_catus,0.99916,coding
NC_058368.1_21920699_21920840_Felis_catus,0.31387,noncoding
NC_058368.1_227532305_227532156_Felis_catus,0.41766,noncoding
NC_058368.1_228160298_228160522_Felis_catus,0.25228,noncoding
NC_058368.1_235549112_235548974_Felis_catus,0.16527,noncoding
NC_058368.1_24429895_24429808_Felis_catus,0.93617,coding
NC_058368.1_24983098_24983259_Felis_catus,0.59001,coding
NC_058368.1_25016218_25016410_Felis_catus,0.94132,coding
NC_058368.1_28922554_28922664_Felis_catus,0.07591,noncoding
NC_058368.1_36138269_36138141_Felis_catus,0.06056,noncoding
NC_058368.1_46256226_46256082_Felis_catus,0.05757,noncoding
NC_058368.1_51189148_51189025_Felis_catus,0.40380,noncoding
NC_058368.1_52701643_52701507_Felis_catus,0.38756,noncoding
NC_058368.1_5720500_5720605_Felis_catus,0.12501,noncoding
NC_058368.1_6469301_6469419_Felis_catus,0.02644,noncoding
NC_058368.1_67355289_67355371_Felis_catus,0.19767,noncoding
NC_058368.1_70915411_70915048_Felis_catus,0.81273,coding
NC_058368.1_72123430_72123293_Felis_catus,0.19639,noncoding
NC_058368.1_82070506_82070669_Felis_catus,0.56257,coding
NC_058368.1_82335840_82335678_Felis_catus,0.80475,coding
NC_058368.1_87415496_87415325_Felis_catus,0.20755,noncoding
NC_058368.1_87866546_87866464_Felis_catus,0.74381,coding
NC_058368.1_9533893_9533787_Felis_catus,0.31095,noncoding
NC_058369.1_10170702_10170849_Felis_catus,0.23289,noncoding
NC_058369.1_101763682_101763769_Felis_catus,0.18474,noncoding
NC_058369.1_10331009_10330773_Felis_catus,0.94676,coding
NC_058369.1_11366856_11366725_Felis_catus,0.29302,noncoding
