Name,Score,Start,End,
NC_066857.1_10150200_10150119_Cucumis_melo,231,1,231
NC_066857.1_10185436_10185211_Cucumis_melo,321,43,363
NC_066857.1_1031973_1031838_Cucumis_melo,222,64,285
NC_066857.1_1046858_1046688_Cucumis_melo,270,50,319
NC_066857.1_1058868_1058588_Cucumis_melo,429,1,429
NC_066857.1_11401730_11401630_Cucumis_melo,234,3,236
NC_066857.1_11699537_11699322_Cucumis_melo,297,69,365
NC_066857.1_1188562_1189007_Cucumis_melo,492,77,568
NC_066857.1_13060604_13060704_Cucumis_melo,156,94,249
NC_066857.1_1330646_1330741_Cucumis_melo,159,87,245
NC_066857.1_1519602_1519505_Cucumis_melo,144,3,146
NC_066857.1_15305570_15305110_Cucumis_melo,594,3,596
NC_066857.1_15413202_15412541_Cucumis_melo,780,31,810
NC_066857.1_1619049_1618949_Cucumis_melo,225,15,239
NC_066857.1_1624634_1624534_Cucumis_melo,207,1,207
NC_066857.1_16321748_16321830_Cucumis_melo,174,33,206
NC_066857.1_16451381_16451266_Cucumis_melo,129,70,198
NC_066857.1_16597880_16597985_Cucumis_melo,129,54,182
NC_066857.1_16906070_16906463_Cucumis_melo,396,71,466
NC_066857.1_17217112_17216979_Cucumis_melo,201,46,246
NC_066857.1_17421844_17421982_Cucumis_melo,207,9,215
NC_066857.1_17441800_17441614_Cucumis_melo,249,34,282
NC_066857.1_1746074_1746167_Cucumis_melo,174,1,174
NC_066857.1_17552309_17551650_Cucumis_melo,678,54,731
NC_066857.1_17567408_17567294_Cucumis_melo,255,1,255
NC_066857.1_1864776_1864649_Cucumis_melo,270,1,270
NC_066857.1_1997165_1997066_Cucumis_melo,189,3,191
NC_066857.1_20708049_20707949_Cucumis_melo,231,2,232
NC_066857.1_2110250_2110078_Cucumis_melo,240,2,241
NC_066857.1_21308024_21307620_Cucumis_melo,480,3,482
NC_066857.1_22785337_22785513_Cucumis_melo,300,3,302
NC_066857.1_2280365_2280469_Cucumis_melo,231,1,231
NC_066857.1_2333573_2333728_Cucumis_melo,264,14,277
NC_066857.1_23377299_23377569_Cucumis_melo,288,68,355
NC_066857.1_25204442_25204559_Cucumis_melo,189,26,214
NC_066857.1_26252485_26252393_Cucumis_melo,117,63,179
NC_066857.1_27026603_27026687_Cucumis_melo,183,51,233
NC_066857.1_28952234_28952411_Cucumis_melo,219,71,289
NC_066857.1_29128090_29127889_Cucumis_melo,273,34,306
NC_066857.1_2914258_2914426_Cucumis_melo,279,2,280
NC_066857.1_30374414_30373299_Cucumis_melo,1155,50,1204
NC_066857.1_30431996_30432272_Cucumis_melo,354,2,355
NC_066857.1_307584_307766_Cucumis_melo,207,53,259
NC_066857.1_30803104_30803016_Cucumis_melo,195,2,196
NC_066857.1_3097522_3097423_Cucumis_melo,222,2,223
NC_066857.1_3102072_3101911_Cucumis_melo,213,42,254
NC_066857.1_31435156_31435033_Cucumis_melo,270,3,272
NC_066857.1_31835027_31834910_Cucumis_melo,264,3,266
NC_066857.1_31857979_31858065_Cucumis_melo,132,104,235
NC_066857.1_3186680_3187211_Cucumis_melo,567,38,604
NC_066857.1_32499935_32500387_Cucumis_melo,495,31,525
NC_066857.1_32712614_32712476_Cucumis_melo,282,6,287
NC_066857.1_32742241_32742364_Cucumis_melo,270,3,272
NC_066857.1_32873730_32873649_Cucumis_melo,141,70,210
NC_066857.1_3296212_3296410_Cucumis_melo,234,50,283
NC_066857.1_33200420_33200189_Cucumis_melo,297,40,336
NC_066857.1_33487543_33487713_Cucumis_melo,219,48,266
