Name,Score,Label
NC_054857.1_1017696_1017917_Aspergillus_puulaauensis,0.0015,noncoding
NC_054857.1_105292_105486_Aspergillus_puulaauensis,0.0184,noncoding
NC_054857.1_1060342_1059931_Aspergillus_puulaauensis,0.9989,coding
NC_054857.1_1086192_1086638_Aspergillus_puulaauensis,0.9984,coding
NC_054857.1_1087754_1087290_Aspergillus_puulaauensis,0.7631,coding
NC_054857.1_1116103_1116964_Aspergillus_puulaauensis,0.9992,coding
NC_054857.1_1149480_1149364_Aspergillus_puulaauensis,0.0060,noncoding
NC_054857.1_1237158_1236834_Aspergillus_puulaauensis,0.0611,noncoding
NC_054857.1_1268505_1268332_Aspergillus_puulaauensis,0.7783,coding
NC_054857.1_1291948_1291686_Aspergillus_puulaauensis,0.0069,noncoding
NC_054857.1_1312260_1312679_Aspergillus_puulaauensis,0.9942,coding
NC_054857.1_1376969_1377107_Aspergillus_puulaauensis,0.0045,noncoding
NC_054857.1_1420388_1420203_Aspergillus_puulaauensis,0.0020,noncoding
NC_054857.1_1422657_1422239_Aspergillus_puulaauensis,0.0333,noncoding
NC_054857.1_1444338_1444122_Aspergillus_puulaauensis,0.0640,noncoding
NC_054857.1_1469653_1469308_Aspergillus_puulaauensis,0.0101,noncoding
NC_054857.1_1490894_1490749_Aspergillus_puulaauensis,0.0015,noncoding
NC_054857.1_1493254_1493168_Aspergillus_puulaauensis,0.0011,noncoding
NC_054857.1_1512368_1512215_Aspergillus_puulaauensis,0.0001,noncoding
NC_054857.1_153440_154113_Aspergillus_puulaauensis,0.9993,coding
NC_054857.1_154473_154307_Aspergillus_puulaauensis,0.0150,noncoding
NC_054857.1_1574185_1575274_Aspergillus_puulaauensis,0.9997,coding
NC_054857.1_1594099_1594417_Aspergillus_puulaauensis,0.8338,coding
NC_054857.1_1595652_1596772_Aspergillus_puulaauensis,0.9984,coding
NC_054857.1_1638028_1637937_Aspergillus_puulaauensis,0.0007,noncoding
NC_054857.1_1681992_1682753_Aspergillus_puulaauensis,0.9980,coding
NC_054857.1_1693422_1693015_Aspergillus_puulaauensis,0.7451,coding
NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,0.0021,noncoding
NC_054857.1_1704421_1705327_Aspergillus_puulaauensis,0.9985,coding
NC_054857.1_1710857_1710986_Aspergillus_puulaauensis,0.0047,noncoding
NC_054857.1_1712185_1712065_Aspergillus_puulaauensis,0.0002,noncoding
NC_054857.1_175766_176192_Aspergillus_puulaauensis,0.9798,coding
NC_054857.1_1824623_1824402_Aspergillus_puulaauensis,0.0011,noncoding
NC_054857.1_1825725_1825823_Aspergillus_puulaauensis,0.0011,noncoding
NC_054857.1_1857023_1857550_Aspergillus_puulaauensis,0.9966,coding
NC_054857.1_1875479_1875564_Aspergillus_puulaauensis,0.0011,noncoding
NC_054857.1_1879625_1879480_Aspergillus_puulaauensis,0.7308,coding
NC_054857.1_1881589_1881878_Aspergillus_puulaauensis,0.0871,noncoding
NC_054857.1_1881941_1882069_Aspergillus_puulaauensis,0.0003,noncoding
NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,0.9223,coding
NC_054857.1_1945425_1945506_Aspergillus_puulaauensis,0.0001,noncoding
NC_054857.1_2031966_2032049_Aspergillus_puulaauensis,0.0083,noncoding
NC_054857.1_2062741_2062867_Aspergillus_puulaauensis,0.0001,noncoding
NC_054857.1_2088903_2089769_Aspergillus_puulaauensis,0.9997,coding
NC_054857.1_214391_214616_Aspergillus_puulaauensis,0.9585,coding
NC_054857.1_2155202_2154431_Aspergillus_puulaauensis,0.9988,coding
NC_054857.1_2222971_2223174_Aspergillus_puulaauensis,0.0083,noncoding
NC_054857.1_2244922_2245035_Aspergillus_puulaauensis,0.1497,noncoding
