Name,Score,Start,End,Fickett,pI,ORF_integrity,Label
NC_066857.1_10150200_10150119_Cucumis_melo,0.000705673,none,none,0.573,8.51873779297,0,noncoding
NC_066857.1_10185436_10185211_Cucumis_melo,0.00292298,none,none,0.96,10.8344116211,0,noncoding
NC_066857.1_1031973_1031838_Cucumis_melo,5.38347e-05,none,none,0.8179,8.12445068359,0,noncoding
NC_066857.1_1046858_1046688_Cucumis_melo,3.60298e-07,none,none,0.8152,9.26165771484,0,noncoding
NC_066857.1_1058868_1058588_Cucumis_melo,0.000119523,none,none,0.8967,9.39129638672,0,noncoding
NC_066857.1_11401730_11401630_Cucumis_melo,3.31965e-07,none,none,0.4672,4.35882568359,0,noncoding
NC_066857.1_11699537_11699322_Cucumis_melo,0.000376193,none,none,0.7173,4.47857666016,0,noncoding
NC_066857.1_1188562_1189007_Cucumis_melo,0.0389867,none,none,1.1597,4.11065673828,0,noncoding
NC_066857.1_13060604_13060704_Cucumis_melo,0.000364723,none,none,0.5901,8.50555419922,0,noncoding
NC_066857.1_1330646_1330741_Cucumis_melo,0.000524035,none,none,0.8411,11.6990356445,0,noncoding
NC_066857.1_1519602_1519505_Cucumis_melo,0.000838808,none,none,0.6279,5.75054931641,0,noncoding
NC_066857.1_15305570_15305110_Cucumis_melo,0.0109859,none,none,1.0919,10.9580688477,0,noncoding
NC_066857.1_15413202_15412541_Cucumis_melo,0.000105835,none,none,0.9701,6.88238525391,0,noncoding
NC_066857.1_1619049_1618949_Cucumis_melo,3.30288e-05,none,none,0.5901,5.51568603516,0,noncoding
NC_066857.1_1624634_1624534_Cucumis_melo,0.00300021,none,none,0.6378,6.51824951172,0,noncoding
NC_066857.1_16321748_16321830_Cucumis_melo,1e-07,none,none,0.9115,6.82354736328,0,noncoding
NC_066857.1_16451381_16451266_Cucumis_melo,0.000998857,none,none,0.5968,11.0003051758,0,noncoding
NC_066857.1_16597880_16597985_Cucumis_melo,0.00900872,none,none,0.5756,11.7002563477,0,noncoding
NC_066857.1_16906070_16906463_Cucumis_melo,0.00280854,none,none,0.4962,9.54437255859,0,noncoding
