Name,Score,Label
NC_066857.1_10150200_10150119_Cucumis_melo,0.0158,noncoding
NC_066857.1_10185436_10185211_Cucumis_melo,0.0216,noncoding
NC_066857.1_1031973_1031838_Cucumis_melo,0.0054,noncoding
NC_066857.1_1046858_1046688_Cucumis_melo,0.0007,noncoding
NC_066857.1_1058868_1058588_Cucumis_melo,0.9994,coding
NC_066857.1_11401730_11401630_Cucumis_melo,0.0518,noncoding
NC_066857.1_11699537_11699322_Cucumis_melo,0.0171,noncoding
NC_066857.1_1188562_1189007_Cucumis_melo,0.9947,coding
NC_066857.1_13060604_13060704_Cucumis_melo,0.0004,noncoding
NC_066857.1_1330646_1330741_Cucumis_melo,0.0003,noncoding
NC_066857.1_1519602_1519505_Cucumis_melo,0.0118,noncoding
NC_066857.1_15305570_15305110_Cucumis_melo,0.9643,coding
NC_066857.1_15413202_15412541_Cucumis_melo,0.9962,coding
NC_066857.1_1619049_1618949_Cucumis_melo,0.0193,noncoding
NC_066857.1_1624634_1624534_Cucumis_melo,0.0038,noncoding
NC_066857.1_16321748_16321830_Cucumis_melo,0.0009,noncoding
NC_066857.1_16451381_16451266_Cucumis_melo,0.0002,noncoding
NC_066857.1_16597880_16597985_Cucumis_melo,0.0022,noncoding
NC_066857.1_16906070_16906463_Cucumis_melo,0.9023,coding
NC_066857.1_17217112_17216979_Cucumis_melo,0.0033,noncoding
NC_066857.1_17421844_17421982_Cucumis_melo,0.0051,noncoding
NC_066857.1_17441800_17441614_Cucumis_melo,0.8352,coding
NC_066857.1_1746074_1746167_Cucumis_melo,0.0043,noncoding
NC_066857.1_17552309_17551650_Cucumis_melo,0.9995,coding
NC_066857.1_17567408_17567294_Cucumis_melo,0.3371,noncoding
NC_066857.1_1864776_1864649_Cucumis_melo,0.0009,noncoding
NC_066857.1_1997165_1997066_Cucumis_melo,0.0008,noncoding
NC_066857.1_20708049_20707949_Cucumis_melo,0.0025,noncoding
NC_066857.1_2110250_2110078_Cucumis_melo,0.1562,noncoding
NC_066857.1_21308024_21307620_Cucumis_melo,0.9871,coding
NC_066857.1_22785337_22785513_Cucumis_melo,0.0309,noncoding
NC_066857.1_2280365_2280469_Cucumis_melo,0.0021,noncoding
NC_066857.1_2333573_2333728_Cucumis_melo,0.0024,noncoding
NC_066857.1_23377299_23377569_Cucumis_melo,0.1939,noncoding
NC_066857.1_25204442_25204559_Cucumis_melo,0.0002,noncoding
NC_066857.1_26252485_26252393_Cucumis_melo,0.0005,noncoding
NC_066857.1_27026603_27026687_Cucumis_melo,0.0004,noncoding
NC_066857.1_28952234_28952411_Cucumis_melo,0.0750,noncoding
NC_066857.1_29128090_29127889_Cucumis_melo,0.9703,coding
NC_066857.1_2914258_2914426_Cucumis_melo,0.1829,noncoding
NC_066857.1_30374414_30373299_Cucumis_melo,0.9852,coding
NC_066857.1_30431996_30432272_Cucumis_melo,0.0481,noncoding
NC_066857.1_307584_307766_Cucumis_melo,0.0006,noncoding
NC_066857.1_30803104_30803016_Cucumis_melo,0.0017,noncoding
NC_066857.1_3097522_3097423_Cucumis_melo,0.0003,noncoding
NC_066857.1_3102072_3101911_Cucumis_melo,0.0024,noncoding
NC_066857.1_31435156_31435033_Cucumis_melo,0.0021,noncoding
NC_066857.1_31835027_31834910_Cucumis_melo,0.0992,noncoding
NC_066857.1_31857979_31858065_Cucumis_melo,0.0001,noncoding
NC_066857.1_3186680_3187211_Cucumis_melo,0.9997,coding
NC_066857.1_32499935_32500387_Cucumis_melo,0.9995,coding
NC_066857.1_32712614_32712476_Cucumis_melo,0.0006,noncoding
NC_066857.1_32742241_32742364_Cucumis_melo,0.0005,noncoding
NC_066857.1_32873730_32873649_Cucumis_melo,0.0002,noncoding
NC_066857.1_3296212_3296410_Cucumis_melo,0.3683,noncoding
NC_066857.1_33200420_33200189_Cucumis_melo,0.7951,coding
NC_066857.1_33487543_33487713_Cucumis_melo,0.0013,noncoding
NC_066857.1_33503834_33503946_Cucumis_melo,0.0006,noncoding
NC_066857.1_33791747_33791663_Cucumis_melo,0.0002,noncoding
NC_066857.1_34037083_34036989_Cucumis_melo,0.0011,noncoding
NC_066857.1_34047793_34047686_Cucumis_melo,0.0043,noncoding
NC_066857.1_34119569_34119680_Cucumis_melo,0.0006,noncoding
NC_066857.1_34442833_34442593_Cucumis_melo,0.2457,noncoding
NC_066857.1_34759433_34759325_Cucumis_melo,0.9141,coding
NC_066857.1_34761952_34761869_Cucumis_melo,0.0003,noncoding
NC_066857.1_34787118_34787219_Cucumis_melo,0.4214,noncoding
NC_066857.1_34975853_34975679_Cucumis_melo,0.0005,noncoding
NC_066857.1_35161021_35160921_Cucumis_melo,0.0002,noncoding
NC_066857.1_35275055_35274962_Cucumis_melo,0.0678,noncoding
NC_066857.1_35486963_35487163_Cucumis_melo,0.0098,noncoding
NC_066857.1_35688539_35687997_Cucumis_melo,0.9997,coding
NC_066857.1_3591450_3591565_Cucumis_melo,0.0045,noncoding
NC_066857.1_36624687_36624843_Cucumis_melo,0.0019,noncoding
NC_066857.1_36746345_36746458_Cucumis_melo,0.0001,noncoding
NC_066857.1_36747366_36747559_Cucumis_melo,0.8100,coding
NC_066857.1_36803632_36803776_Cucumis_melo,0.0113,noncoding
NC_066857.1_36841918_36842156_Cucumis_melo,0.4098,noncoding
NC_066857.1_37033500_37033231_Cucumis_melo,0.9920,coding
NC_066857.1_37180275_37180395_Cucumis_melo,0.0002,noncoding
NC_066857.1_37368414_37368273_Cucumis_melo,0.0003,noncoding
NC_066857.1_37409909_37409819_Cucumis_melo,0.0006,noncoding
NC_066857.1_37530596_37530510_Cucumis_melo,0.0007,noncoding
NC_066857.1_37600016_37600130_Cucumis_melo,0.0137,noncoding
NC_066857.1_37600282_37600888_Cucumis_melo,0.6330,coding
NC_066857.1_37654047_37653915_Cucumis_melo,0.0004,noncoding
NC_066857.1_37657131_37656339_Cucumis_melo,0.9997,coding
NC_066857.1_37703180_37703363_Cucumis_melo,0.0010,noncoding
NC_066857.1_37860920_37860721_Cucumis_melo,0.0004,noncoding
NC_066857.1_37895762_37895889_Cucumis_melo,0.0014,noncoding
NC_066857.1_38043589_38043488_Cucumis_melo,0.0008,noncoding
NC_066857.1_412289_412169_Cucumis_melo,0.0012,noncoding
NC_066857.1_619755_619659_Cucumis_melo,0.0109,noncoding
NC_066857.1_6898528_6898420_Cucumis_melo,0.0001,noncoding
NC_066857.1_705171_705726_Cucumis_melo,0.9991,coding
NC_066857.1_766827_766551_Cucumis_melo,0.9853,coding
NC_066857.1_7975963_7976105_Cucumis_melo,0.1120,noncoding
NC_066857.1_849314_849395_Cucumis_melo,0.0003,noncoding
NC_066857.1_868000_868081_Cucumis_melo,0.0006,noncoding
NC_066857.1_9437883_9438093_Cucumis_melo,0.9604,coding
NC_066857.1_962533_962323_Cucumis_melo,0.0003,noncoding
NC_066857.1_9729347_9729433_Cucumis_melo,0.0001,noncoding
NC_066858.1_10051535_10051285_Cucumis_melo,0.0137,noncoding
NC_066858.1_1008452_1008574_Cucumis_melo,0.0003,noncoding
NC_066858.1_105452_105671_Cucumis_melo,0.9284,coding
NC_066858.1_11527378_11527469_Cucumis_melo,0.0002,noncoding
NC_066858.1_1163254_1163350_Cucumis_melo,0.0078,noncoding
NC_066858.1_11878761_11878572_Cucumis_melo,0.0662,noncoding
NC_066858.1_11898567_11898672_Cucumis_melo,0.0002,noncoding
NC_066858.1_11936281_11936077_Cucumis_melo,0.6153,coding
NC_066858.1_1293476_1293371_Cucumis_melo,0.0005,noncoding
NC_066858.1_1310652_1310801_Cucumis_melo,0.0023,noncoding
NC_066858.1_13343740_13343634_Cucumis_melo,0.0002,noncoding
NC_066858.1_13585684_13585419_Cucumis_melo,0.9597,coding
NC_066858.1_13587818_13587713_Cucumis_melo,0.0003,noncoding
NC_066858.1_13937133_13936731_Cucumis_melo,0.9223,coding
NC_066858.1_13972228_13972783_Cucumis_melo,0.8486,coding
NC_066858.1_14491139_14491456_Cucumis_melo,0.0589,noncoding
NC_066858.1_14814039_14814244_Cucumis_melo,0.0219,noncoding
NC_066858.1_15081683_15081526_Cucumis_melo,0.0047,noncoding
NC_066858.1_15178087_15177582_Cucumis_melo,0.9980,coding
NC_066858.1_162480_162579_Cucumis_melo,0.0003,noncoding
NC_066858.1_1665370_1665529_Cucumis_melo,0.0003,noncoding
NC_066858.1_1691446_1691532_Cucumis_melo,0.0112,noncoding
NC_066858.1_17114086_17114208_Cucumis_melo,0.0005,noncoding
NC_066858.1_17199970_17199751_Cucumis_melo,0.0076,noncoding
NC_066858.1_17263152_17263582_Cucumis_melo,0.9988,coding
NC_066858.1_1737426_1737548_Cucumis_melo,0.0010,noncoding
NC_066858.1_1851849_1851965_Cucumis_melo,0.0205,noncoding
NC_066858.1_19015050_19015185_Cucumis_melo,0.0023,noncoding
NC_066858.1_19079569_19079990_Cucumis_melo,0.9991,coding
NC_066858.1_19080092_19080775_Cucumis_melo,0.9934,coding
NC_066858.1_19194719_19194471_Cucumis_melo,0.0002,noncoding
NC_066858.1_1981403_1981261_Cucumis_melo,0.0020,noncoding
NC_066858.1_2020482_2020047_Cucumis_melo,0.9629,coding
NC_066858.1_20645233_20644861_Cucumis_melo,0.0839,noncoding
NC_066858.1_2102885_2102985_Cucumis_melo,0.0002,noncoding
NC_066858.1_2106042_2105351_Cucumis_melo,0.9906,coding
NC_066858.1_21561348_21560601_Cucumis_melo,0.9992,coding
NC_066858.1_21648108_21648370_Cucumis_melo,0.6205,coding
NC_066858.1_22033165_22033313_Cucumis_melo,0.0002,noncoding
NC_066858.1_22137045_22136947_Cucumis_melo,0.0001,noncoding
NC_066858.1_22345475_22345602_Cucumis_melo,0.0006,noncoding
NC_066858.1_22575095_22574973_Cucumis_melo,0.0003,noncoding
NC_066858.1_229765_229601_Cucumis_melo,0.0002,noncoding
NC_066858.1_23549004_23548266_Cucumis_melo,0.9976,coding
NC_066858.1_23554077_23554203_Cucumis_melo,0.0035,noncoding
NC_066858.1_23668236_23668048_Cucumis_melo,0.0005,noncoding
NC_066858.1_23876831_23876324_Cucumis_melo,0.9997,coding
NC_066858.1_23981922_23981833_Cucumis_melo,0.0004,noncoding
NC_066858.1_24230416_24229521_Cucumis_melo,0.9970,coding
NC_066858.1_24236266_24236133_Cucumis_melo,0.0064,noncoding
NC_066858.1_24347644_24348145_Cucumis_melo,0.9946,coding
NC_066858.1_24403490_24403826_Cucumis_melo,0.0022,noncoding
NC_066858.1_2452785_2452890_Cucumis_melo,0.0013,noncoding
NC_066858.1_24920998_24920916_Cucumis_melo,0.0038,noncoding
NC_066858.1_25130003_25130146_Cucumis_melo,0.0003,noncoding
NC_066858.1_25393273_25393090_Cucumis_melo,0.0148,noncoding
NC_066858.1_25487001_25486815_Cucumis_melo,0.0208,noncoding
NC_066858.1_25601641_25601269_Cucumis_melo,0.4286,noncoding
NC_066858.1_25614664_25614799_Cucumis_melo,0.0014,noncoding
NC_066858.1_25629437_25629122_Cucumis_melo,0.6470,coding
NC_066858.1_25691650_25691542_Cucumis_melo,0.0002,noncoding
NC_066858.1_25738125_25738043_Cucumis_melo,0.0002,noncoding
NC_066858.1_25754406_25754198_Cucumis_melo,0.5603,coding
NC_066858.1_25795550_25795848_Cucumis_melo,0.2360,noncoding
NC_066858.1_26003271_26003435_Cucumis_melo,0.0002,noncoding
NC_066858.1_26160882_26161068_Cucumis_melo,0.1278,noncoding
NC_066858.1_2842933_2842740_Cucumis_melo,0.0008,noncoding
NC_066858.1_3170850_3171101_Cucumis_melo,0.5483,coding
NC_066858.1_3209327_3209515_Cucumis_melo,0.0007,noncoding
NC_066858.1_4292571_4292454_Cucumis_melo,0.0002,noncoding
NC_066858.1_5221045_5221127_Cucumis_melo,0.0024,noncoding
NC_066858.1_6623767_6623674_Cucumis_melo,0.0002,noncoding
NC_066858.1_7021138_7020761_Cucumis_melo,0.9878,coding
NC_066858.1_7825044_7825159_Cucumis_melo,0.0052,noncoding
NC_066858.1_7919889_7919998_Cucumis_melo,0.0007,noncoding
NC_066858.1_834512_835181_Cucumis_melo,0.9985,coding
NC_066858.1_885561_884694_Cucumis_melo,0.9992,coding
NC_066858.1_931188_931330_Cucumis_melo,0.0141,noncoding
NC_066858.1_9837735_9837954_Cucumis_melo,0.0062,noncoding
NC_066859.1_12981162_12981415_Cucumis_melo,0.4020,noncoding
NC_066859.1_1339814_1339685_Cucumis_melo,0.0011,noncoding
NC_066859.1_14801442_14801903_Cucumis_melo,0.9811,coding
NC_066859.1_17689926_17690011_Cucumis_melo,0.0004,noncoding
NC_066859.1_17747060_17747353_Cucumis_melo,0.1839,noncoding
NC_066859.1_1907693_1907849_Cucumis_melo,0.0001,noncoding
NC_066859.1_1921438_1921861_Cucumis_melo,0.9996,coding
NC_066859.1_1973489_1973365_Cucumis_melo,0.0026,noncoding
NC_066859.1_20444867_20444705_Cucumis_melo,0.9931,coding
NC_066859.1_21526656_21526740_Cucumis_melo,0.0005,noncoding
NC_066859.1_21876360_21876570_Cucumis_melo,0.0003,noncoding
NC_066859.1_22630173_22630258_Cucumis_melo,0.0001,noncoding
NC_066859.1_23623046_23623164_Cucumis_melo,0.0002,noncoding
NC_066859.1_23863069_23862414_Cucumis_melo,0.9988,coding
NC_066859.1_24147605_24147773_Cucumis_melo,0.2986,noncoding
NC_066859.1_2431320_2431230_Cucumis_melo,0.0009,noncoding
NC_066859.1_24995669_24995397_Cucumis_melo,0.0040,noncoding
NC_066859.1_25155847_25156076_Cucumis_melo,0.0019,noncoding
NC_066859.1_25215761_25215655_Cucumis_melo,0.0013,noncoding
NC_066859.1_25225644_25225857_Cucumis_melo,0.0005,noncoding
NC_066859.1_25245297_25245387_Cucumis_melo,0.0004,noncoding
NC_066859.1_25295289_25295520_Cucumis_melo,0.0013,noncoding
NC_066859.1_25322141_25322034_Cucumis_melo,0.0088,noncoding
NC_066859.1_25392891_25392621_Cucumis_melo,0.0036,noncoding
NC_066859.1_25675436_25675617_Cucumis_melo,0.0960,noncoding
NC_066859.1_25726130_25726332_Cucumis_melo,0.4409,noncoding
NC_066859.1_26336941_26336534_Cucumis_melo,0.1751,noncoding
NC_066859.1_26460431_26460340_Cucumis_melo,0.0001,noncoding
NC_066859.1_26713402_26714068_Cucumis_melo,0.8697,coding
NC_066859.1_26757278_26756894_Cucumis_melo,0.9841,coding
NC_066859.1_26984136_26984019_Cucumis_melo,0.0010,noncoding
NC_066859.1_27295447_27295589_Cucumis_melo,0.0005,noncoding
NC_066859.1_27801107_27801213_Cucumis_melo,0.0001,noncoding
NC_066859.1_27865799_27865707_Cucumis_melo,0.0013,noncoding
NC_066859.1_28150038_28150236_Cucumis_melo,0.0002,noncoding
NC_066859.1_28195561_28196027_Cucumis_melo,0.9894,coding
NC_066859.1_28304321_28304150_Cucumis_melo,0.0001,noncoding
NC_066859.1_28491681_28491770_Cucumis_melo,0.0004,noncoding
NC_066859.1_28670913_28670825_Cucumis_melo,0.0010,noncoding
NC_066859.1_28909699_28910094_Cucumis_melo,0.9772,coding
