Name,Score,Start,End
NC_058369.1_153604150_153603933_aligned.fa,13.2806,none,none
NC_058376.1_134122448_134122341_aligned.fa,-21.2059,none,none
OffNeg_NC_058373.1_74727585_74727434_aligned.fa,-36.6408,none,none
NC_058372.1_35210487_35211546_aligned.fa,29.7074,none,none
OffNeg_NC_058381.1_42261206_42261091_aligned.fa,-79.2655,none,none
OffNeg_NC_058384.1_2106208_2106362_aligned.fa,-19.3421,none,none
OffPos_NC_058369.1_146136242_146136029_aligned.fa,-85.0687,none,none
NC_058377.1_74354163_74354289_aligned.fa,-58.0814,none,none
NC_058369.1_5784665_5784761_aligned.fa,-63.1207,none,none
OffNeg_NC_058374.1_41528072_41528192_aligned.fa,-190.8708,none,none
OffPos_NC_058368.1_82070506_82070669_aligned.fa,2.4234,none,none
OffPos_NC_058386.1_41667868_41667972_aligned.fa,-26.2557,none,none
NC_058384.1_2679641_2679740_aligned.fa,-17.4612,none,none
OffPos_NC_058378.1_54302993_54302817_aligned.fa,-128.1133,none,none
NC_058373.1_61845388_61845516_aligned.fa,-119.5435,none,none
OffPos_NC_058368.1_108744_108897_aligned.fa,-184.6720,none,none
OffNeg_NC_058380.1_29577236_29577098_aligned.fa,-227.8389,none,none
OffPos_NC_058384.1_33247925_33248062_aligned.fa,-2.8991,none,none
OffNeg_NC_058375.1_173873820_173873928_aligned.fa,-40.8584,none,none
OffPos_NC_058375.1_148298486_148298683_aligned.fa,-92.7433,none,none
NC_058374.1_83028046_83027894_aligned.fa,-63.4878,none,none
OffPos_NC_058382.1_28124450_28124541_aligned.fa,-74.5655,none,none
OffPos_NC_058374.1_141858160_141857991_aligned.fa,-129.5306,none,none
NC_058385.1_12199700_12200144_aligned.fa,59.6685,none,none
OffPos_NW_025408497.1_129419_129534_aligned.fa,-97.9775,none,none
OffNeg_NC_058378.1_60892397_60892513_aligned.fa,-31.3358,none,none
NC_058372.1_66310274_66310120_aligned.fa,-20.9842,none,none
OffNeg_NC_058375.1_6835857_6835694_aligned.fa,-87.1364,none,none
OffPos_NC_058380.1_74201636_74201744_aligned.fa,-228.8912,none,none
OffNeg_NC_058368.1_46256226_46256082_aligned.fa,-133.5746,none,none
OffNeg_NC_058386.1_127236196_127236086_aligned.fa,-43.1583,none,none
OffNeg_NC_058383.1_28519205_28519334_aligned.fa,-105.5182,none,none
OffNeg_NC_058373.1_118164849_118164948_aligned.fa,3.0380,none,none
OffPos_NC_058379.1_44480851_44480738_aligned.fa,-124.2089,none,none
OffNeg_NC_058375.1_117324594_117324312_aligned.fa,-376.9920,none,none
OffPos_NC_058382.1_30977788_30977899_aligned.fa,-58.8499,none,none
OffNeg_NC_058381.1_40325586_40325460_aligned.fa,-132.0923,none,none
OffNeg_NC_058375.1_47659983_47659754_aligned.fa,-229.0091,none,none
OffPos_NC_058386.1_41318817_41318947_aligned.fa,-104.6938,none,none
OffNeg_NC_058370.1_19453847_19453946_aligned.fa,-203.1677,none,none
OffPos_NC_058368.1_195674942_195675074_aligned.fa,-73.7774,none,none
OffPos_NC_058369.1_13417351_13417606_aligned.fa,-354.6878,none,none
OffPos_NC_058368.1_115036438_115036639_aligned.fa,-101.9348,none,none
OffNeg_NC_058385.1_8722490_8722349_aligned.fa,-63.4271,none,none
OffPos_NC_058377.1_33147179_33147077_aligned.fa,2.4301,none,none
NC_058369.1_150665936_150665764_aligned.fa,-158.1418,none,none
OffNeg_NC_058378.1_39641529_39641906_aligned.fa,-599.4507,none,none
NC_058378.1_60659674_60659880_aligned.fa,-17.5603,none,none
OffNeg_NC_058369.1_46429481_46429623_aligned.fa,0.2390,none,none
NC_058372.1_17015897_17016013_aligned.fa,-30.4850,none,none
OffPos_NC_058383.1_29603983_29603890_aligned.fa,-8.1635,none,none
NC_058381.1_44594615_44594502_aligned.fa,-66.4466,none,none
OffNeg_NC_058377.1_65482105_65481995_aligned.fa,-97.8433,none,none
OffNeg_NC_058372.1_129204197_129204365_aligned.fa,7.3848,none,none
OffPos_NC_058376.1_83254704_83254816_aligned.fa,-126.0472,none,none
OffNeg_NC_058384.1_65826268_65825989_aligned.fa,-374.3861,none,none
NC_058378.1_31411212_31411315_aligned.fa,-41.6589,none,none
NC_058371.1_42852374_42852489_aligned.fa,-2.4213,none,none
OffPos_NC_058379.1_75722758_75722863_aligned.fa,-181.7389,none,none
OffNeg_NC_058368.1_211831080_211831224_aligned.fa,-150.2707,none,none
NC_058370.1_12533599_12533396_aligned.fa,102.2460,none,none
