Name,Score,Label
NC_054857.1_1017696_1017917_Aspergillus_puulaauensis,-2.144740,Non-coding
NC_054857.1_105292_105486_Aspergillus_puulaauensis,-1.958760,Non-coding
NC_054857.1_1060342_1059931_Aspergillus_puulaauensis,-1.592110,Non-coding
NC_054857.1_1086192_1086638_Aspergillus_puulaauensis,-1.799190,Non-coding
NC_054857.1_1087754_1087290_Aspergillus_puulaauensis,-1.211090,Non-coding
NC_054857.1_1116103_1116964_Aspergillus_puulaauensis,-0.777485,Non-coding
NC_054857.1_1149480_1149364_Aspergillus_puulaauensis,-2.280390,Non-coding
NC_054857.1_1237158_1236834_Aspergillus_puulaauensis,-1.891260,Non-coding
NC_054857.1_1268505_1268332_Aspergillus_puulaauensis,-1.939680,Non-coding
NC_054857.1_1291948_1291686_Aspergillus_puulaauensis,-1.780740,Non-coding
NC_054857.1_1312260_1312679_Aspergillus_puulaauensis,-2.097840,Non-coding
NC_054857.1_1376969_1377107_Aspergillus_puulaauensis,-2.278630,Non-coding
NC_054857.1_1420388_1420203_Aspergillus_puulaauensis,-1.435830,Non-coding
NC_054857.1_1422657_1422239_Aspergillus_puulaauensis,-2.326210,Non-coding
NC_054857.1_1444338_1444122_Aspergillus_puulaauensis,-1.963880,Non-coding
NC_054857.1_1469653_1469308_Aspergillus_puulaauensis,-1.864370,Non-coding
NC_054857.1_1490894_1490749_Aspergillus_puulaauensis,-2.403440,Non-coding
NC_054857.1_1493254_1493168_Aspergillus_puulaauensis,-2.311050,Non-coding
NC_054857.1_1512368_1512215_Aspergillus_puulaauensis,-2.021380,Non-coding
NC_054857.1_153440_154113_Aspergillus_puulaauensis,-0.453621,Non-coding
NC_054857.1_154473_154307_Aspergillus_puulaauensis,-2.071440,Non-coding
NC_054857.1_1574185_1575274_Aspergillus_puulaauensis,-0.995116,Non-coding
NC_054857.1_1594099_1594417_Aspergillus_puulaauensis,-1.690720,Non-coding
NC_054857.1_1595652_1596772_Aspergillus_puulaauensis,-0.123447,Non-coding
NC_054857.1_1638028_1637937_Aspergillus_puulaauensis,-2.112890,Non-coding
NC_054857.1_1681992_1682753_Aspergillus_puulaauensis,-0.816611,Non-coding
NC_054857.1_1693422_1693015_Aspergillus_puulaauensis,-1.477730,Non-coding
NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,-1.963330,Non-coding
NC_054857.1_1704421_1705327_Aspergillus_puulaauensis,-1.114680,Non-coding
NC_054857.1_1710857_1710986_Aspergillus_puulaauensis,-2.100670,Non-coding
NC_054857.1_1712185_1712065_Aspergillus_puulaauensis,-2.067290,Non-coding
NC_054857.1_175766_176192_Aspergillus_puulaauensis,-1.449670,Non-coding
NC_054857.1_1824623_1824402_Aspergillus_puulaauensis,-1.893400,Non-coding
NC_054857.1_1825725_1825823_Aspergillus_puulaauensis,-2.254370,Non-coding
NC_054857.1_1857023_1857550_Aspergillus_puulaauensis,-1.203980,Non-coding
NC_054857.1_1875479_1875564_Aspergillus_puulaauensis,-2.318040,Non-coding
NC_054857.1_1879625_1879480_Aspergillus_puulaauensis,-2.023610,Non-coding
NC_054857.1_1881589_1881878_Aspergillus_puulaauensis,-2.223680,Non-coding
NC_054857.1_1881941_1882069_Aspergillus_puulaauensis,-1.848920,Non-coding
NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,-1.429590,Non-coding
NC_054857.1_1945425_1945506_Aspergillus_puulaauensis,-2.556830,Non-coding
NC_054857.1_2031966_2032049_Aspergillus_puulaauensis,-2.205650,Non-coding
NC_054857.1_2062741_2062867_Aspergillus_puulaauensis,-2.160240,Non-coding
NC_054857.1_2088903_2089769_Aspergillus_puulaauensis,-0.638754,Non-coding
NC_054857.1_214391_214616_Aspergillus_puulaauensis,-1.942590,Non-coding
NC_054857.1_2155202_2154431_Aspergillus_puulaauensis,-0.632814,Non-coding
NC_054857.1_2222971_2223174_Aspergillus_puulaauensis,-2.177930,Non-coding
NC_054857.1_2244922_2245035_Aspergillus_puulaauensis,-2.246410,Non-coding
NC_054857.1_2269076_2268796_Aspergillus_puulaauensis,-1.862470,Non-coding
NC_054857.1_2320940_2319965_Aspergillus_puulaauensis,-1.243330,Non-coding
NC_054857.1_2375710_2375627_Aspergillus_puulaauensis,-2.241930,Non-coding
NC_054857.1_2392940_2393201_Aspergillus_puulaauensis,-1.393250,Non-coding
NC_054857.1_2447596_2447715_Aspergillus_puulaauensis,-2.381790,Non-coding
NC_054857.1_2449753_2449624_Aspergillus_puulaauensis,-1.869560,Non-coding
NC_054857.1_2465745_2465859_Aspergillus_puulaauensis,-1.987380,Non-coding
NC_054857.1_2477444_2478015_Aspergillus_puulaauensis,-1.143170,Non-coding
NC_054857.1_2501116_2501200_Aspergillus_puulaauensis,-2.352100,Non-coding
NC_054857.1_2524069_2523884_Aspergillus_puulaauensis,-1.252920,Non-coding
NC_054857.1_257343_257678_Aspergillus_puulaauensis,-0.216326,Non-coding
NC_054857.1_2612020_2612311_Aspergillus_puulaauensis,-1.518720,Non-coding
NC_054857.1_265610_265754_Aspergillus_puulaauensis,-1.926150,Non-coding
NC_054857.1_2657425_2657556_Aspergillus_puulaauensis,-2.054730,Non-coding
NC_054857.1_2690148_2690235_Aspergillus_puulaauensis,-2.120400,Non-coding
NC_054857.1_2740932_2740379_Aspergillus_puulaauensis,-0.581388,Non-coding
NC_054857.1_2755132_2755285_Aspergillus_puulaauensis,-2.045250,Non-coding
NC_054857.1_2811608_2811495_Aspergillus_puulaauensis,-2.300370,Non-coding
NC_054857.1_2836467_2836184_Aspergillus_puulaauensis,-1.617190,Non-coding
NC_054857.1_2859032_2859166_Aspergillus_puulaauensis,-1.974640,Non-coding
NC_054857.1_2861532_2861647_Aspergillus_puulaauensis,-1.905410,Non-coding
NC_054857.1_2865502_2865359_Aspergillus_puulaauensis,-2.259470,Non-coding
NC_054857.1_2918407_2917708_Aspergillus_puulaauensis,-0.177956,Non-coding
NC_054857.1_2937335_2937884_Aspergillus_puulaauensis,-1.329600,Non-coding
NC_054857.1_300743_300841_Aspergillus_puulaauensis,-2.306070,Non-coding
NC_054857.1_3007976_3008075_Aspergillus_puulaauensis,-2.217610,Non-coding
NC_054857.1_3036899_3037192_Aspergillus_puulaauensis,-2.142820,Non-coding
NC_054857.1_3048801_3049872_Aspergillus_puulaauensis,0.045649,Coding
NC_054857.1_3049946_3050390_Aspergillus_puulaauensis,-1.122300,Non-coding
NC_054857.1_3059363_3058421_Aspergillus_puulaauensis,-0.889264,Non-coding
NC_054857.1_3062689_3062778_Aspergillus_puulaauensis,-2.505210,Non-coding
NC_054857.1_3064239_3064836_Aspergillus_puulaauensis,-1.749690,Non-coding
NC_054857.1_3109846_3109756_Aspergillus_puulaauensis,-2.343340,Non-coding
NC_054857.1_3144646_3144796_Aspergillus_puulaauensis,-2.037200,Non-coding
NC_054857.1_3168567_3169234_Aspergillus_puulaauensis,-1.237790,Non-coding
NC_054857.1_3173585_3173426_Aspergillus_puulaauensis,-1.979140,Non-coding
NC_054857.1_3183845_3183685_Aspergillus_puulaauensis,-1.626570,Non-coding
NC_054857.1_3184942_3183896_Aspergillus_puulaauensis,-1.107950,Non-coding
NC_054857.1_3186707_3186829_Aspergillus_puulaauensis,-2.184820,Non-coding
NC_054857.1_3187234_3187441_Aspergillus_puulaauensis,-2.135760,Non-coding
NC_054857.1_3200545_3199521_Aspergillus_puulaauensis,-1.003700,Non-coding
NC_054857.1_3200934_3200848_Aspergillus_puulaauensis,-2.103610,Non-coding
NC_054857.1_3207758_3208188_Aspergillus_puulaauensis,-1.024600,Non-coding
NC_054857.1_321425_321084_Aspergillus_puulaauensis,-1.020910,Non-coding
NC_054857.1_3358793_3359131_Aspergillus_puulaauensis,-1.683340,Non-coding
NC_054857.1_337509_337414_Aspergillus_puulaauensis,-2.220540,Non-coding
NC_054857.1_3393766_3393585_Aspergillus_puulaauensis,-1.989080,Non-coding
NC_054857.1_343165_342220_Aspergillus_puulaauensis,-0.011080,Non-coding
NC_054857.1_3510109_3510324_Aspergillus_puulaauensis,-2.175740,Non-coding
NC_054857.1_3515361_3516134_Aspergillus_puulaauensis,-1.635470,Non-coding
NC_054857.1_3516213_3516739_Aspergillus_puulaauensis,-1.448430,Non-coding
NC_054857.1_3530158_3530610_Aspergillus_puulaauensis,-1.226820,Non-coding
NC_054857.1_3538424_3537660_Aspergillus_puulaauensis,-0.870936,Non-coding
NC_054857.1_357236_356738_Aspergillus_puulaauensis,-0.846277,Non-coding
NC_054857.1_362096_362227_Aspergillus_puulaauensis,-1.936270,Non-coding
NC_054857.1_3633614_3633708_Aspergillus_puulaauensis,-2.116230,Non-coding
NC_054857.1_3634262_3634526_Aspergillus_puulaauensis,-1.663620,Non-coding
NC_054857.1_3643026_3643203_Aspergillus_puulaauensis,-2.071590,Non-coding
NC_054857.1_3663703_3663228_Aspergillus_puulaauensis,-1.458200,Non-coding
