Name,Score,Label
NC_066857.1_10150200_10150119_Cucumis_melo,0.25509,noncoding
NC_066857.1_10185436_10185211_Cucumis_melo,0.76207,coding
NC_066857.1_1031973_1031838_Cucumis_melo,0.16494,noncoding
NC_066857.1_1046858_1046688_Cucumis_melo,0.19124,noncoding
NC_066857.1_1058868_1058588_Cucumis_melo,0.98958,coding
NC_066857.1_11401730_11401630_Cucumis_melo,0.51052,coding
NC_066857.1_11699537_11699322_Cucumis_melo,0.25605,noncoding
NC_066857.1_1188562_1189007_Cucumis_melo,0.99609,coding
NC_066857.1_13060604_13060704_Cucumis_melo,0.06724,noncoding
NC_066857.1_1330646_1330741_Cucumis_melo,0.08728,noncoding
NC_066857.1_1519602_1519505_Cucumis_melo,0.54296,coding
NC_066857.1_15305570_15305110_Cucumis_melo,0.92316,coding
NC_066857.1_15413202_15412541_Cucumis_melo,0.99114,coding
NC_066857.1_1619049_1618949_Cucumis_melo,0.83303,coding
NC_066857.1_1624634_1624534_Cucumis_melo,0.52888,coding
NC_066857.1_16321748_16321830_Cucumis_melo,0.78469,coding
NC_066857.1_16451381_16451266_Cucumis_melo,0.13167,noncoding
NC_066857.1_16597880_16597985_Cucumis_melo,0.06539,noncoding
NC_066857.1_16906070_16906463_Cucumis_melo,0.98801,coding
NC_066857.1_17217112_17216979_Cucumis_melo,0.50115,coding
NC_066857.1_17421844_17421982_Cucumis_melo,0.50335,coding
NC_066857.1_17441800_17441614_Cucumis_melo,0.13169,noncoding
NC_066857.1_1746074_1746167_Cucumis_melo,0.07403,noncoding
NC_066857.1_17552309_17551650_Cucumis_melo,0.99573,coding
NC_066857.1_17567408_17567294_Cucumis_melo,0.89244,coding
NC_066857.1_1864776_1864649_Cucumis_melo,0.22526,noncoding
NC_066857.1_1997165_1997066_Cucumis_melo,0.46803,noncoding
NC_066857.1_20708049_20707949_Cucumis_melo,0.15242,noncoding
NC_066857.1_2110250_2110078_Cucumis_melo,0.50013,coding
NC_066857.1_21308024_21307620_Cucumis_melo,0.97017,coding
NC_066857.1_22785337_22785513_Cucumis_melo,0.13178,noncoding
NC_066857.1_2280365_2280469_Cucumis_melo,0.66459,coding
NC_066857.1_2333573_2333728_Cucumis_melo,0.23357,noncoding
NC_066857.1_23377299_23377569_Cucumis_melo,0.96163,coding
NC_066857.1_25204442_25204559_Cucumis_melo,0.31063,noncoding
NC_066857.1_26252485_26252393_Cucumis_melo,0.10776,noncoding
NC_066857.1_27026603_27026687_Cucumis_melo,0.17601,noncoding
NC_066857.1_28952234_28952411_Cucumis_melo,0.54022,coding
NC_066857.1_29128090_29127889_Cucumis_melo,0.97927,coding
NC_066857.1_2914258_2914426_Cucumis_melo,0.69541,coding
NC_066857.1_30374414_30373299_Cucumis_melo,0.99953,coding
NC_066857.1_30431996_30432272_Cucumis_melo,0.92920,coding
NC_066857.1_307584_307766_Cucumis_melo,0.10187,noncoding
NC_066857.1_30803104_30803016_Cucumis_melo,0.10284,noncoding
NC_066857.1_3097522_3097423_Cucumis_melo,0.62591,coding
NC_066857.1_3102072_3101911_Cucumis_melo,0.35898,noncoding
NC_066857.1_31435156_31435033_Cucumis_melo,0.41229,noncoding
NC_066857.1_31835027_31834910_Cucumis_melo,0.07732,noncoding
NC_066857.1_31857979_31858065_Cucumis_melo,0.04284,noncoding
NC_066857.1_3186680_3187211_Cucumis_melo,0.99949,coding
NC_066857.1_32499935_32500387_Cucumis_melo,0.99716,coding
NC_066857.1_32712614_32712476_Cucumis_melo,0.07057,noncoding
NC_066857.1_32742241_32742364_Cucumis_melo,0.06554,noncoding
NC_066857.1_32873730_32873649_Cucumis_melo,0.16452,noncoding
NC_066857.1_3296212_3296410_Cucumis_melo,0.74527,coding
NC_066857.1_33200420_33200189_Cucumis_melo,0.09322,noncoding
NC_066857.1_33487543_33487713_Cucumis_melo,0.07986,noncoding
NC_066857.1_33503834_33503946_Cucumis_melo,0.19727,noncoding
NC_066857.1_33791747_33791663_Cucumis_melo,0.53902,coding
NC_066857.1_34037083_34036989_Cucumis_melo,0.17368,noncoding
NC_066857.1_34047793_34047686_Cucumis_melo,0.08696,noncoding
NC_066857.1_34119569_34119680_Cucumis_melo,0.08214,noncoding
NC_066857.1_34442833_34442593_Cucumis_melo,0.88745,coding
NC_066857.1_34759433_34759325_Cucumis_melo,0.12184,noncoding
NC_066857.1_34761952_34761869_Cucumis_melo,0.10799,noncoding
NC_066857.1_34787118_34787219_Cucumis_melo,0.13362,noncoding
NC_066857.1_34975853_34975679_Cucumis_melo,0.74243,coding
NC_066857.1_35161021_35160921_Cucumis_melo,0.15022,noncoding
NC_066857.1_35275055_35274962_Cucumis_melo,0.04566,noncoding
NC_066857.1_35486963_35487163_Cucumis_melo,0.88867,coding
NC_066857.1_35688539_35687997_Cucumis_melo,0.99205,coding
NC_066857.1_3591450_3591565_Cucumis_melo,0.20701,noncoding
NC_066857.1_36624687_36624843_Cucumis_melo,0.35816,noncoding
NC_066857.1_36746345_36746458_Cucumis_melo,0.12449,noncoding
NC_066857.1_36747366_36747559_Cucumis_melo,0.84030,coding
NC_066857.1_36803632_36803776_Cucumis_melo,0.12177,noncoding
NC_066857.1_36841918_36842156_Cucumis_melo,0.95107,coding
