Name,Score,Start,End,Fickett,pI,ORF_integrity,Label
NC_054857.1_1017696_1017917_Aspergillus_puulaauensis,7.67756e-05,none,none,0.6862,9.42803955078,0,noncoding
NC_054857.1_105292_105486_Aspergillus_puulaauensis,0.000296958,none,none,0.6039,7.74188232422,0,noncoding
NC_054857.1_1060342_1059931_Aspergillus_puulaauensis,0.000725128,none,none,1.0993,9.48150634766,0,noncoding
NC_054857.1_1086192_1086638_Aspergillus_puulaauensis,0.000508499,none,none,0.895,5.16461181641,0,noncoding
NC_054857.1_1087754_1087290_Aspergillus_puulaauensis,0.000100707,none,none,1.1513,5.31658935547,0,noncoding
NC_054857.1_1116103_1116964_Aspergillus_puulaauensis,0.00158097,none,none,1.0402,4.59063720703,0,noncoding
NC_054857.1_1149480_1149364_Aspergillus_puulaauensis,0.000324877,none,none,0.6978,9.49273681641,0,noncoding
NC_054857.1_1237158_1236834_Aspergillus_puulaauensis,0.000226278,none,none,0.7233,8.27398681641,0,noncoding
NC_054857.1_1268505_1268332_Aspergillus_puulaauensis,0.00353305,none,none,1.2,6.00616455078,0,noncoding
NC_054857.1_1291948_1291686_Aspergillus_puulaauensis,0.000561798,none,none,0.6469,6.70343017578,0,noncoding
NC_054857.1_1312260_1312679_Aspergillus_puulaauensis,0.000160669,none,none,0.8301,9.21624755859,0,noncoding
NC_054857.1_1376969_1377107_Aspergillus_puulaauensis,0.00035953,none,none,0.773,10.7864379883,0,noncoding
NC_054857.1_1420388_1420203_Aspergillus_puulaauensis,0.0175443,none,none,1.1716,5.34332275391,0,noncoding
NC_054857.1_1422657_1422239_Aspergillus_puulaauensis,0.000681692,none,none,0.5525,8.96649169922,0,noncoding
NC_054857.1_1444338_1444122_Aspergillus_puulaauensis,0.00120063,none,none,0.4982,11.4371948242,0,noncoding
NC_054857.1_1469653_1469308_Aspergillus_puulaauensis,8.48926e-05,none,none,0.8201,5.97088623047,0,noncoding
NC_054857.1_1490894_1490749_Aspergillus_puulaauensis,0.000891727,none,none,0.6992,3.49224853516,0,noncoding
NC_054857.1_1493254_1493168_Aspergillus_puulaauensis,0.00059008,none,none,0.7665,11.705871582,0,noncoding
NC_054857.1_1512368_1512215_Aspergillus_puulaauensis,0.00255418,none,none,0.935,12.307434082,0,noncoding
NC_054857.1_153440_154113_Aspergillus_puulaauensis,0.000111173,none,none,0.9385,9.53436279297,0,noncoding
NC_054857.1_154473_154307_Aspergillus_puulaauensis,0.000233366,none,none,0.8412,4.33343505859,0,noncoding
NC_054857.1_1574185_1575274_Aspergillus_puulaauensis,0.000306935,none,none,0.9859,5.55999755859,0,noncoding
NC_054857.1_1594099_1594417_Aspergillus_puulaauensis,0.000713161,none,none,0.7167,9.79742431641,0,noncoding
NC_054857.1_1595652_1596772_Aspergillus_puulaauensis,0.0027796,none,none,0.9626,4.34344482422,0,noncoding
NC_054857.1_1638028_1637937_Aspergillus_puulaauensis,0.0325098,none,none,1.0734,4.03228759766,0,noncoding
NC_054857.1_1681992_1682753_Aspergillus_puulaauensis,0.000905758,none,none,1.1167,9.32623291016,0,noncoding
NC_054857.1_1693422_1693015_Aspergillus_puulaauensis,0.000539182,none,none,0.7499,4.96124267578,0,noncoding
NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,0.0019476,none,none,0.8232,3.91900634766,0,noncoding
NC_054857.1_1704421_1705327_Aspergillus_puulaauensis,0.000610651,none,none,0.7528,10.4860229492,0,noncoding
NC_054857.1_1710857_1710986_Aspergillus_puulaauensis,0.000287613,none,none,1.0732,4.28009033203,0,noncoding
NC_054857.1_1712185_1712065_Aspergillus_puulaauensis,0.000663854,none,none,0.85,6.01409912109,0,noncoding
NC_054857.1_175766_176192_Aspergillus_puulaauensis,6.01365e-05,none,none,0.73,8.70758056641,0,noncoding
NC_054857.1_1824623_1824402_Aspergillus_puulaauensis,0.00115441,none,none,0.7027,5.04949951172,0,noncoding
NC_054857.1_1825725_1825823_Aspergillus_puulaauensis,8.41512e-05,none,none,0.7484,5.78948974609,0,noncoding
NC_054857.1_1857023_1857550_Aspergillus_puulaauensis,0.000290687,none,none,1.1389,4.85552978516,0,noncoding
NC_054857.1_1875479_1875564_Aspergillus_puulaauensis,0.000762218,none,none,0.8952,7.97564697266,0,noncoding
NC_054857.1_1879625_1879480_Aspergillus_puulaauensis,0.000174748,none,none,0.7772,9.18389892578,0,noncoding
NC_054857.1_1881589_1881878_Aspergillus_puulaauensis,0.000218779,none,none,0.7526,4.91937255859,0,noncoding
NC_054857.1_1881941_1882069_Aspergillus_puulaauensis,0.000446823,none,none,0.6598,9.98443603516,0,noncoding
NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,0.00117504,none,none,0.5387,7.84588623047,0,noncoding
NC_054857.1_1945425_1945506_Aspergillus_puulaauensis,0.000133868,none,none,0.697,10.3062133789,0,noncoding
NC_054857.1_2031966_2032049_Aspergillus_puulaauensis,5.91479e-05,none,none,0.6353,6.37677001953,0,noncoding
NC_054857.1_2062741_2062867_Aspergillus_puulaauensis,0.000112274,none,none,0.6137,6.49139404297,0,noncoding
NC_054857.1_2088903_2089769_Aspergillus_puulaauensis,0.000567961,none,none,1.0132,7.00811767578,0,noncoding
NC_054857.1_214391_214616_Aspergillus_puulaauensis,0.0211215,none,none,1.149,4.81353759766,0,noncoding
NC_054857.1_2155202_2154431_Aspergillus_puulaauensis,0.0015389,none,none,1.0108,4.78411865234,0,noncoding
NC_054857.1_2222971_2223174_Aspergillus_puulaauensis,0.00012988,none,none,0.8141,5.53826904297,0,noncoding
NC_054857.1_2244922_2245035_Aspergillus_puulaauensis,0.000322634,none,none,0.7512,8.88433837891,0,noncoding
NC_054857.1_2269076_2268796_Aspergillus_puulaauensis,0.000103539,none,none,0.8397,9.00665283203,0,noncoding
NC_054857.1_2320940_2319965_Aspergillus_puulaauensis,0.000275013,none,none,0.7542,7.65130615234,0,noncoding
NC_054857.1_2375710_2375627_Aspergillus_puulaauensis,0.000287609,none,none,0.7455,10.2772827148,0,noncoding
NC_054857.1_2392940_2393201_Aspergillus_puulaauensis,0.000254157,none,none,1.0515,9.25079345703,0,noncoding
NC_054857.1_2447596_2447715_Aspergillus_puulaauensis,4.46183e-05,none,none,0.7732,8.58709716797,0,noncoding
NC_054857.1_2449753_2449624_Aspergillus_puulaauensis,0.00174616,none,none,1.0941,11.3466186523,0,noncoding
NC_054857.1_2465745_2465859_Aspergillus_puulaauensis,8.52551e-05,none,none,0.7763,4.35882568359,0,noncoding
NC_054857.1_2477444_2478015_Aspergillus_puulaauensis,0.00182856,none,none,0.6119,6.97296142578,0,noncoding
NC_054857.1_2501116_2501200_Aspergillus_puulaauensis,0.00046668,none,none,0.5091,3.56341552734,0,noncoding
NC_054857.1_2524069_2523884_Aspergillus_puulaauensis,4.39865e-05,none,none,1.0322,9.62908935547,0,noncoding
NC_054857.1_257343_257678_Aspergillus_puulaauensis,0.000364842,none,none,0.5592,6.25164794922,0,noncoding
NC_054857.1_2612020_2612311_Aspergillus_puulaauensis,0.00266899,none,none,1.1192,9.01873779297,0,noncoding
NC_054857.1_265610_265754_Aspergillus_puulaauensis,5.63058e-05,none,none,1.0218,4.69842529297,0,noncoding
NC_054857.1_2657425_2657556_Aspergillus_puulaauensis,0.000584645,none,none,0.8158,4.67706298828,0,noncoding
NC_054857.1_2690148_2690235_Aspergillus_puulaauensis,0.000624456,none,none,0.7867,5.27496337891,0,noncoding
NC_054857.1_2740932_2740379_Aspergillus_puulaauensis,0.00173637,none,none,1.1669,4.53765869141,0,noncoding
