Name,Score,Label
NC_054857.1_1017696_1017917_Aspergillus_puulaauensis,0.34330,noncoding
NC_054857.1_105292_105486_Aspergillus_puulaauensis,0.93644,coding
NC_054857.1_1060342_1059931_Aspergillus_puulaauensis,0.97518,coding
NC_054857.1_1086192_1086638_Aspergillus_puulaauensis,0.99609,coding
NC_054857.1_1087754_1087290_Aspergillus_puulaauensis,0.99649,coding
NC_054857.1_1116103_1116964_Aspergillus_puulaauensis,0.99975,coding
NC_054857.1_1149480_1149364_Aspergillus_puulaauensis,0.22840,noncoding
NC_054857.1_1237158_1236834_Aspergillus_puulaauensis,0.43429,noncoding
NC_054857.1_1268505_1268332_Aspergillus_puulaauensis,0.91029,coding
NC_054857.1_1291948_1291686_Aspergillus_puulaauensis,0.87594,coding
NC_054857.1_1312260_1312679_Aspergillus_puulaauensis,0.96055,coding
NC_054857.1_1376969_1377107_Aspergillus_puulaauensis,0.61760,coding
NC_054857.1_1420388_1420203_Aspergillus_puulaauensis,0.96806,coding
NC_054857.1_1422657_1422239_Aspergillus_puulaauensis,0.73041,coding
NC_054857.1_1444338_1444122_Aspergillus_puulaauensis,0.87819,coding
NC_054857.1_1469653_1469308_Aspergillus_puulaauensis,0.63938,coding
NC_054857.1_1490894_1490749_Aspergillus_puulaauensis,0.32273,noncoding
NC_054857.1_1493254_1493168_Aspergillus_puulaauensis,0.80252,coding
NC_054857.1_1512368_1512215_Aspergillus_puulaauensis,0.69841,coding
NC_054857.1_153440_154113_Aspergillus_puulaauensis,0.96812,coding
NC_054857.1_154473_154307_Aspergillus_puulaauensis,0.89059,coding
NC_054857.1_1574185_1575274_Aspergillus_puulaauensis,0.99603,coding
NC_054857.1_1594099_1594417_Aspergillus_puulaauensis,0.88814,coding
NC_054857.1_1595652_1596772_Aspergillus_puulaauensis,0.99909,coding
NC_054857.1_1638028_1637937_Aspergillus_puulaauensis,0.72762,coding
NC_054857.1_1681992_1682753_Aspergillus_puulaauensis,0.99655,coding
NC_054857.1_1693422_1693015_Aspergillus_puulaauensis,0.98935,coding
NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,0.96096,coding
NC_054857.1_1704421_1705327_Aspergillus_puulaauensis,0.97500,coding
NC_054857.1_1710857_1710986_Aspergillus_puulaauensis,0.95570,coding
