Name,Score,Label
NC_058368.1_100143404_100143247_Felis_catus,-1.995970,Non-coding
NC_058368.1_100944920_100945064_Felis_catus,-2.128150,Non-coding
NC_058368.1_10339999_10339865_Felis_catus,-2.528070,Non-coding
NC_058368.1_108744_108897_Felis_catus,-2.216780,Non-coding
NC_058368.1_11354751_11354850_Felis_catus,-2.278920,Non-coding
NC_058368.1_113885875_113885734_Felis_catus,-2.012380,Non-coding
NC_058368.1_114260154_114260058_Felis_catus,-2.368510,Non-coding
NC_058368.1_114513551_114513398_Felis_catus,-2.292480,Non-coding
NC_058368.1_114540234_114540317_Felis_catus,-2.266180,Non-coding
NC_058368.1_1149651_1149772_Felis_catus,-2.139820,Non-coding
NC_058368.1_115036438_115036639_Felis_catus,-1.354770,Non-coding
NC_058368.1_116262586_116262412_Felis_catus,-1.397290,Non-coding
NC_058368.1_116549380_116549488_Felis_catus,-2.227210,Non-coding
NC_058368.1_121418686_121418547_Felis_catus,-2.138540,Non-coding
NC_058368.1_122834981_122834852_Felis_catus,-0.860730,Non-coding
NC_058368.1_123601720_123601852_Felis_catus,-2.263790,Non-coding
NC_058368.1_127209649_127209560_Felis_catus,-2.089300,Non-coding
NC_058368.1_132522425_132522295_Felis_catus,-2.107200,Non-coding
NC_058368.1_135820738_135820895_Felis_catus,-1.805180,Non-coding
NC_058368.1_139073729_139073580_Felis_catus,-2.096070,Non-coding
NC_058368.1_139486900_139486810_Felis_catus,-2.070080,Non-coding
NC_058368.1_141985495_141985332_Felis_catus,-1.781480,Non-coding
NC_058368.1_144199406_144199290_Felis_catus,-2.542330,Non-coding
NC_058368.1_1476164_1476058_Felis_catus,-2.245170,Non-coding
NC_058368.1_172162181_172162292_Felis_catus,-2.445880,Non-coding
NC_058368.1_172841533_172841652_Felis_catus,-2.216230,Non-coding
NC_058368.1_174607086_174606873_Felis_catus,-2.136000,Non-coding
NC_058368.1_176376836_176376741_Felis_catus,-1.754660,Non-coding
NC_058368.1_178153059_178152976_Felis_catus,-2.345720,Non-coding
NC_058368.1_186062362_186062255_Felis_catus,-2.276000,Non-coding
NC_058368.1_187313362_187313448_Felis_catus,-2.027530,Non-coding
NC_058368.1_187589220_187589352_Felis_catus,-1.751570,Non-coding
NC_058368.1_189823176_189823285_Felis_catus,-2.185450,Non-coding
NC_058368.1_192327387_192327550_Felis_catus,-1.605110,Non-coding
NC_058368.1_195468379_195468549_Felis_catus,-2.163940,Non-coding
NC_058368.1_195674942_195675074_Felis_catus,-1.649080,Non-coding
NC_058368.1_197344342_197344427_Felis_catus,-1.779570,Non-coding
NC_058368.1_209242684_209242800_Felis_catus,-2.200320,Non-coding
NC_058368.1_210817187_210817016_Felis_catus,-2.052660,Non-coding
NC_058368.1_211304612_211304762_Felis_catus,-2.076200,Non-coding
NC_058368.1_211471101_211470951_Felis_catus,-1.954740,Non-coding
NC_058368.1_211831080_211831224_Felis_catus,-0.597536,Non-coding
NC_058368.1_212139249_212139419_Felis_catus,-1.714950,Non-coding
NC_058368.1_218669458_218670340_Felis_catus,-0.493052,Non-coding
NC_058368.1_21920699_21920840_Felis_catus,-1.722260,Non-coding
NC_058368.1_227532305_227532156_Felis_catus,-1.937780,Non-coding
NC_058368.1_228160298_228160522_Felis_catus,-1.730560,Non-coding
NC_058368.1_235549112_235548974_Felis_catus,-1.857850,Non-coding
NC_058368.1_24429895_24429808_Felis_catus,-2.072120,Non-coding
NC_058368.1_24983098_24983259_Felis_catus,-1.993320,Non-coding
NC_058368.1_25016218_25016410_Felis_catus,-1.889060,Non-coding
NC_058368.1_28922554_28922664_Felis_catus,-1.999230,Non-coding
NC_058368.1_36138269_36138141_Felis_catus,-2.542560,Non-coding
NC_058368.1_46256226_46256082_Felis_catus,-1.921910,Non-coding
NC_058368.1_51189148_51189025_Felis_catus,-1.631420,Non-coding
NC_058368.1_52701643_52701507_Felis_catus,-1.986550,Non-coding
NC_058368.1_5720500_5720605_Felis_catus,-1.964280,Non-coding
NC_058368.1_6469301_6469419_Felis_catus,-2.450460,Non-coding
NC_058368.1_67355289_67355371_Felis_catus,-2.369010,Non-coding
NC_058368.1_70915411_70915048_Felis_catus,-1.158570,Non-coding
NC_058368.1_72123430_72123293_Felis_catus,-1.927850,Non-coding
NC_058368.1_82070506_82070669_Felis_catus,-2.096740,Non-coding
NC_058368.1_82335840_82335678_Felis_catus,-1.623420,Non-coding
NC_058368.1_87415496_87415325_Felis_catus,-2.141440,Non-coding
NC_058368.1_87866546_87866464_Felis_catus,-2.208730,Non-coding
NC_058368.1_9533893_9533787_Felis_catus,-2.569450,Non-coding
NC_058369.1_10170702_10170849_Felis_catus,-2.051740,Non-coding
NC_058369.1_101763682_101763769_Felis_catus,-2.237890,Non-coding
NC_058369.1_10331009_10330773_Felis_catus,-0.583168,Non-coding
NC_058369.1_11366856_11366725_Felis_catus,-2.398060,Non-coding
NC_058369.1_12296002_12295858_Felis_catus,-1.595680,Non-coding
NC_058369.1_12351443_12351298_Felis_catus,-1.776490,Non-coding
NC_058369.1_125610264_125610164_Felis_catus,-2.273250,Non-coding
NC_058369.1_12707516_12707350_Felis_catus,-1.378030,Non-coding
NC_058369.1_12937217_12937025_Felis_catus,-1.536430,Non-coding
