Name,Score,Start,End,Fickett,pI,ORF_integrity,Label
OffNeg_NC_066861.1_1001201_1001393_Cucumis_melo_revComp,6.64459e-05,none,none,0.6497,9.86724853516,0,noncoding
Shuf_NC_066863.1_13247674_13247792_Cucumis_melo_revComp,0.000149735,none,none,0.6885,7.99908447266,0,noncoding
NC_066865.1_13232166_13232428_Cucumis_melo_revComp,0.00495021,none,none,0.7229,11.0003051758,0,noncoding
OffPos_NC_066860.1_27337020_27336797_Cucumis_melo_revComp,1.19171e-06,none,none,0.6048,4.08453369141,0,noncoding
OffNeg_NC_066861.1_8707605_8707517_Cucumis_melo_revComp,1.87955e-05,none,none,0.6431,9.78521728516,0,noncoding
OffPos_NC_066864.1_27544269_27544380_Cucumis_melo_revComp,0.000679122,none,none,0.4582,5.27471923828,0,noncoding
NC_066864.1_31929636_31929954_Cucumis_melo_revComp,0.000489444,none,none,0.5632,11.2041625977,0,noncoding
OffPos_NC_066861.1_1636361_1636235_Cucumis_melo_revComp,2.22651e-05,none,none,0.4557,10.6295776367,0,noncoding
NC_066858.1_1008452_1008574_Cucumis_melo_revComp,0.00041745,none,none,0.5103,4.50103759766,0,noncoding
OffPos_NC_066859.1_1339814_1339685_Cucumis_melo_revComp,0.00345748,none,none,0.5377,10.4198608398,0,noncoding
OffPos_NC_066857.1_30803104_30803016_Cucumis_melo_revComp,0.100099,none,none,0.8517,10.5236206055,0,noncoding
Shuf_NC_066858.1_24920998_24920916_Cucumis_melo_revComp,0.000509859,none,none,0.9168,10.2890014648,0,noncoding
OffNeg_NC_066860.1_3483753_3483917_Cucumis_melo_revComp,0.000242181,none,none,0.6534,9.83514404297,0,noncoding
OffNeg_NC_066866.1_2524007_2523730_Cucumis_melo_revComp,0.000388391,none,none,0.6035,7.79888916016,0,noncoding
OffPos_NC_066863.1_29214754_29214974_Cucumis_melo_revComp,0.000466629,none,none,0.6087,9.87542724609,0,noncoding
Shuf_NC_066867.1_27348439_27348295_Cucumis_melo_revComp,0.000721463,none,none,0.5234,11.0969848633,0,noncoding
OffPos_NC_066859.1_8940244_8940131_Cucumis_melo_revComp,5.26876e-05,none,none,0.4181,9.30267333984,0,noncoding
OffNeg_NC_066860.1_30149316_30149118_Cucumis_melo_revComp,0.000410763,none,none,0.4466,8.34466552734,0,noncoding
OffNeg_NC_066861.1_21036446_21036323_Cucumis_melo_revComp,0.0118776,none,none,0.7019,4.29815673828,0,noncoding
OffNeg_NC_066862.1_26032377_26032506_Cucumis_melo_revComp,1.60159e-06,none,none,0.5546,9.30194091797,0,noncoding
OffPos_NC_066858.1_2106042_2105351_Cucumis_melo_revComp,0.000239441,none,none,0.332,7.75042724609,0,noncoding
NC_066868.1_25495241_25495453_Cucumis_melo_revComp,0.00167323,none,none,0.4578,3.99884033203,0,noncoding
Shuf_NC_066858.1_1737426_1737548_Cucumis_melo_revComp,0.00839797,none,none,0.3722,9.60284423828,0,noncoding
OffPos_NC_066857.1_1188562_1189007_Cucumis_melo_revComp,0.00191678,none,none,0.5547,10.182434082,0,noncoding
Shuf_NC_066868.1_14847063_14847223_Cucumis_melo_revComp,0.000872452,none,none,0.4635,8.92926025391,0,noncoding
OffPos_NC_066857.1_1864776_1864649_Cucumis_melo_revComp,0.000478029,none,none,0.8331,9.52484130859,0,noncoding
Shuf_NC_066862.1_2297874_2298094_Cucumis_melo_revComp,0.00024027,none,none,0.6026,5.98883056641,0,noncoding
OffPos_NC_066862.1_20374449_20374580_Cucumis_melo_revComp,0.000230629,none,none,0.5299,8.19036865234,0,noncoding
NC_066861.1_26476075_26475913_Cucumis_melo_revComp,0.00520326,none,none,0.8814,9.58001708984,0,noncoding
Shuf_NC_066868.1_1917994_1918132_Cucumis_melo_revComp,0.00170348,none,none,0.4684,4.74920654297,0,noncoding
Shuf_NC_066857.1_1519602_1519505_Cucumis_melo_revComp,0.0026608,none,none,0.6459,12.0165405273,0,noncoding
NC_066868.1_9736883_9737035_Cucumis_melo_revComp,1e-07,none,none,0.7531,6.49224853516,0,noncoding
OffPos_NC_066866.1_2521291_2521135_Cucumis_melo_revComp,0.00033285,none,none,0.3592,11.0687866211,0,noncoding
OffNeg_NC_066865.1_23391749_23391599_Cucumis_melo_revComp,0.000400816,none,none,0.5257,0.0,0,noncoding
Shuf_NC_066862.1_2473307_2473460_Cucumis_melo_revComp,0.000434876,none,none,0.6038,10.151184082,0,noncoding
Shuf_NC_066858.1_1665370_1665529_Cucumis_melo_revComp,0.00119053,none,none,0.6639,8.88702392578,0,noncoding
OffNeg_NC_066863.1_8332544_8332436_Cucumis_melo_revComp,3.26407e-06,none,none,0.5689,5.47821044922,0,noncoding
NC_066860.1_30281884_30282514_Cucumis_melo_revComp,0.000732924,none,none,0.6802,9.98443603516,0,noncoding
OffPos_NC_066868.1_25595296_25595413_Cucumis_melo_revComp,0.0055555,none,none,0.6799,4.36907958984,0,noncoding
NC_066868.1_19242284_19242426_Cucumis_melo_revComp,0.000725592,none,none,0.4987,7.79962158203,0,noncoding
OffNeg_NC_066862.1_7541044_7541144_Cucumis_melo_revComp,0.000367889,none,none,0.5536,5.38043212891,0,noncoding
NC_066858.1_24347644_24348145_Cucumis_melo_revComp,0.00059303,none,none,0.843,9.15008544922,0,noncoding
OffNeg_NC_066862.1_7950696_7950791_Cucumis_melo_revComp,0.00518692,none,none,0.8724,9.69134521484,0,noncoding
OffNeg_NC_066860.1_28751789_28751639_Cucumis_melo_revComp,1.12592e-07,none,none,0.6007,4.52960205078,0,noncoding
OffPos_NC_066866.1_2700237_2700129_Cucumis_melo_revComp,0.00139871,none,none,0.5343,4.36907958984,0,noncoding
NC_066862.1_498247_498010_Cucumis_melo_revComp,4.54599e-06,none,none,0.7516,7.82196044922,0,noncoding
NC_066860.1_24550866_24551126_Cucumis_melo_revComp,8.3766e-06,none,none,0.8886,11.0584106445,0,noncoding
NC_066866.1_29131997_29131910_Cucumis_melo_revComp,1e-07,none,none,0.8821,10.0005493164,0,noncoding
Shuf_NC_066864.1_25883047_25882941_Cucumis_melo_revComp,0.000559221,none,none,0.5818,11.5390014648,0,noncoding
NC_066863.1_29374217_29374310_Cucumis_melo_revComp,2.74878e-06,none,none,0.7518,7.76568603516,0,noncoding
NC_066860.1_34675509_34675400_Cucumis_melo_revComp,0.00125901,none,none,0.576,10.7482299805,0,noncoding
NC_066867.1_27671295_27671390_Cucumis_melo_revComp,1e-07,none,none,0.5121,8.80364990234,0,noncoding
OffPos_NC_066858.1_26160882_26161068_Cucumis_melo_revComp,0.00279181,none,none,0.5292,5.58770751953,0,noncoding
NC_066865.1_1346048_1346159_Cucumis_melo_revComp,0.00352167,none,none,0.9,9.30535888672,0,noncoding
OffNeg_NC_066860.1_3033397_3033497_Cucumis_melo_revComp,0.00156824,none,none,0.5408,9.52130126953,0,noncoding
OffPos_NC_066868.1_21299028_21298905_Cucumis_melo_revComp,3.85818e-05,none,none,0.6287,9.49664306641,0,noncoding
