Name,Score,Label
OffNeg_NC_066861.1_1001201_1001393_Cucumis_melo_revComp,0.02628,noncoding
Shuf_NC_066863.1_13247674_13247792_Cucumis_melo_revComp,0.06339,noncoding
NC_066865.1_13232166_13232428_Cucumis_melo_revComp,0.28807,noncoding
OffPos_NC_066860.1_27337020_27336797_Cucumis_melo_revComp,0.11082,noncoding
OffNeg_NC_066861.1_8707605_8707517_Cucumis_melo_revComp,0.62423,coding
OffPos_NC_066864.1_27544269_27544380_Cucumis_melo_revComp,0.07092,noncoding
NC_066864.1_31929636_31929954_Cucumis_melo_revComp,0.44473,noncoding
OffPos_NC_066861.1_1636361_1636235_Cucumis_melo_revComp,0.15189,noncoding
NC_066858.1_1008452_1008574_Cucumis_melo_revComp,0.48611,noncoding
OffPos_NC_066859.1_1339814_1339685_Cucumis_melo_revComp,0.08381,noncoding
OffPos_NC_066857.1_30803104_30803016_Cucumis_melo_revComp,0.65001,coding
Shuf_NC_066858.1_24920998_24920916_Cucumis_melo_revComp,0.07398,noncoding
OffNeg_NC_066860.1_3483753_3483917_Cucumis_melo_revComp,0.23890,noncoding
OffNeg_NC_066866.1_2524007_2523730_Cucumis_melo_revComp,0.05204,noncoding
OffPos_NC_066863.1_29214754_29214974_Cucumis_melo_revComp,0.07691,noncoding
Shuf_NC_066867.1_27348439_27348295_Cucumis_melo_revComp,0.13743,noncoding
OffPos_NC_066859.1_8940244_8940131_Cucumis_melo_revComp,0.04077,noncoding
OffNeg_NC_066860.1_30149316_30149118_Cucumis_melo_revComp,0.08430,noncoding
OffNeg_NC_066861.1_21036446_21036323_Cucumis_melo_revComp,0.13088,noncoding
OffNeg_NC_066862.1_26032377_26032506_Cucumis_melo_revComp,0.17429,noncoding
OffPos_NC_066858.1_2106042_2105351_Cucumis_melo_revComp,0.05974,noncoding
NC_066868.1_25495241_25495453_Cucumis_melo_revComp,0.27286,noncoding
Shuf_NC_066858.1_1737426_1737548_Cucumis_melo_revComp,0.20267,noncoding
OffPos_NC_066857.1_1188562_1189007_Cucumis_melo_revComp,0.38141,noncoding
Shuf_NC_066868.1_14847063_14847223_Cucumis_melo_revComp,0.80051,coding
OffPos_NC_066857.1_1864776_1864649_Cucumis_melo_revComp,0.16488,noncoding
Shuf_NC_066862.1_2297874_2298094_Cucumis_melo_revComp,0.25687,noncoding
OffPos_NC_066862.1_20374449_20374580_Cucumis_melo_revComp,0.41558,noncoding
NC_066861.1_26476075_26475913_Cucumis_melo_revComp,0.69153,coding
Shuf_NC_066868.1_1917994_1918132_Cucumis_melo_revComp,0.11712,noncoding
Shuf_NC_066857.1_1519602_1519505_Cucumis_melo_revComp,0.05375,noncoding
NC_066868.1_9736883_9737035_Cucumis_melo_revComp,0.03459,noncoding
OffPos_NC_066866.1_2521291_2521135_Cucumis_melo_revComp,0.06987,noncoding
OffNeg_NC_066865.1_23391749_23391599_Cucumis_melo_revComp,0.08246,noncoding
Shuf_NC_066862.1_2473307_2473460_Cucumis_melo_revComp,0.14129,noncoding
Shuf_NC_066858.1_1665370_1665529_Cucumis_melo_revComp,0.19193,noncoding
OffNeg_NC_066863.1_8332544_8332436_Cucumis_melo_revComp,0.09316,noncoding
NC_066860.1_30281884_30282514_Cucumis_melo_revComp,0.67995,coding
OffPos_NC_066868.1_25595296_25595413_Cucumis_melo_revComp,0.10355,noncoding
NC_066868.1_19242284_19242426_Cucumis_melo_revComp,0.04088,noncoding
OffNeg_NC_066862.1_7541044_7541144_Cucumis_melo_revComp,0.33233,noncoding
NC_066858.1_24347644_24348145_Cucumis_melo_revComp,0.38703,noncoding
OffNeg_NC_066862.1_7950696_7950791_Cucumis_melo_revComp,0.11413,noncoding
OffNeg_NC_066860.1_28751789_28751639_Cucumis_melo_revComp,0.04182,noncoding
OffPos_NC_066866.1_2700237_2700129_Cucumis_melo_revComp,0.13949,noncoding
NC_066862.1_498247_498010_Cucumis_melo_revComp,0.13994,noncoding
NC_066860.1_24550866_24551126_Cucumis_melo_revComp,0.67395,coding
NC_066866.1_29131997_29131910_Cucumis_melo_revComp,0.08633,noncoding
Shuf_NC_066864.1_25883047_25882941_Cucumis_melo_revComp,0.34311,noncoding
NC_066863.1_29374217_29374310_Cucumis_melo_revComp,0.71473,coding
NC_066860.1_34675509_34675400_Cucumis_melo_revComp,0.63025,coding
NC_066867.1_27671295_27671390_Cucumis_melo_revComp,0.18319,noncoding
OffPos_NC_066858.1_26160882_26161068_Cucumis_melo_revComp,0.11636,noncoding
NC_066865.1_1346048_1346159_Cucumis_melo_revComp,0.29014,noncoding
OffNeg_NC_066860.1_3033397_3033497_Cucumis_melo_revComp,0.04227,noncoding
OffPos_NC_066868.1_21299028_21298905_Cucumis_melo_revComp,0.20545,noncoding
NC_066867.1_23723352_23723440_Cucumis_melo_revComp,0.09728,noncoding
Shuf_NC_066865.1_1635522_1635420_Cucumis_melo_revComp,0.24647,noncoding
Shuf_NC_066866.1_1759409_1760219_Cucumis_melo_revComp,0.17276,noncoding
NC_066860.1_33412163_33412329_Cucumis_melo_revComp,0.10668,noncoding
Shuf_NC_066857.1_1046858_1046688_Cucumis_melo_revComp,0.37392,noncoding
NC_066864.1_2067439_2066824_Cucumis_melo_revComp,0.08142,noncoding
OffNeg_NC_066866.1_6432937_6433072_Cucumis_melo_revComp,0.02568,noncoding
Shuf_NC_066868.1_27026467_27026314_Cucumis_melo_revComp,0.13767,noncoding
Shuf_NC_066860.1_30281884_30282514_Cucumis_melo_revComp,0.31249,noncoding
OffNeg_NC_066868.1_13251750_13251989_Cucumis_melo_revComp,0.61069,coding
Shuf_NC_066866.1_5119609_5119441_Cucumis_melo_revComp,0.10751,noncoding
Shuf_NC_066863.1_29374217_29374310_Cucumis_melo_revComp,0.60076,coding
Shuf_NC_066860.1_34675509_34675400_Cucumis_melo_revComp,0.06358,noncoding
Shuf_NC_066858.1_24347644_24348145_Cucumis_melo_revComp,0.35456,noncoding
Shuf_NC_066868.1_19242284_19242426_Cucumis_melo_revComp,0.24122,noncoding
OffPos_NC_066867.1_29285237_29285412_Cucumis_melo_revComp,0.07946,noncoding
NC_066864.1_25883047_25882941_Cucumis_melo_revComp,0.11158,noncoding
Shuf_NC_066866.1_29131997_29131910_Cucumis_melo_revComp,0.70464,coding
Shuf_NC_066860.1_24550866_24551126_Cucumis_melo_revComp,0.56523,coding
OffPos_NC_066857.1_849314_849395_Cucumis_melo_revComp,0.11045,noncoding
OffNeg_NC_066863.1_4998286_4998415_Cucumis_melo_revComp,0.05027,noncoding
OffPos_NC_066867.1_9925407_9925505_Cucumis_melo_revComp,0.21143,noncoding
Shuf_NC_066867.1_23723352_23723440_Cucumis_melo_revComp,0.30028,noncoding
OffPos_NC_066857.1_13060604_13060704_Cucumis_melo_revComp,0.04287,noncoding
OffPos_NC_066858.1_1310652_1310801_Cucumis_melo_revComp,0.10060,noncoding
Shuf_NC_066867.1_27671295_27671390_Cucumis_melo_revComp,0.63049,coding
OffNeg_NC_066863.1_28025314_28025151_Cucumis_melo_revComp,0.11516,noncoding
OffNeg_NC_066861.1_10908153_10907976_Cucumis_melo_revComp,0.16846,noncoding
NC_066868.1_27026467_27026314_Cucumis_melo_revComp,0.45929,noncoding
OffNeg_NC_066859.1_29811535_29811407_Cucumis_melo_revComp,0.07503,noncoding
OffPos_NC_066865.1_21390457_21390322_Cucumis_melo_revComp,0.23546,noncoding
OffPos_NC_066865.1_1104758_1104661_Cucumis_melo_revComp,0.51352,coding
Shuf_NC_066860.1_33412163_33412329_Cucumis_melo_revComp,0.33564,noncoding
OffNeg_NC_066861.1_29966253_29965623_Cucumis_melo_revComp,0.09003,noncoding
OffNeg_NC_066864.1_18651989_18651875_Cucumis_melo_revComp,0.07376,noncoding
NC_066865.1_4971666_4971773_Cucumis_melo_revComp,0.34446,noncoding
Shuf_NC_066865.1_13232166_13232428_Cucumis_melo_revComp,0.29204,noncoding
OffNeg_NC_066860.1_2464894_2465019_Cucumis_melo_revComp,0.48309,noncoding
Shuf_NC_066866.1_7794839_7794943_Cucumis_melo_revComp,0.05069,noncoding
NC_066863.1_13247674_13247792_Cucumis_melo_revComp,0.16072,noncoding
OffPos_NC_066862.1_36997322_36997223_Cucumis_melo_revComp,0.03481,noncoding
NC_066861.1_1955160_1955420_Cucumis_melo_revComp,0.03526,noncoding
OffNeg_NC_066864.1_411189_411035_Cucumis_melo_revComp,0.09182,noncoding
OffPos_NC_066862.1_6177191_6177278_Cucumis_melo_revComp,0.54486,coding
OffPos_NC_066864.1_1786986_1787134_Cucumis_melo_revComp,0.31126,noncoding
OffPos_NC_066860.1_28947322_28947223_Cucumis_melo_revComp,0.06391,noncoding
Shuf_NC_066864.1_31929636_31929954_Cucumis_melo_revComp,0.14249,noncoding
OffNeg_NC_066857.1_15413202_15412541_Cucumis_melo_revComp,0.08967,noncoding
OffNeg_NC_066857.1_868000_868081_Cucumis_melo_revComp,0.14553,noncoding
NC_066858.1_24920998_24920916_Cucumis_melo_revComp,0.06045,noncoding
OffNeg_NC_066858.1_19194719_19194471_Cucumis_melo_revComp,0.09433,noncoding
OffPos_NC_066864.1_1159920_1159804_Cucumis_melo_revComp,0.07974,noncoding
Shuf_NC_066866.1_3912078_3911925_Cucumis_melo_revComp,0.34154,noncoding
OffPos_NC_066867.1_30716156_30715832_Cucumis_melo_revComp,0.04968,noncoding
NC_066867.1_27348439_27348295_Cucumis_melo_revComp,0.15826,noncoding
NC_066860.1_5041590_5041492_Cucumis_melo_revComp,0.63280,coding
Shuf_NC_066868.1_25495241_25495453_Cucumis_melo_revComp,0.52783,coding
NC_066860.1_1866698_1866869_Cucumis_melo_revComp,0.41451,noncoding
Shuf_NC_066861.1_3152638_3152550_Cucumis_melo_revComp,0.14606,noncoding
OffNeg_NC_066862.1_2330618_2330510_Cucumis_melo_revComp,0.05175,noncoding
OffPos_NC_066868.1_23846216_23846122_Cucumis_melo_revComp,0.26509,noncoding
Shuf_NC_066857.1_2280365_2280469_Cucumis_melo_revComp,0.69538,coding
Shuf_NC_066861.1_26476075_26475913_Cucumis_melo_revComp,0.20545,noncoding
OffNeg_NC_066860.1_452513_452630_Cucumis_melo_revComp,0.03042,noncoding
OffPos_NC_066862.1_8767022_8766753_Cucumis_melo_revComp,0.25990,noncoding
NC_066868.1_14847063_14847223_Cucumis_melo_revComp,0.79244,coding
NC_066857.1_2333573_2333728_Cucumis_melo_revComp,0.53692,coding
OffPos_NC_066864.1_8527727_8527850_Cucumis_melo_revComp,0.05165,noncoding
NC_066857.1_705171_705726_Cucumis_melo_revComp,0.14817,noncoding
NC_066862.1_4507119_4506202_Cucumis_melo_revComp,0.84531,coding
Shuf_NC_066862.1_18760318_18760155_Cucumis_melo_revComp,0.13141,noncoding
OffPos_NC_066867.1_31255365_31255023_Cucumis_melo_revComp,0.15866,noncoding
OffPos_NC_066867.1_30337053_30337209_Cucumis_melo_revComp,0.16607,noncoding
OffPos_NC_066861.1_582589_582457_Cucumis_melo_revComp,0.05650,noncoding
Shuf_NC_066866.1_5480579_5480487_Cucumis_melo_revComp,0.10353,noncoding
OffPos_NC_066859.1_25295289_25295520_Cucumis_melo_revComp,0.37976,noncoding
NC_066864.1_29973209_29973020_Cucumis_melo_revComp,0.02524,noncoding
NC_066857.1_1997165_1997066_Cucumis_melo_revComp,0.21165,noncoding
NC_066858.1_3170850_3171101_Cucumis_melo_revComp,0.63853,coding
Shuf_NC_066868.1_21379644_21379552_Cucumis_melo_revComp,0.06343,noncoding
OffNeg_NC_066868.1_17145992_17146088_Cucumis_melo_revComp,0.05113,noncoding
Shuf_NC_066857.1_20708049_20707949_Cucumis_melo_revComp,0.07806,noncoding
OffNeg_NC_066865.1_24281261_24281019_Cucumis_melo_revComp,0.02389,noncoding
OffPos_NC_066867.1_30005963_30006181_Cucumis_melo_revComp,0.60127,coding
OffPos_NC_066868.1_13569164_13569280_Cucumis_melo_revComp,0.41014,noncoding
NC_066864.1_850156_849952_Cucumis_melo_revComp,0.64215,coding
NC_066863.1_7760095_7760548_Cucumis_melo_revComp,0.76895,coding
OffNeg_NC_066858.1_25795550_25795848_Cucumis_melo_revComp,0.07319,noncoding
NC_066858.1_21561348_21560601_Cucumis_melo_revComp,0.81380,coding
NC_066865.1_22185858_22185743_Cucumis_melo_revComp,0.60250,coding
OffPos_NC_066861.1_1390523_1390622_Cucumis_melo_revComp,0.08081,noncoding
OffPos_NC_066863.1_257142_256584_Cucumis_melo_revComp,0.13100,noncoding
OffPos_NC_066859.1_29292708_29293462_Cucumis_melo_revComp,0.33509,noncoding
Shuf_NC_066857.1_11401730_11401630_Cucumis_melo_revComp,0.33409,noncoding
OffPos_NC_066867.1_25189766_25190429_Cucumis_melo_revComp,0.08019,noncoding
OffNeg_NC_066861.1_4083279_4083405_Cucumis_melo_revComp,0.11192,noncoding
Shuf_NC_066865.1_18276111_18276491_Cucumis_melo_revComp,0.06452,noncoding
OffNeg_NC_066863.1_29402696_29402819_Cucumis_melo_revComp,0.03355,noncoding
OffNeg_NC_066868.1_25759461_25759624_Cucumis_melo_revComp,0.15400,noncoding
NC_066868.1_21379644_21379552_Cucumis_melo_revComp,0.10458,noncoding
