Name,Score,Start,End,Label
OffNeg_NC_054857.1_3687631_3687823_Aspergillus_puulaauensis_revComp,-0.725,none,none,Non-coding
OffPos_NC_054860.1_677384_677823_Aspergillus_puulaauensis_revComp,-1.878,none,none,Non-coding
NC_054857.1_5140064_5139491_Aspergillus_puulaauensis_revComp,-0.873,none,none,Non-coding
Shuf_NC_054859.1_1537826_1537944_Aspergillus_puulaauensis_revComp,-0.377,none,none,Non-coding
Shuf_NC_054862.1_1229956_1229844_Aspergillus_puulaauensis_revComp,-1.888,none,none,Non-coding
OffNeg_NC_054862.1_3116090_3115635_Aspergillus_puulaauensis_revComp,-1.554,none,none,Non-coding
OffPos_NC_054857.1_4378005_4378125_Aspergillus_puulaauensis_revComp,0.000e+00,none,none,Non-coding
NC_054864.1_1407219_1407045_Aspergillus_puulaauensis_revComp,-1.431,none,none,Non-coding
OffNeg_NC_054861.1_4041175_4041392_Aspergillus_puulaauensis_revComp,-1.866,none,none,Non-coding
NC_054857.1_4503113_4504056_Aspergillus_puulaauensis_revComp,-1.241,none,none,Non-coding
OffNeg_NC_054861.1_2641279_2641418_Aspergillus_puulaauensis_revComp,-0.751,none,none,Non-coding
NC_054858.1_284315_285029_Aspergillus_puulaauensis_revComp,-1.763,none,none,Non-coding
OffPos_NC_054862.1_2923423_2924606_Aspergillus_puulaauensis_revComp,-0.251,none,none,Non-coding
NC_054859.1_2323240_2323341_Aspergillus_puulaauensis_revComp,-1.302,none,none,Non-coding
OffNeg_NC_054860.1_912082_912268_Aspergillus_puulaauensis_revComp,-1.383,none,none,Non-coding
OffPos_NC_054858.1_860099_859107_Aspergillus_puulaauensis_revComp,-0.582,none,none,Non-coding
NC_054860.1_654283_654061_Aspergillus_puulaauensis_revComp,-1.913,none,none,Non-coding
OffNeg_NC_054860.1_3508585_3508686_Aspergillus_puulaauensis_revComp,0.000e+00,none,none,Non-coding
OffPos_NC_054861.1_3093049_3092855_Aspergillus_puulaauensis_revComp,-1.182,none,none,Non-coding
OffNeg_NC_054857.1_4877398_4877068_Aspergillus_puulaauensis_revComp,-2.166,none,none,Non-coding
NC_054860.1_2660251_2660020_Aspergillus_puulaauensis_revComp,-1.635,none,none,Non-coding
OffPos_NC_054860.1_2600966_2601408_Aspergillus_puulaauensis_revComp,-1.602,none,none,Non-coding
