Name,Score,Label
OffNeg_NC_066861.1_1001201_1001393_Cucumis_melo_revComp,-2.286260,Non-coding
Shuf_NC_066863.1_13247674_13247792_Cucumis_melo_revComp,-2.261860,Non-coding
NC_066865.1_13232166_13232428_Cucumis_melo_revComp,-2.259980,Non-coding
OffPos_NC_066860.1_27337020_27336797_Cucumis_melo_revComp,-2.096010,Non-coding
OffNeg_NC_066861.1_8707605_8707517_Cucumis_melo_revComp,-2.326490,Non-coding
OffPos_NC_066864.1_27544269_27544380_Cucumis_melo_revComp,-2.421020,Non-coding
NC_066864.1_31929636_31929954_Cucumis_melo_revComp,-2.255830,Non-coding
OffPos_NC_066861.1_1636361_1636235_Cucumis_melo_revComp,-2.385400,Non-coding
NC_066858.1_1008452_1008574_Cucumis_melo_revComp,-2.109750,Non-coding
OffPos_NC_066859.1_1339814_1339685_Cucumis_melo_revComp,-2.713220,Non-coding
OffPos_NC_066857.1_30803104_30803016_Cucumis_melo_revComp,-2.260100,Non-coding
Shuf_NC_066858.1_24920998_24920916_Cucumis_melo_revComp,-2.276110,Non-coding
OffNeg_NC_066860.1_3483753_3483917_Cucumis_melo_revComp,-2.251590,Non-coding
OffNeg_NC_066866.1_2524007_2523730_Cucumis_melo_revComp,-1.818930,Non-coding
OffPos_NC_066863.1_29214754_29214974_Cucumis_melo_revComp,-1.906150,Non-coding
Shuf_NC_066867.1_27348439_27348295_Cucumis_melo_revComp,-2.138900,Non-coding
OffPos_NC_066859.1_8940244_8940131_Cucumis_melo_revComp,-2.205240,Non-coding
OffNeg_NC_066860.1_30149316_30149118_Cucumis_melo_revComp,-2.158820,Non-coding
OffNeg_NC_066861.1_21036446_21036323_Cucumis_melo_revComp,-2.433090,Non-coding
OffNeg_NC_066862.1_26032377_26032506_Cucumis_melo_revComp,-2.197530,Non-coding
OffPos_NC_066858.1_2106042_2105351_Cucumis_melo_revComp,-2.752580,Non-coding
NC_066868.1_25495241_25495453_Cucumis_melo_revComp,-1.938470,Non-coding
Shuf_NC_066858.1_1737426_1737548_Cucumis_melo_revComp,-2.396780,Non-coding
OffPos_NC_066857.1_1188562_1189007_Cucumis_melo_revComp,-1.897150,Non-coding
Shuf_NC_066868.1_14847063_14847223_Cucumis_melo_revComp,-2.252340,Non-coding
OffPos_NC_066857.1_1864776_1864649_Cucumis_melo_revComp,-2.140350,Non-coding
Shuf_NC_066862.1_2297874_2298094_Cucumis_melo_revComp,-2.330200,Non-coding
OffPos_NC_066862.1_20374449_20374580_Cucumis_melo_revComp,-2.419700,Non-coding
NC_066861.1_26476075_26475913_Cucumis_melo_revComp,-2.221170,Non-coding
Shuf_NC_066868.1_1917994_1918132_Cucumis_melo_revComp,-2.461000,Non-coding
Shuf_NC_066857.1_1519602_1519505_Cucumis_melo_revComp,-2.356510,Non-coding
NC_066868.1_9736883_9737035_Cucumis_melo_revComp,-2.277710,Non-coding
OffPos_NC_066866.1_2521291_2521135_Cucumis_melo_revComp,-2.210950,Non-coding
OffNeg_NC_066865.1_23391749_23391599_Cucumis_melo_revComp,-2.254240,Non-coding
Shuf_NC_066862.1_2473307_2473460_Cucumis_melo_revComp,-2.339780,Non-coding
Shuf_NC_066858.1_1665370_1665529_Cucumis_melo_revComp,-2.020200,Non-coding
OffNeg_NC_066863.1_8332544_8332436_Cucumis_melo_revComp,-2.381980,Non-coding
NC_066860.1_30281884_30282514_Cucumis_melo_revComp,-1.654320,Non-coding
OffPos_NC_066868.1_25595296_25595413_Cucumis_melo_revComp,-2.346790,Non-coding
