Name,Score,Label
OffNeg_NC_054857.1_3687631_3687823_Aspergillus_puulaauensis_revComp,0.69209,coding
OffPos_NC_054860.1_677384_677823_Aspergillus_puulaauensis_revComp,0.78738,coding
NC_054857.1_5140064_5139491_Aspergillus_puulaauensis_revComp,0.60958,coding
Shuf_NC_054859.1_1537826_1537944_Aspergillus_puulaauensis_revComp,0.46073,noncoding
Shuf_NC_054862.1_1229956_1229844_Aspergillus_puulaauensis_revComp,0.06905,noncoding
OffNeg_NC_054862.1_3116090_3115635_Aspergillus_puulaauensis_revComp,0.72394,coding
OffPos_NC_054857.1_4378005_4378125_Aspergillus_puulaauensis_revComp,0.43104,noncoding
NC_054864.1_1407219_1407045_Aspergillus_puulaauensis_revComp,0.05313,noncoding
OffNeg_NC_054861.1_4041175_4041392_Aspergillus_puulaauensis_revComp,0.49774,noncoding
NC_054857.1_4503113_4504056_Aspergillus_puulaauensis_revComp,0.81050,coding
OffNeg_NC_054861.1_2641279_2641418_Aspergillus_puulaauensis_revComp,0.33603,noncoding
NC_054858.1_284315_285029_Aspergillus_puulaauensis_revComp,0.06948,noncoding
OffPos_NC_054862.1_2923423_2924606_Aspergillus_puulaauensis_revComp,0.84617,coding
NC_054859.1_2323240_2323341_Aspergillus_puulaauensis_revComp,0.20144,noncoding
OffNeg_NC_054860.1_912082_912268_Aspergillus_puulaauensis_revComp,0.92882,coding
OffPos_NC_054858.1_860099_859107_Aspergillus_puulaauensis_revComp,0.58372,coding
NC_054860.1_654283_654061_Aspergillus_puulaauensis_revComp,0.51182,coding
OffNeg_NC_054860.1_3508585_3508686_Aspergillus_puulaauensis_revComp,0.56103,coding
OffPos_NC_054861.1_3093049_3092855_Aspergillus_puulaauensis_revComp,0.51617,coding
OffNeg_NC_054857.1_4877398_4877068_Aspergillus_puulaauensis_revComp,0.79595,coding
NC_054860.1_2660251_2660020_Aspergillus_puulaauensis_revComp,0.86319,coding
OffPos_NC_054860.1_2600966_2601408_Aspergillus_puulaauensis_revComp,0.75241,coding
OffPos_NC_054857.1_5824477_5824642_Aspergillus_puulaauensis_revComp,0.57023,coding
OffPos_NC_054863.1_684780_685586_Aspergillus_puulaauensis_revComp,0.75415,coding
