Name,Score,Start,End,Fickett,pI,ORF_integrity,Label
NC_058374.1_141858160_141857991_Felis_catus_revComp,3.39129e-07,none,none,1.0352,7.97576904297,0,noncoding
OffPos_NC_058386.1_53534623_53534760_Felis_catus_revComp,0.00926829,none,none,0.6508,10.2407836914,0,noncoding
OffNeg_NC_058378.1_78594362_78594704_Felis_catus_revComp,0.000405358,none,none,0.6611,8.34332275391,0,noncoding
OffPos_NC_058377.1_110318666_110318887_Felis_catus_revComp,0.168704,none,none,0.7304,12.1763305664,0,noncoding
Shuf_NC_058372.1_40944271_40944393_Felis_catus_revComp,6.20145e-05,none,none,0.7701,6.52838134766,0,noncoding
NC_058379.1_32443386_32443302_Felis_catus_revComp,2.66383e-05,none,none,0.8484,5.27276611328,0,noncoding
OffPos_NC_058386.1_127236196_127236086_Felis_catus_revComp,3.24125e-06,none,none,0.698,6.80072021484,0,noncoding
OffNeg_NC_058381.1_55328795_55328889_Felis_catus_revComp,3.66991e-06,none,none,0.5684,9.50006103516,0,noncoding
OffPos_NC_058375.1_79480113_79480001_Felis_catus_revComp,0.00144967,none,none,0.6136,10.1513061523,0,noncoding
Shuf_NC_058376.1_2337722_2337613_Felis_catus_revComp,0.000296237,none,none,0.5286,5.36260986328,0,noncoding
NC_058374.1_107858058_107858187_Felis_catus_revComp,0.00144585,none,none,0.5698,8.34466552734,0,noncoding
Shuf_NC_058375.1_71562945_71562810_Felis_catus_revComp,0.00185706,none,none,0.4719,10.9160766602,0,noncoding
OffNeg_NC_058369.1_156879842_156880021_Felis_catus_revComp,0.000240716,none,none,0.6422,5.95697021484,0,noncoding
Shuf_NC_058374.1_117766455_117766561_Felis_catus_revComp,0.00120305,none,none,0.5789,10.0009155273,0,noncoding
NC_058385.1_17656701_17656831_Felis_catus_revComp,8.07016e-05,none,none,0.3787,5.53082275391,0,noncoding
OffNeg_NC_058379.1_1214706_1214579_Felis_catus_revComp,0.0124188,none,none,0.7972,9.36956787109,0,noncoding
OffPos_NC_058381.1_25549008_25549092_Felis_catus_revComp,0.00258041,none,none,0.4588,7.57586669922,0,noncoding
NC_058374.1_56966855_56966551_Felis_catus_revComp,0.00033128,none,none,0.8076,5.72332763672,0,noncoding
Shuf_NC_058370.1_35333473_35333624_Felis_catus_revComp,0.000174181,none,none,0.5637,10.4248657227,0,noncoding
OffPos_NC_058368.1_51189148_51189025_Felis_catus_revComp,6.37629e-05,none,none,0.4689,6.53167724609,0,noncoding
Shuf_NC_058372.1_124851719_124851848_Felis_catus_revComp,0.000588095,none,none,0.4485,11.0000610352,0,noncoding
OffPos_NC_058381.1_1820045_1819961_Felis_catus_revComp,0.0017177,none,none,0.6776,7.99969482422,0,noncoding
OffPos_NC_058372.1_39909320_39908405_Felis_catus_revComp,0.000981652,none,none,0.5983,6.21087646484,0,noncoding
OffPos_NC_058384.1_63022577_63022754_Felis_catus_revComp,0.00107023,none,none,0.8167,5.27496337891,0,noncoding
OffNeg_NC_058368.1_197344342_197344427_Felis_catus_revComp,2.13838e-05,none,none,0.7092,6.37884521484,0,noncoding
OffPos_NC_058369.1_10170702_10170849_Felis_catus_revComp,0.0270882,none,none,0.4937,9.96160888672,0,noncoding
OffNeg_NC_058373.1_36087583_36087440_Felis_catus_revComp,0.000391044,none,none,0.669,10.0523071289,0,noncoding
OffPos_NC_058374.1_138492231_138492600_Felis_catus_revComp,1e-07,none,none,0.5598,9.59136962891,0,noncoding
OffNeg_NC_058370.1_101336856_101337025_Felis_catus_revComp,0.00760854,none,none,0.3754,7.81317138672,0,noncoding
NC_058370.1_21760473_21760352_Felis_catus_revComp,0.000141786,none,none,0.9244,6.50604248047,0,noncoding
OffNeg_NC_058375.1_202642133_202642325_Felis_catus_revComp,1.2e-07,none,none,0.6979,5.96221923828,0,noncoding
OffNeg_NC_058375.1_189468070_189468199_Felis_catus_revComp,5.43163e-06,none,none,0.7026,6.49200439453,0,noncoding
Shuf_NC_058375.1_200856515_200856972_Felis_catus_revComp,0.0790824,none,none,0.6803,12.176940918,0,noncoding
OffNeg_NC_058371.1_159897821_159897630_Felis_catus_revComp,5.23299e-05,none,none,0.7368,9.99200439453,0,noncoding
OffPos_NC_058374.1_132103600_132103489_Felis_catus_revComp,5.95817e-05,none,none,0.5508,8.80230712891,0,noncoding
NC_058375.1_92895071_92894944_Felis_catus_revComp,1e-07,none,none,0.9014,5.27471923828,0,noncoding
OffPos_NC_058373.1_110818992_110819082_Felis_catus_revComp,0.000502639,none,none,0.7199,10.7178344727,0,noncoding
OffPos_NC_058380.1_56845549_56845389_Felis_catus_revComp,0.000331024,none,none,0.4403,9.30084228516,0,noncoding
Shuf_NC_058375.1_23906121_23906004_Felis_catus_revComp,0.00893839,none,none,0.7896,11.3466186523,0,noncoding
OffPos_NC_058381.1_38511448_38511588_Felis_catus_revComp,0.000572133,none,none,0.7698,7.87139892578,0,noncoding
OffNeg_NC_058382.1_25013601_25013418_Felis_catus_revComp,7.36881e-07,none,none,0.4167,5.93475341797,0,noncoding
OffPos_NC_058378.1_59899327_59899417_Felis_catus_revComp,0.00183182,none,none,0.5741,8.04461669922,0,noncoding
NC_058377.1_43377493_43377395_Felis_catus_revComp,0.00123187,none,none,0.6715,9.30120849609,0,noncoding
Shuf_NC_058373.1_98139304_98139552_Felis_catus_revComp,0.000569208,none,none,0.5298,7.99884033203,0,noncoding
OffNeg_NC_058375.1_29001701_29001516_Felis_catus_revComp,1.19011e-05,none,none,0.7604,9.69427490234,0,noncoding
OffNeg_NC_058373.1_50567699_50567186_Felis_catus_revComp,0.00253691,none,none,0.4455,10.7631225586,0,noncoding
OffPos_NC_058369.1_160370390_160370534_Felis_catus_revComp,0.000630185,none,none,0.4113,9.50970458984,0,noncoding
Shuf_NC_058372.1_35210487_35211546_Felis_catus_revComp,0.0296546,none,none,0.6011,10.4435424805,0,noncoding
NC_058384.1_10344960_10345053_Felis_catus_revComp,0.00148023,none,none,0.6179,9.50006103516,0,noncoding
OffPos_NW_025408510.1_130843_130705_Felis_catus_revComp,3.42502e-06,none,none,0.4406,8.00030517578,0,noncoding
OffPos_NC_058374.1_103054699_103054577_Felis_catus_revComp,0.00806144,none,none,0.674,0.0,0,noncoding
OffPos_NC_058369.1_18424421_18424229_Felis_catus_revComp,1.22121e-06,none,none,0.4285,6.04461669922,0,noncoding
NC_058376.1_73413036_73413169_Felis_catus_revComp,0.000128161,none,none,0.8947,12.0084838867,0,noncoding
OffNeg_NC_058373.1_55535779_55535623_Felis_catus_revComp,0.00709182,none,none,0.4621,7.93316650391,0,noncoding
OffNeg_NC_058377.1_99266518_99266322_Felis_catus_revComp,0.00851828,none,none,0.4205,10.7501831055,0,noncoding
NC_058369.1_125610264_125610164_Felis_catus_revComp,0.00176569,none,none,0.6918,8.49847412109,0,noncoding
NC_058384.1_13528225_13528578_Felis_catus_revComp,0.00596365,none,none,0.5786,11.2555541992,0,noncoding
OffNeg_NC_058372.1_33982004_33982108_Felis_catus_revComp,0.000353821,none,none,0.5727,9.51995849609,0,noncoding
NC_058376.1_78110349_78110220_Felis_catus_revComp,1e-07,none,none,0.501,4.13812255859,0,noncoding
NC_058378.1_34433391_34433532_Felis_catus_revComp,7.78403e-05,none,none,0.5688,8.47442626953,0,noncoding
OffPos_NC_058374.1_82397452_82397324_Felis_catus_revComp,0.0795427,none,none,0.4655,8.52239990234,0,noncoding
OffPos_NC_058378.1_39641529_39641906_Felis_catus_revComp,0.000577313,none,none,0.643,9.84893798828,0,noncoding
OffNeg_NC_058372.1_53650398_53650278_Felis_catus_revComp,0.0365925,none,none,0.4553,12.0165405273,0,noncoding
OffNeg_NC_058372.1_134544290_134544132_Felis_catus_revComp,2.16384e-07,none,none,0.8356,3.67279052734,0,noncoding
NC_058385.1_23012132_23012022_Felis_catus_revComp,0.000766021,none,none,0.7032,10.2890014648,0,noncoding
NC_058384.1_2877076_2876833_Felis_catus_revComp,0.000263841,none,none,1.0162,7.97552490234,0,noncoding
NC_058368.1_123601720_123601852_Felis_catus_revComp,1.09818e-07,none,none,0.5731,9.36053466797,0,noncoding
NC_058374.1_136067797_136067624_Felis_catus_revComp,0.00261865,none,none,1.1927,11.0001831055,0,noncoding
NC_058385.1_66476772_66476636_Felis_catus_revComp,0.00332903,none,none,0.7778,6.48699951172,0,noncoding
OffNeg_NC_058368.1_139073729_139073580_Felis_catus_revComp,0.0157632,none,none,0.6335,11.3466186523,0,noncoding
Shuf_NC_058383.1_41198750_41198655_Felis_catus_revComp,0.000296646,none,none,0.8653,9.49639892578,0,noncoding
OffPos_NC_058377.1_3164728_3164618_Felis_catus_revComp,0.00602845,none,none,0.6599,5.30267333984,0,noncoding
Shuf_NC_058371.1_51638112_51637874_Felis_catus_revComp,0.0410284,none,none,0.5252,11.942565918,0,noncoding
OffPos_NC_058382.1_60648999_60648891_Felis_catus_revComp,0.00960528,none,none,0.6458,0.0,0,noncoding
OffNeg_NC_058372.1_32080855_32080770_Felis_catus_revComp,0.0808028,none,none,0.7105,5.58770751953,0,noncoding
OffNeg_NC_058371.1_137128970_137129095_Felis_catus_revComp,0.0120957,none,none,0.6156,7.88092041016,0,noncoding
OffPos_NC_058386.1_57501119_57501242_Felis_catus_revComp,0.00250325,none,none,0.7014,0.0,0,noncoding
OffNeg_NC_058372.1_30114521_30114629_Felis_catus_revComp,0.000156329,none,none,0.6565,10.8474731445,0,noncoding
Shuf_NC_058374.1_77919233_77919101_Felis_catus_revComp,0.000375937,none,none,0.9352,9.49468994141,0,noncoding
Shuf_NC_058381.1_58246934_58246775_Felis_catus_revComp,0.000286944,none,none,0.7816,7.94525146484,0,noncoding
OffNeg_NC_058383.1_40747792_40747711_Felis_catus_revComp,0.00219292,none,none,0.565,10.8342895508,0,noncoding
NC_058378.1_54719000_54718827_Felis_catus_revComp,3.08917e-07,none,none,0.8994,6.72247314453,0,noncoding
NC_058375.1_24028373_24028213_Felis_catus_revComp,0.00101339,none,none,1.037,8.34490966797,0,noncoding
OffNeg_NC_058374.1_26668877_26669091_Felis_catus_revComp,3.1254e-05,none,none,0.4488,9.10272216797,0,noncoding
NC_058375.1_27904211_27904306_Felis_catus_revComp,0.0319681,none,none,0.9108,0.0,0,noncoding
Shuf_NC_058376.1_143292808_143292720_Felis_catus_revComp,0.00641383,none,none,0.5792,9.10101318359,0,noncoding
OffNeg_NC_058375.1_102952962_102952747_Felis_catus_revComp,0.000835386,none,none,0.5074,7.70513916016,0,noncoding
Shuf_NC_058377.1_112740752_112740641_Felis_catus_revComp,0.000846778,none,none,0.6833,11.7131958008,0,noncoding
Shuf_NC_058369.1_9932295_9932457_Felis_catus_revComp,0.00223306,none,none,0.8114,10.2562866211,0,noncoding
OffNeg_NC_058379.1_1050210_1049958_Felis_catus_revComp,0.0124861,none,none,0.6028,10.0747680664,0,noncoding
NC_058373.1_3187705_3187620_Felis_catus_revComp,0.000561852,none,none,0.6354,5.27496337891,0,noncoding
Shuf_NC_058379.1_44193603_44193760_Felis_catus_revComp,0.000835901,none,none,0.4923,6.49224853516,0,noncoding
OffPos_NC_058379.1_77419969_77420082_Felis_catus_revComp,0.000380311,none,none,0.5094,4.68255615234,0,noncoding
OffNeg_NC_058378.1_12196388_12196273_Felis_catus_revComp,0.000344487,none,none,0.6764,11.7113647461,0,noncoding
OffNeg_NC_058372.1_98419687_98419466_Felis_catus_revComp,0.00089785,none,none,0.5005,10.5317993164,0,noncoding
OffPos_NC_058373.1_53552510_53552286_Felis_catus_revComp,9.84762e-06,none,none,0.4604,9.82452392578,0,noncoding
OffPos_NC_058375.1_8782131_8782388_Felis_catus_revComp,4.94244e-07,none,none,0.5677,5.94915771484,0,noncoding
NC_058384.1_53651939_53651444_Felis_catus_revComp,0.00104478,none,none,0.614,9.51751708984,0,noncoding
OffPos_NC_058381.1_269475_269374_Felis_catus_revComp,0.00136015,none,none,0.7244,9.93817138672,0,noncoding
OffNeg_NC_058382.1_23420530_23420923_Felis_catus_revComp,0.00175031,none,none,0.6677,9.10186767578,0,noncoding
Shuf_NC_058369.1_60744698_60744792_Felis_catus_revComp,0.00121262,none,none,0.6351,11.539855957,0,noncoding
Shuf_NC_058369.1_11366856_11366725_Felis_catus_revComp,0.000404268,none,none,0.8078,8.49578857422,0,noncoding
Shuf_NC_058369.1_151137441_151137321_Felis_catus_revComp,0.00238023,none,none,0.5986,10.4326782227,0,noncoding
OffNeg_NC_058374.1_79388743_79388623_Felis_catus_revComp,0.00625701,none,none,0.8069,10.8599243164,0,noncoding
OffPos_NC_058369.1_59677801_59677665_Felis_catus_revComp,0.00183502,none,none,0.915,11.8342895508,0,noncoding
OffNeg_NC_058377.1_54476809_54476969_Felis_catus_revComp,0.10372,none,none,0.5286,3.66571044922,0,noncoding
OffPos_NC_058374.1_83448929_83449062_Felis_catus_revComp,0.000116093,none,none,0.6167,8.97930908203,0,noncoding
NC_058375.1_51016465_51016264_Felis_catus_revComp,0.000440364,none,none,1.1355,9.60760498047,0,noncoding
NC_058381.1_1461942_1462041_Felis_catus_revComp,0.000976911,none,none,0.7407,11.3466186523,0,noncoding
OffNeg_NC_058378.1_60180159_60179545_Felis_catus_revComp,0.0029808,none,none,0.5184,10.1400756836,0,noncoding
NC_058368.1_139486900_139486810_Felis_catus_revComp,1.77044e-05,none,none,0.91,6.69305419922,0,noncoding
NC_058381.1_45730142_45730022_Felis_catus_revComp,1e-07,none,none,0.7591,7.92803955078,0,noncoding
OffNeg_NC_058382.1_15277624_15277543_Felis_catus_revComp,3.55156e-06,none,none,0.4497,5.75299072266,0,noncoding
NC_058369.1_52160788_52160892_Felis_catus_revComp,0.000299656,none,none,0.83,9.94659423828,0,noncoding
OffNeg_NC_058374.1_19787353_19787176_Felis_catus_revComp,0.0442948,none,none,0.6683,5.27276611328,0,noncoding
NC_058369.1_9890785_9890478_Felis_catus_revComp,2.46757e-05,none,none,0.8942,4.78033447266,0,noncoding
OffNeg_NC_058368.1_72123430_72123293_Felis_catus_revComp,0.00484469,none,none,0.4274,10.4789428711,0,noncoding
OffPos_NC_058383.1_39445450_39444950_Felis_catus_revComp,7.22854e-07,none,none,0.633,6.70172119141,0,noncoding
OffNeg_NC_058382.1_3034747_3034432_Felis_catus_revComp,0.00173491,none,none,0.5483,6.50555419922,0,noncoding
OffPos_NC_058375.1_45977106_45976991_Felis_catus_revComp,0.00123677,none,none,0.4975,5.58489990234,0,noncoding
OffNeg_NC_058375.1_53229625_53229774_Felis_catus_revComp,0.000122898,none,none,0.6059,9.30181884766,0,noncoding
OffPos_NC_058379.1_19219564_19219450_Felis_catus_revComp,5.04399e-07,none,none,0.701,4.85333251953,0,noncoding
Shuf_NC_058375.1_92679025_92679180_Felis_catus_revComp,0.00240483,none,none,0.5798,10.3323364258,0,noncoding
NC_058371.1_35713563_35713422_Felis_catus_revComp,0.000190378,none,none,0.9401,5.96966552734,0,noncoding
NC_058371.1_202215790_202215976_Felis_catus_revComp,0.000948233,none,none,0.8132,11.5310668945,0,noncoding
OffPos_NC_058368.1_192327387_192327550_Felis_catus_revComp,0.00103041,none,none,0.4047,9.99249267578,0,noncoding
NC_058370.1_12517716_12517626_Felis_catus_revComp,0.000947756,none,none,0.5758,3.57427978516,0,noncoding
Shuf_NC_058375.1_19209026_19209107_Felis_catus_revComp,0.000550992,none,none,0.7381,12.3010864258,0,noncoding
OffPos_NC_058375.1_166405294_166405199_Felis_catus_revComp,0.00629827,none,none,0.8484,3.79937744141,0,noncoding
Shuf_NC_058386.1_93796257_93796136_Felis_catus_revComp,0.0014391,none,none,0.653,7.78814697266,0,noncoding
OffNeg_NC_058375.1_182251010_182250882_Felis_catus_revComp,1.11392e-06,none,none,0.5008,8.27508544922,0,noncoding
OffNeg_NC_058372.1_94670467_94670333_Felis_catus_revComp,0.00062641,none,none,0.7734,7.95526123047,0,noncoding
OffPos_NC_058371.1_135629679_135629907_Felis_catus_revComp,0.0152923,none,none,0.4624,5.82281494141,0,noncoding
OffPos_NC_058373.1_102571516_102571424_Felis_catus_revComp,2.98109e-05,none,none,0.6633,5.37969970703,0,noncoding
OffPos_NC_058371.1_33795926_33795845_Felis_catus_revComp,0.000234374,none,none,0.4752,8.50006103516,0,noncoding
Shuf_NC_058377.1_6775700_6775612_Felis_catus_revComp,0.00040926,none,none,0.7325,6.49530029297,0,noncoding
OffNeg_NC_058370.1_90408651_90408558_Felis_catus_revComp,0.00150578,none,none,0.7346,10.7501831055,0,noncoding
NC_058369.1_101763682_101763769_Felis_catus_revComp,4.97322e-05,none,none,0.7012,6.49566650391,0,noncoding
Shuf_NC_058370.1_23588489_23588647_Felis_catus_revComp,0.0124093,none,none,0.5024,10.4078979492,0,noncoding
NC_058370.1_28363054_28363204_Felis_catus_revComp,0.0024616,none,none,1.2258,10.7709350586,0,noncoding
Shuf_NC_058370.1_118605430_118605190_Felis_catus_revComp,0.00133602,none,none,0.6819,11.3814086914,0,noncoding
OffPos_NC_058375.1_131731292_131731163_Felis_catus_revComp,0.00219395,none,none,0.5684,7.76824951172,0,noncoding
OffNeg_NC_058369.1_163474157_163473983_Felis_catus_revComp,2.23821e-06,none,none,0.612,5.27252197266,0,noncoding
Shuf_NC_058369.1_38388531_38388348_Felis_catus_revComp,0.000217193,none,none,0.7734,5.87713623047,0,noncoding
OffNeg_NC_058375.1_126082364_126082267_Felis_catus_revComp,0.000225524,none,none,0.5247,5.74591064453,0,noncoding
NC_058373.1_33567353_33567564_Felis_catus_revComp,0.000462732,none,none,0.8483,9.38726806641,0,noncoding
OffNeg_NC_058372.1_144100880_144101020_Felis_catus_revComp,0.100629,none,none,0.5869,10.7286987305,0,noncoding
OffNeg_NC_058368.1_70915411_70915048_Felis_catus_revComp,0.000207073,none,none,0.456,9.51092529297,0,noncoding
OffPos_NC_058373.1_32269105_32268970_Felis_catus_revComp,0.101513,none,none,0.6383,11.5689086914,0,noncoding
OffPos_NC_058373.1_74727585_74727434_Felis_catus_revComp,0.0188396,none,none,0.8183,10.5485229492,0,noncoding
OffNeg_NC_058381.1_11435290_11435388_Felis_catus_revComp,0.0723689,none,none,0.49,8.50006103516,0,noncoding
OffPos_NC_058378.1_9199194_9199358_Felis_catus_revComp,0.0383004,none,none,0.4919,0.0,0,noncoding
OffPos_NC_058372.1_66310274_66310120_Felis_catus_revComp,0.000305249,none,none,0.6587,9.39935302734,0,noncoding
NC_058382.1_60743874_60743756_Felis_catus_revComp,0.011322,none,none,0.9521,6.48773193359,0,noncoding
Shuf_NC_058381.1_50808865_50808993_Felis_catus_revComp,0.000770869,none,none,0.6212,10.666809082,0,noncoding
OffNeg_NC_058379.1_5686264_5686443_Felis_catus_revComp,4.30366e-05,none,none,0.6576,9.66925048828,0,noncoding
OffNeg_NC_058372.1_120647667_120647544_Felis_catus_revComp,5.21623e-06,none,none,0.6747,9.34967041016,0,noncoding
NC_058368.1_218669458_218670340_Felis_catus_revComp,0.000603076,none,none,0.7865,5.74822998047,0,noncoding
OffPos_NC_058378.1_87146520_87146343_Felis_catus_revComp,0.0389489,none,none,0.7043,7.85906982422,0,noncoding
OffPos_NC_058379.1_25917844_25917977_Felis_catus_revComp,0.000138016,none,none,0.8134,7.88922119141,0,noncoding
NC_058370.1_62450613_62450712_Felis_catus_revComp,0.000369954,none,none,0.7944,10.1056518555,0,noncoding
NC_058370.1_43626728_43626815_Felis_catus_revComp,0.000738392,none,none,0.6292,11.3336791992,0,noncoding
OffNeg_NC_058375.1_85491265_85491698_Felis_catus_revComp,1.03931e-05,none,none,0.5682,8.98052978516,0,noncoding
OffNeg_NC_058371.1_15689526_15689430_Felis_catus_revComp,0.000244547,none,none,0.7149,10.3705444336,0,noncoding
OffNeg_NC_058369.1_70155111_70155294_Felis_catus_revComp,0.00344627,none,none,0.5152,0.0,0,noncoding
NC_058370.1_12533599_12533396_Felis_catus_revComp,1e-07,none,none,0.585,3.66571044922,0,noncoding
Shuf_NC_058369.1_12707516_12707350_Felis_catus_revComp,0.00805313,none,none,0.7231,8.50006103516,0,noncoding
Shuf_NC_058372.1_15032631_15032769_Felis_catus_revComp,0.000576604,none,none,0.5288,6.68853759766,0,noncoding
OffPos_NC_058376.1_157513417_157513572_Felis_catus_revComp,2.9794e-05,none,none,0.4349,9.51837158203,0,noncoding
