Name,Score,Start,End,Label
OffNeg_NC_066861.1_1001201_1001393_Cucumis_melo_revComp,0.276,none,none,Coding
Shuf_NC_066863.1_13247674_13247792_Cucumis_melo_revComp,-0.849,none,none,Non-coding
NC_066865.1_13232166_13232428_Cucumis_melo_revComp,-1.437,none,none,Non-coding
OffPos_NC_066860.1_27337020_27336797_Cucumis_melo_revComp,0.571,none,none,Non-coding
OffNeg_NC_066861.1_8707605_8707517_Cucumis_melo_revComp,-0.41,none,none,Non-coding
OffPos_NC_066864.1_27544269_27544380_Cucumis_melo_revComp,-0.117,none,none,Non-coding
NC_066864.1_31929636_31929954_Cucumis_melo_revComp,-1.023,none,none,Non-coding
OffPos_NC_066861.1_1636361_1636235_Cucumis_melo_revComp,-0.534,none,none,Non-coding
NC_066858.1_1008452_1008574_Cucumis_melo_revComp,-1.328,none,none,Non-coding
OffPos_NC_066859.1_1339814_1339685_Cucumis_melo_revComp,-0.123,none,none,Non-coding
OffPos_NC_066857.1_30803104_30803016_Cucumis_melo_revComp,-0.867,none,none,Non-coding
Shuf_NC_066858.1_24920998_24920916_Cucumis_melo_revComp,-0.356,none,none,Non-coding
OffNeg_NC_066860.1_3483753_3483917_Cucumis_melo_revComp,-0.059,none,none,Non-coding
OffNeg_NC_066866.1_2524007_2523730_Cucumis_melo_revComp,0.681,none,none,Coding
OffPos_NC_066863.1_29214754_29214974_Cucumis_melo_revComp,-10000.0,none,none,Non-coding
Shuf_NC_066867.1_27348439_27348295_Cucumis_melo_revComp,-0.243,none,none,Non-coding
OffPos_NC_066859.1_8940244_8940131_Cucumis_melo_revComp,1.286,none,none,Non-coding
OffNeg_NC_066860.1_30149316_30149118_Cucumis_melo_revComp,-1.657,none,none,Non-coding
OffNeg_NC_066861.1_21036446_21036323_Cucumis_melo_revComp,-0.324,none,none,Non-coding
OffNeg_NC_066862.1_26032377_26032506_Cucumis_melo_revComp,-0.159,none,none,Non-coding
OffPos_NC_066858.1_2106042_2105351_Cucumis_melo_revComp,1.125,none,none,Non-coding
NC_066868.1_25495241_25495453_Cucumis_melo_revComp,-0.838,none,none,Non-coding
Shuf_NC_066858.1_1737426_1737548_Cucumis_melo_revComp,-1.043,none,none,Non-coding
OffPos_NC_066857.1_1188562_1189007_Cucumis_melo_revComp,-1.011,none,none,Non-coding
Shuf_NC_066868.1_14847063_14847223_Cucumis_melo_revComp,-1.509,none,none,Non-coding
OffPos_NC_066857.1_1864776_1864649_Cucumis_melo_revComp,-0.031,none,none,Non-coding
Shuf_NC_066862.1_2297874_2298094_Cucumis_melo_revComp,-0.84,none,none,Non-coding
OffPos_NC_066862.1_20374449_20374580_Cucumis_melo_revComp,-0.018,none,none,Non-coding
NC_066861.1_26476075_26475913_Cucumis_melo_revComp,-0.125,none,none,Non-coding
Shuf_NC_066868.1_1917994_1918132_Cucumis_melo_revComp,0.016,none,none,Coding
Shuf_NC_066857.1_1519602_1519505_Cucumis_melo_revComp,1.088,none,none,Coding
NC_066868.1_9736883_9737035_Cucumis_melo_revComp,-0.5,none,none,Non-coding
OffPos_NC_066866.1_2521291_2521135_Cucumis_melo_revComp,0.266,none,none,Non-coding
OffNeg_NC_066865.1_23391749_23391599_Cucumis_melo_revComp,0.000e+00,none,none,Non-coding
Shuf_NC_066862.1_2473307_2473460_Cucumis_melo_revComp,-1.489,none,none,Non-coding
Shuf_NC_066858.1_1665370_1665529_Cucumis_melo_revComp,-1.313,none,none,Non-coding
OffNeg_NC_066863.1_8332544_8332436_Cucumis_melo_revComp,-0.335,none,none,Non-coding
NC_066860.1_30281884_30282514_Cucumis_melo_revComp,-1.525,none,none,Non-coding
OffPos_NC_066868.1_25595296_25595413_Cucumis_melo_revComp,-0.477,none,none,Non-coding
NC_066868.1_19242284_19242426_Cucumis_melo_revComp,-0.3,none,none,Non-coding
OffNeg_NC_066862.1_7541044_7541144_Cucumis_melo_revComp,-1.019,none,none,Non-coding
NC_066858.1_24347644_24348145_Cucumis_melo_revComp,-1.05,none,none,Non-coding
